N	2gram	Ircho_Kome_3	Psycholo
1	в том	12	37
2	и в	22	32
3	и что	6	22
4	том что	13	21
5	потому что	10	21
6	таким образом	12	21
7	то что	4	21
8	что в	5	20
9	может быть	6	18
10	так же	4	18
11	точки зрения	4	17
12	что и	8	17
13	не может	3	17
14	самом деле	6	16
15	что она	4	16
16	того чтобы	6	14
17	то же	7	13
18	в этом	8	13
19	при этом	7	13
20	для того	6	13
21	что он	8	13
22	в самом	9	12
23	не только	5	12
24	если мы	2	12
25	так как	11	12
26	на то	3	11
27	было бы	3	11
28	с тем	4	11
29	в основе	2	11
30	и т	4	10
31	когда он	4	10
32	с точки	3	10
33	но и	4	10
34	же точно	1	10
35	как и	3	10
36	и не	21	10
37	как в	2	9
38	никогда не	3	9
39	что при	1	9
40	тем что	5	9
41	что все	1	9
42	в своих	2	9
43	той же	1	8
44	не в	4	8
45	не менее	5	8
46	дело с	3	8
47	т п	4	8
48	в сущности	2	7
49	что они	2	7
50	и как	1	7
51	все эти	1	7
52	ясно что	6	7
53	такой же	1	7
54	и его	6	7
55	к тому	6	7
56	можно было	2	7
57	только в	1	7
58	мы знаем	2	7
59	что для	2	7
60	а не	4	7
61	сказать что	1	7
62	в этой	3	6
63	целый ряд	2	6
64	он не	5	6
65	если бы	8	6
66	формы и	1	6
67	те же	1	6
68	о том	8	6
69	все время	2	6
70	и мы	3	6
71	тот же	2	6
72	как бы	3	6
73	же самое	3	6
74	и на	2	5
75	что его	5	5
76	только на	1	5
77	что у	1	5
78	далеко не	3	5
79	все это	5	5
80	в то	6	5
81	в ней	4	5
82	и даже	3	5
83	до сих	9	5
84	вслед за	1	5
85	отнюдь не	4	5
86	он говорит	2	5
87	сих пор	9	5
88	как раз	6	5
89	этом отношении	2	5
90	как на	1	5
91	едва ли	7	4
92	мы имеем	1	4
93	столь же	3	4
94	в чем	1	4
95	с этим	3	4
96	все же	4	4
97	в действительности	1	4
98	с той	1	4
99	в целом	3	4
100	и те	1	4
101	в нем	3	4
102	к одному	1	4
103	и по	1	4
104	и с	4	4
105	и тем	1	4
106	несмотря на	4	4
107	знаем что	1	4
108	образом и	1	4
109	которые в	1	4
110	тому что	2	4
111	не имеет	3	4
112	того как	1	4
113	ничего не	3	4
114	и до	1	4
115	в сознании	1	4
116	что на	1	4
117	и для	4	4
118	могут быть	1	4
119	тем не	3	4
120	если же	2	4
121	и это	2	4
122	и когда	1	4
123	и сам	5	4
124	и поэтому	4	4
125	никак не	1	4
126	между тем	2	4
127	мы видим	1	4
128	из них	5	4
129	от того	2	4
130	таким путем	1	4
131	а на	2	4
132	как это	5	4
133	наряду с	2	4
134	материал для	1	4
135	с этой	3	4
136	и все	2	4
137	а в	7	4
138	совершенно не	2	4
139	из этого	2	4
140	жизни и	1	4
141	например в	1	3
142	отношении к	1	3
143	приходит к	1	3
144	мы не	2	3
145	время как	2	3
146	то это	5	3
147	и он	2	3
148	во всех	2	3
149	но как	1	3
150	относится к	1	3
151	которые не	1	3
152	как к	1	3
153	и к	3	3
154	но в	5	3
155	состоит в	2	3
156	не к	1	3
157	не как	2	3
158	на этом	1	3
159	об этом	7	3
160	это было	1	3
161	показывает что	1	3
162	в своей	5	3
163	это только	1	3
164	в их	2	3
165	представление о	2	3
166	в которых	5	3
167	человеком и	1	3
168	но он	1	3
169	том чтобы	1	3
170	в отношении	4	3
171	что с	2	3
172	мы можем	3	3
173	во всем	1	3
174	свое собственное	1	3
175	не могут	2	3
176	само собой	4	3
177	указывает на	1	3
178	отказаться от	2	3
179	на это	3	3
180	в виду	2	3
181	то время	2	3
182	и совершенно	1	3
183	так и	4	3
184	жизнь и	1	3
185	мы в	1	3
186	для этого	1	3
187	с другой	4	3
188	в конечном	2	3
189	один из	3	3
190	действующих лиц	1	3
191	и ее	2	3
192	так что	6	3
193	в нашей	1	3
194	что не	3	3
195	каким образом	1	3
196	конечном счете	2	3
197	и других	1	3
198	и их	1	3
199	в конце	7	3
200	может служить	1	3
201	чтобы показать	1	3
202	тому как	1	3
203	до конца	4	3
204	в частности	3	3
205	по своему	3	3
206	видит в	1	3
207	по существу	2	3
208	в смысле	1	3
209	при всем	2	3
210	конце концов	2	3
211	хотя бы	4	3
212	только как	2	3
213	в свою	7	3
214	в объяснении	1	2
215	того же	6	2
216	и без	2	2
217	еще не	6	2
218	входящих в	1	2
219	из всех	2	2
220	это совершенно	1	2
221	выходит из	2	2
222	становится совершенно	1	2
223	указывая на	1	2
224	из того	3	2
225	же что	1	2
226	и говорить	1	2
227	к своему	2	2
228	бы то	2	2
229	с его	3	2
230	в ее	3	2
231	слишком много	1	2
232	но не	1	2
233	к которой	1	2
234	если в	1	2
235	ответ на	1	2
236	очевидно что	1	2
237	себе и	1	2
238	отличие от	2	2
239	меньше всего	4	2
240	их характера	1	2
241	указывают на	1	2
242	могли бы	1	2
243	что по	1	2
244	моментов в	1	2
245	в которой	3	2
246	бы не	2	2
247	и тот	3	2
248	в себе	4	2
249	как он	3	2
250	имеем в	1	2
251	по происхождению	1	2
252	т д	1	2
253	поэта и	1	2
254	на его	2	2
255	подобно тому	1	2
256	в каждом	1	2
257	здесь мы	1	2
258	то ни	3	2
259	то чтобы	1	2
260	значение в	1	2
261	с другими	2	2
262	это не	2	2
263	должен был	4	2
264	в них	3	2
265	но так	1	2
266	не так	3	2
267	прямо к	1	2
268	всяком случае	3	2
269	вывод что	2	2
270	место в	1	2
271	их в	3	2
272	том и	1	2
273	вещей и	1	2
274	том же	1	2
275	в этих	1	2
276	вплоть до	2	2
277	как можно	1	2
278	принадлежат к	1	2
279	на него	4	2
280	в самых	1	2
281	он с	1	2
282	его от	2	2
283	же время	5	2
284	ли это	1	2
285	больше того	2	2
286	ни в	10	2
287	как только	1	2
288	она не	2	2
289	на вопрос	2	2
290	свою очередь	6	2
291	сводится к	1	2
292	действия и	1	2
293	роль в	2	2
294	на которую	1	2
295	том как	3	2
296	по сравнению	2	2
297	в таком	2	2
298	именно потому	2	2
299	и здесь	4	2
300	два момента	1	2
301	во всяком	3	2
302	в глаза	3	2
303	после того	1	2
304	в согласии	1	2
305	которой мы	2	2
306	в сборнике	1	2
307	в его	8	2
308	и только	1	2
309	для самого	1	2
310	стиха и	1	2
311	к нему	5	2
312	в новой	1	2
313	этого материала	1	2
314	в какой	3	2
315	к какому	1	2
316	с двумя	1	2
317	и у	1	2
318	у того	3	2
319	говорит о	1	2
320	мы находим	1	2
321	в одном	2	2
322	вовсе не	4	2
323	в состоянии	1	2
324	с этими	1	2
325	отношение к	5	2
326	к ним	3	2
327	бедным человеком	1	2
328	и никогда	1	2
329	в других	3	2
330	исходят из	1	2
331	такое же	2	2
332	а с	1	2
333	не было	2	2
334	на которых	1	2
335	не на	1	2
336	была бы	1	2
337	в руках	1	2
338	вместе с	9	2
339	если она	1	2
340	из которых	2	2
341	мы опять	1	2
342	сравнению с	2	2
343	чем к	2	2
344	его жизни	1	2
345	самое что	1	2
346	и таким	1	2
347	когда я	1	2
348	ему только	1	2
349	а к	1	2
350	для нас	1	2
351	это может	1	2
352	из себя	3	2
353	у них	1	2
354	тем более	4	2
355	другой стороны	2	2
356	на этот	3	2
357	в свое	2	2
358	ли он	1	2
359	и от	1	2
360	это в	2	2
361	во сне	1	2
362	все что	3	2
363	этой точки	1	2
364	речь идет	5	1
365	одним из	2	1
366	он считает	1	1
367	чтобы не	1	1
368	человека и	2	1
369	поэтической речи	1	1
370	или к	1	1
371	же по	1	1
372	тем же	3	1
373	от своей	2	1
374	в первом	1	1
375	к другому	1	1
376	в зависимости	1	1
377	не подозревая	1	1
378	и должен	1	1
379	отношения к	2	1
380	а как	2	1
381	если я	1	1
382	преступления и	1	1
383	что между	1	1
384	совсем иное	1	1
385	а для	1	1
386	на тему	1	1
387	для нашей	1	1
388	и со	2	1
389	похожи на	1	1
390	зависимости от	1	1
391	откажется от	1	1
392	из ее	1	1
393	какова же	1	1
394	которые он	1	1
395	ряд исследователей	1	1
396	он сам	1	1
397	не найдем	1	1
398	тем как	1	1
399	при объяснении	1	1
400	глаза на	1	1
401	одним словом	1	1
402	с одной	3	1
403	другой пример	1	1
404	могло быть	2	1
405	важный для	1	1
406	же на	1	1
407	и нуждается	1	1
408	которую она	1	1
409	с отцом	2	1
410	должны были	1	1
411	а уже	1	1
412	друг от	1	1
413	за пределы	2	1
414	к сожалению	1	1
415	в истории	1	1
416	идет о	3	1
417	более чем	5	1
418	независимо от	1	1
419	его на	2	1
420	общего с	1	1
421	бы при	1	1
422	что касается	2	1
423	им в	1	1
424	к числу	1	1
425	более или	1	1
426	не кажется	1	1
427	он предоставляет	1	1
428	то в	1	1
429	не приходится	2	1
430	говорят о	1	1
431	не хочет	5	1
432	в нашем	1	1
433	из этих	1	1
434	то обстоятельство	2	1
435	в большинстве	1	1
436	только один	2	1
437	тому же	6	1
438	если он	2	1
439	не могла	3	1
440	оказывается на	1	1
441	случае все	1	1
442	в восприятии	1	1
443	он должен	1	1
444	в силу	2	1
445	и если	2	1
446	на совершенно	1	1
447	именно к	1	1
448	от людей	2	1
449	нашего времени	1	1
450	неизвестным так	1	1
451	свое время	1	1
452	чувства в	1	1
453	которого и	1	1
454	стихов с	1	1
455	что ни	3	1
456	людей и	2	1
457	одному и	1	1
458	сам не	1	1
459	в нее	1	1
460	но все	4	1
461	совпадают с	4	1
462	не будет	2	1
463	же не	1	1
464	и дальше	1	1
465	в другом	2	1
466	его не	2	1
467	волосы и	1	1
468	говорил что	1	1
469	а по	5	1
470	его в	8	1
471	образом если	1	1
472	в и	2	1
473	подходит к	1	1
474	в глазах	8	1
475	и под	1	1
476	следует рассматривать	1	1
477	всю свою	1	1
478	с истинной	1	1
479	не ясно	2	1
480	он является	1	1
481	он и	2	1
482	чем в	3	1
483	и почему	1	1
484	с еще	1	1
485	которую он	2	1
486	бы на	1	1
487	но если	3	1
488	таким же	1	1
489	за которым	1	1
490	в котором	2	1
491	бы к	1	1
492	относящихся к	1	1
493	из которой	2	1
494	не столько	1	1
495	выходит за	1	1
496	в отличие	1	1
497	строго говоря	1	1
498	стало быть	1	1
499	сам же	1	1
500	еще целый	1	1
501	он к	1	1
502	говорит с	1	1
503	по крайней	1	1
504	образом из	1	1
