N	3gram	Losev_Dial_3	DiskursI
1	в том что	3	13
2	с одной стороны	3	9
3	о том что	5	5
4	то же время	1	4
5	к тому же	2	4
6	не в том	1	3
7	той или иной	2	3
8	не может быть	6	3
9	и как бы	1	3
10	с другой стороны	2	3
11	в то же	1	3
12	том что в	1	2
13	не говоря уже	2	2
14	и в особенности	1	2
15	подобно тому как	4	2
16	то же самое	1	2
17	одной стороны и	1	2
18	и не только	3	2
19	тот или иной	2	2
20	говоря уже о	2	2
21	сами по себе	3	2
22	по крайней мере	5	2
23	в данном случае	1	2
24	более или менее	1	2
25	между мифом и	1	2
26	в чистом виде	1	1
27	не только о	2	1
28	но и о	1	1
29	на самом деле	1	1
30	потому что каждый	1	1
31	и даже не	1	1
32	как точка зрения	1	1
33	сюда же относятся	1	1
34	внимание на то	1	1
35	как раз и	3	1
36	он не может	2	1
37	которое несмотря на	1	1
38	с точки зрения	14	1
39	до сих пор	1	1
40	и не может	1	1
41	как и все	2	1
42	и в то	1	1
43	сам по себе	5	1
44	может и должен	1	1
45	имеем дело не	1	1
46	из того что	2	1
47	в таком случае	10	1
48	что в них	1	1
49	что каждый из	1	1
50	перед нами не	1	1
51	а иногда и	1	1
52	одно и то	2	1
53	только потому что	1	1
54	что не есть	2	1
55	содержит в себе	1	1
56	говорить не только	1	1
57	далеко не всегда	1	1
58	и в том	1	1
59	в разные эпохи	1	1
60	требует для себя	1	1
61	потому что в	1	1
62	каждый из них	1	1
63	в связи с	1	1
64	так и от	1	1
65	во всяком случае	2	1
66	а не от	1	1
67	того или иного	2	1
68	в этом отношении	1	1
69	с той или	1	1
70	в нем нет	1	1
71	к чему не	1	1
72	это и есть	2	1
73	ни к чему	1	1
74	не может существовать	2	1
75	легко заметить что	1	1
76	в конечном счете	1	1
77	речь идет о	1	1
78	если бы я	1	1
79	на то что	3	1
80	и все прочие	1	1
81	и то же	2	1
82	возможна только в	1	1
83	и прежде всего	3	1
84	тех или иных	1	1
85	может быть ни	1	1
86	тем более не	2	1
87	тем не менее	10	1
88	как и в	3	1
89	в себе не	1	1
