N	2gram	Vygotskiy__5	StatiiOP
1	и в	30	44
2	в том	27	36
3	и т	7	30
4	что в	24	30
5	том что	21	29
6	в этом	14	21
7	т д	3	21
8	вовсе не	3	19
9	не только	16	18
10	то что	37	18
11	было бы	5	17
12	о том	10	17
13	а в	4	17
14	а не	8	16
15	и не	6	16
16	может быть	11	15
17	в области	1	14
18	в данном	3	14
19	как в	3	13
20	можно было	3	13
21	не в	8	12
22	в первой	1	12
23	самом деле	8	11
24	в этой	5	11
25	того чтобы	20	11
26	у нас	4	11
27	точки зрения	7	11
28	но в	5	10
29	ясно что	6	10
30	для того	20	10
31	что он	17	10
32	только в	5	10
33	но и	6	10
34	как и	6	9
35	в отношении	2	9
36	в то	2	9
37	так и	3	9
38	если бы	11	9
39	того что	8	9
40	в его	4	9
41	т п	3	9
42	с другой	9	9
43	например в	1	8
44	статьи в	1	8
45	во всех	2	8
46	все же	7	8
47	это не	3	8
48	из них	2	8
49	с точки	2	8
50	у пушкина	1	8
51	и его	6	8
52	не может	9	8
53	что они	5	7
54	в самом	14	7
55	так например	3	7
56	таким образом	20	7
57	другой стороны	5	7
58	для нас	3	7
59	этом отношении	3	7
60	до сих	5	7
61	прежде всего	4	7
62	сих пор	5	7
63	сказать что	9	7
64	по поводу	3	7
65	на самом	2	6
66	статье в	1	6
67	в повестях	1	6
68	со стороны	3	6
69	из этих	3	6
70	в своей	4	6
71	потому что	23	6
72	данном случае	3	6
73	что и	3	6
74	так что	3	6
75	для него	3	6
76	именно в	6	6
77	дело в	2	6
78	в той	3	6
79	что же	1	6
80	но это	1	6
81	хотя бы	3	6
82	во всяком	1	6
83	и то	9	5
84	то же	7	5
85	той же	3	5
86	в целом	5	5
87	все эти	2	5
88	в нем	7	5
89	евгения онегина	1	5
90	в котором	2	5
91	в которых	2	5
92	не менее	1	5
93	вплоть до	1	5
94	никогда не	9	5
95	могут быть	8	5
96	мне кажется	3	5
97	примеров из	1	5
98	так как	9	5
99	тем что	6	5
100	и даже	2	5
101	там где	4	5
102	что мы	11	5
103	все это	2	5
104	была бы	3	5
105	совершенно не	6	5
106	жизни и	6	5
107	так же	13	5
108	речь идет	1	4
109	как это	7	4
110	это и	2	4
