N	2gram	Tiupa_Hudo_2	Problema
1	то что	6	42
2	вовсе не	2	35
3	то есть	1	33
4	и в	28	32
5	и не	18	31
6	не просто	1	23
7	в этом	13	19
8	не менее	5	19
9	тем не	4	18
10	не только	11	17
11	потому что	2	16
12	в себе	9	15
13	по себе	1	15
14	в виде	2	15
15	а не	14	15
16	но в	2	14
17	может быть	8	14
18	как бы	5	14
19	в нем	3	13
20	и тем	1	13
21	как раз	4	13
22	сказать что	2	13
23	том что	19	12
24	что в	5	12
25	так и	8	12
26	а именно	1	12
27	и т	4	11
28	также и	1	11
29	так как	1	11
30	о том	12	11
31	и даже	1	11
32	то же	6	10
33	отнюдь не	2	10
34	в этой	5	10
35	т д	2	10
36	об этом	7	10
37	ничего не	5	10
38	прежде всего	3	10
39	нет ничего	2	10
40	еще не	3	9
41	но не	4	9
42	раз и	1	9
43	то с	1	9
44	того чтобы	4	9
45	же самое	3	9
46	и это	3	9
47	и что	1	9
48	но и	9	9
49	в данном	2	9
50	что же	2	9
51	в том	15	9
52	так же	3	9
53	в таком	1	9
54	и о	4	8
55	и ее	3	8
56	и на	3	8
57	все эти	1	8
58	для того	4	8
59	было бы	3	8
60	он и	1	8
61	в своей	6	8
62	когда мы	1	8
63	есть только	1	8
64	на нечто	1	8
65	данном случае	2	8
66	не может	4	8
67	но это	1	8
68	во всех	1	7
69	тоже не	2	7
70	содержит в	1	7
71	в них	3	7
72	как мы	2	7
73	здесь не	2	7
74	никогда не	5	7
75	того что	1	7
76	что он	8	7
77	только в	4	7
78	тем что	6	7
79	такого рода	1	7
80	все это	3	7
81	и все	7	7
82	таком случае	1	6
83	и то	2	6
84	самом деле	3	6
85	говорить о	2	6
86	но как	1	6
87	за пределы	1	6
88	в самом	5	6
89	при этом	11	6
90	его в	2	6
91	это не	6	6
92	как символ	1	6
93	в то	6	6
94	и здесь	1	6
95	в его	11	6
96	так что	1	6
97	то и	4	6
98	в конце	1	6
99	о чем	8	6
100	как это	7	6
101	не существует	1	6
102	хотя и	1	6
103	совершенно не	1	6
104	мы уже	3	5
105	в своем	5	5
106	перед нами	11	5
107	то в	4	5
108	что она	7	5
109	в котором	6	5
110	ни о	3	5
111	той или	1	5
112	можно сказать	6	5
113	для нас	3	5
114	в других	4	5
115	или иной	2	5
116	еще и	2	5
117	не является	2	5
118	функции в	1	4
119	этого термина	1	4
120	как в	5	4
121	как он	3	4
122	их в	1	4
123	не в	13	4
124	самое время	1	4
125	тому что	4	4
126	тем самым	2	4
127	мышления и	1	4
128	и притом	1	4
129	казалось бы	6	4
130	а в	6	4
131	точно так	1	4
132	в дальнейшем	1	4
133	на том	1	4
134	если бы	6	4
135	никак не	1	4
136	а также	2	4
137	и только	2	4
138	один из	2	4
139	только на	5	4
140	именно в	2	4
141	не было	6	4
142	ни на	1	4
143	и для	2	4
144	или в	3	4
145	же в	1	4
146	по поводу	3	4
147	не нужно	1	3
148	в ее	18	3
149	что они	4	3
150	в действительности	1	3
151	но ее	1	3
152	что это	5	3
153	но он	1	3
154	но ведь	1	3
155	да и	5	3
156	но именно	2	3
157	он не	4	3
158	именно то	1	3
159	и еще	1	3
160	но все	1	3
161	что все	3	3
162	однако здесь	1	3
163	в жизни	8	3
164	о которых	2	3
165	как и	11	3
166	и уже	4	3
167	несмотря на	3	3
168	в этих	3	3
169	точки зрения	2	3
170	с точки	2	3
171	для которого	1	3
172	дело в	1	3
173	того как	2	3
174	только не	2	3
175	в самой	1	3
176	прежде чем	2	3
177	и его	5	3
178	как будто	4	3
179	однако это	1	3
180	к тому	7	3
181	для себя	6	3
182	можно было	3	3
183	мы в	1	3
184	о нем	2	3
185	настоящее время	1	3
186	к нему	3	3
187	оно и	1	3
188	именно на	2	3
189	же и	2	3
190	уже не	10	3
191	уже в	1	3
192	из них	2	3
193	сущность и	1	3
194	говорит о	4	3
195	до сих	2	3
196	с другой	3	3
197	как же	2	3
198	оно не	2	3
199	что не	2	3
200	однако и	2	3
201	в символ	1	3
202	бы оно	1	3
203	быть и	1	3
204	сих пор	2	3
205	только для	2	3
206	от нас	1	3
207	но для	1	3
208	пока еще	3	3
209	в настоящее	1	3
210	хотя бы	2	3
211	с ним	7	3
212	другой стороны	1	3
213	есть и	3	3
214	себе не	1	3
215	себе но	2	3
216	в искусстве	1	3
217	я и	6	2
218	например в	1	2
219	же как	2	2
220	и потому	1	2
221	о любви	2	2
222	в первом	2	2
223	по преимуществу	3	2
224	едва ли	3	2
225	по его	3	2
226	мы имеем	1	2
227	мы не	1	2
228	что если	1	2
229	в сущности	1	2
230	на себя	3	2
231	и этого	1	2
232	он сам	2	2
233	у чехова	9	2
234	с его	5	2
235	то он	1	2
236	не то	1	2
237	его во	1	2
238	нет и	1	2
239	чем же	1	2
240	то или	1	2
