N	2gram	Tiupa_Hudo_1	Mirosoze
1	может быть	5	30
2	не только	12	29
3	и в	14	28
4	не может	7	28
5	но и	5	25
6	а не	12	25
7	он не	4	24
8	о человеке	2	23
9	в этом	11	20
10	не было	4	18
11	у него	9	17
12	не в	7	16
13	потому что	5	16
14	в ней	4	15
15	в своей	10	15
16	переходит в	1	15
17	человека и	1	14
18	никогда не	6	14
19	до конца	2	14
20	человека в	6	13
21	в нем	3	13
22	и он	5	12
23	и это	4	12
24	в самом	4	11
25	для него	10	11
26	и не	2	11
27	в своем	4	10
28	в творчестве	3	10
29	было бы	6	10
30	достоевского и	1	10
31	что в	6	10
32	в мире	3	10
33	прежде всего	11	10
34	что он	9	10
35	и потому	2	10
36	и все	4	10
37	достоевского в	1	9
38	с тем	1	9
39	но он	3	9
40	и его	5	9
41	в его	8	9
42	к человеку	1	9
43	человек в	2	9
44	но не	3	8
45	в человеке	2	8
46	но в	5	7
47	в себе	11	7
48	быть может	7	7
49	в конце	4	7
50	в самой	1	7
51	того что	4	7
52	нет ничего	2	7
53	и на	3	6
54	он сам	1	6
55	в которой	1	6
56	лишь в	3	6
57	в этой	8	6
58	все в	1	6
59	только в	5	6
60	он уже	4	6
61	все это	2	6
62	в том	12	6
63	нет и	1	5
64	от нее	1	5
65	это не	7	5
66	в самую	1	5
67	как и	9	5
68	не могут	1	5
69	человека на	1	5
70	то что	8	5
71	и я	1	5
72	русской литературы	1	5
73	смысле слова	1	4
74	это и	1	4
75	и этот	1	4
76	xix века	1	4
77	отношение к	1	4
78	чем у	1	4
79	не как	1	4
80	и по	3	4
81	в этих	5	4
82	точки зрения	5	4
83	в их	2	4
84	в которых	1	4
85	человека но	1	4
86	к концу	1	4
87	она не	4	4
88	мог бы	1	4
89	один из	4	4
90	человеческой личности	1	4
91	уже не	7	4
92	уже в	1	4
93	ни с	1	4
94	а в	7	4
95	тем что	3	4
96	и там	1	4
97	с этой	2	4
98	на пути	1	4
99	от него	3	4
100	человека не	2	4
101	не знает	2	4
102	его не	1	3
103	не была	2	3
104	с его	5	3
105	с этим	3	3
106	когда он	1	3
107	на том	2	3
108	свободу человеческого	1	3
109	и вот	1	3
110	на этом	3	3
111	заключает в	2	3
112	и с	4	3
113	его в	3	3
114	его личности	2	3
115	который так	1	3
116	в жизни	1	3
117	для них	1	3
118	духовной жизни	1	3
119	не мог	1	3
120	том что	16	3
121	человека есть	1	3
122	мира не	1	3
123	не имеет	2	3
124	ничего не	8	3
125	в движении	1	3
126	к тому	7	3
127	в ее	3	3
128	особенно в	2	3
129	человека его	2	3
130	все его	1	3
131	толстой и	1	3
132	в него	2	3
133	это очень	1	3
134	себя в	4	3
135	одно из	1	3
136	так как	1	3
137	пафос его	1	3
138	человека а	1	3
139	себя и	2	3
140	о себе	1	3
141	в иных	1	3
142	в мир	1	3
143	для человека	1	3
144	должно быть	2	3
145	он должен	1	3
146	для нас	1	3
147	интерес к	5	3
148	хотя бы	1	3
149	будто бы	3	3
150	также и	1	2
