N	3gram	Vinokur_St_3	Myslijsy
1	в том что	11	16
2	только тогда когда	2	7
3	сам по себе	1	5
4	по крайней мере	4	5
5	не в том	3	5
6	то же время	3	5
7	от того что	1	5
8	в то же	3	5
9	вместе с тем	1	4
10	с другой стороны	4	4
11	но и в	2	4
12	в то время	4	4
13	не только в	3	4
14	потому что он	2	3
15	более или менее	1	3
16	до сих пор	2	3
17	с одной стороны	2	3
18	в свою очередь	1	3
19	смотреть как на	1	3
20	и т д	2	3
21	в том смысле	2	3
22	тем не менее	2	3
23	для того чтобы	1	3
24	не может быть	5	3
25	и может быть	1	2
26	то что я	2	2
27	том что он	1	2
28	в том же	1	2
29	смысле в каком	1	2
30	именно то что	1	2
31	в этом отношении	4	2
32	в собственном смысле	1	2
33	и т п	6	2
34	в том чтобы	2	2
35	ответ на это	1	2
36	и той же	1	2
37	нельзя сказать что	2	2
38	что в ней	1	2
39	и в самом	1	2
40	не только не	1	2
41	можно сказать что	1	2
42	к тому что	2	2
43	одной и той	1	2
44	форма в которой	1	2
45	этого слова в	1	2
46	в том виде	1	1
47	некоторое понятие об	1	1
48	том смысле что	1	1
49	в свое время	1	1
50	следует заметить что	1	1
51	того что в	1	1
52	в чем же	1	1
53	потому что в	1	1
54	а не в	1	1
55	не говоря уже	1	1
56	на самом деле	1	1
57	в самом деле	1	1
58	во многих случаях	1	1
59	то же самое	1	1
60	может быть назван	2	1
61	для себя и	1	1
62	говоря уже о	1	1
63	и в других	1	1
64	и если бы	1	1
65	вместе с ним	1	1
66	между тем что	2	1
67	и тем что	1	1
68	смотрел на нее	1	1
69	то время как	4	1
70	по которому ведет	1	1
71	том смысле в	1	1
72	может быть не	1	1
73	к вопросу о	1	1
74	какова должна быть	1	1
75	если бы в	1	1
76	не отнимает у	1	1
77	носит на себе	1	1
78	его отношение к	1	1
79	том чтобы показать	1	1
80	так или иначе	1	1
81	пути по которому	1	1
82	в одно целое	1	1
83	на него как	1	1
84	тем что в	2	1
85	которое можно назвать	1	1
86	этого не было	1	1
87	уже не к	1	1
88	в каждом отдельном	1	1
89	это с одной	1	1
90	таким образом в	1	1
91	было бы совершенно	2	1
92	заключается в том	2	1
93	о том что	4	1
94	собственном смысле этого	1	1
95	том что этот	1	1
96	в каждой из	1	1
97	и наконец самый	1	1
98	на то что	3	1
99	я думаю и	1	1
100	тем более что	2	1
101	тому как мы	1	1
102	по этому поводу	2	1
103	не вдаваясь в	1	1
104	свое место в	1	1
105	как мы видели	1	1
106	но этого мало	1	1
107	потому что для	1	1
