N	2gram	Potebnia_M_3	Analitik
1	может быть	28	29
2	в том	32	27
3	не может	6	22
4	и не	15	21
5	и в	30	18
6	но и	19	17
7	а не	15	17
8	не только	21	15
9	тогда как	2	14
10	не в	15	14
11	в этом	10	13
12	как и	10	13
13	в его	4	13
14	при этом	3	12
15	том что	18	12
16	в себе	16	11
17	то есть	34	11
18	но не	7	10
19	то же	23	9
20	в то	10	9
21	а в	12	9
22	есть не	7	8
23	в мире	1	8
24	но в	1	8
25	не есть	17	8
26	значении этого	1	7
27	том чтобы	2	7
28	тем самым	7	7
29	к тому	7	7
30	этого слова	11	7
31	я и	3	6
32	в сущности	1	6
33	по отношению	5	6
34	отличие от	1	6
35	в самом	8	6
36	наш взгляд	1	6
37	на наш	1	6
38	это не	1	6
39	далеко не	4	6
40	точки зрения	2	6
41	в своей	2	6
42	должен быть	1	6
43	времени и	1	6
44	же время	5	6
45	только в	21	6
46	себя в	1	6
47	то что	18	6
48	прежде всего	3	6
49	художественного произведения	5	5
50	в их	2	5
51	и на	3	5
52	и как	5	5
53	в произведении	3	5
54	в целом	3	5
55	в этой	2	5
56	лишь в	1	5
57	и его	4	5
58	о том	2	5
59	сводится к	1	5
60	между тем	9	5
61	и т.п	1	5
62	как бы	3	5
63	художественное произведение	6	5
64	отношению к	5	5
65	что в	17	5
66	того же	1	4
67	из того	2	4
68	столь же	4	4
69	все же	2	4
70	смысла но	1	4
71	тому же	1	4
72	не следует	5	4
73	с другими	5	4
74	не всегда	2	4
75	с точки	1	4
76	и другого	1	4
77	и более	1	4
78	по себе	16	4
79	в области	2	4
80	ни в	2	4
81	могут быть	3	4
82	так и	11	4
83	не с	1	4
84	с ним	6	4
85	с другой	7	4
86	искусства в	1	4
87	того что	18	4
88	уже не	6	4
89	для того	4	4
90	именно в	3	4
91	себя и	4	4
92	вместе с	12	4
93	человека к	1	4
94	исходя из	1	4
95	как предмет	1	4
96	собственно говоря	2	4
97	ни было	1	4
98	и т	5	3
99	одним из	1	3
100	таком случае	2	3
101	для науки	1	3
102	и есть	3	3
103	место в	3	3
104	бы то	1	3
105	если в	1	3
106	в художественном	1	3
107	что как	2	3
108	как он	1	3
109	в нем	9	3
110	он не	4	3
111	в силу	3	3
112	подобно тому	2	3
113	таким образом	14	3
114	не будет	3	3
115	бы быть	2	3
116	даже в	2	3
117	в котором	4	3
118	всякий раз	1	3
119	однако в	1	3
120	того чтобы	3	3
121	т п	2	3
122	того и	1	3
123	в таком	3	3
124	не могут	5	3
125	могла бы	2	3
126	в собственном	2	3
127	если бы	12	3
128	к нему	3	3
129	с его	1	3
130	еще не	5	3
131	и представляет	1	3
132	вопрос об	2	3
133	с одной	7	3
134	ни с	1	3
135	никто не	3	3
136	что и	13	3
137	одной стороны	3	3
138	другого в	1	3
139	а с	2	3
140	что не	8	3
141	произведения искусства	2	3
142	тому как	5	3
143	быть не	2	3
144	что мы	8	3
145	произведении искусства	4	3
146	которая в	1	3
147	и все	3	3
148	я в	1	3
149	что он	6	3
150	говоря о	4	2
151	отношения к	1	2
152	не остается	1	2
153	самом деле	2	2
154	на самом	1	2
155	он может	1	2
156	в первом	3	2
157	едва ли	1	2
158	научного анализа	1	2
159	той же	2	2
160	а как	2	2
161	и то	8	2
162	данном случае	1	2
163	то он	2	2
164	не все	4	2
165	отношение к	2	2
166	нет и	1	2
167	за пределы	2	2
168	что именно	4	2
169	могли бы	1	2
170	с двумя	1	2
171	его к	2	2
172	то в	1	2
173	в которой	3	2
174	все эти	1	2
175	бы не	4	2
176	из этих	9	2
177	думать что	5	2
178	а напротив	2	2
179	и до	2	2
180	на его	2	2
181	не к	4	2
182	из виду	2	2
183	и по	4	2
184	и с	2	2
185	на все	2	2
186	из них	6	2
187	вовсе не	7	2
188	так как	13	2
189	несмотря на	2	2
190	для чего	1	2
191	о ком	1	2
192	для него	9	2
193	от своего	1	2
194	не столько	2	2
195	на каждом	1	2
196	вопрос о	1	2
197	только для	1	2
198	которые в	1	2
199	произведений искусства	1	2
200	для этого	1	2
201	свое время	1	2
202	тогда когда	9	2
203	в процессе	1	2
204	личности к	1	2
205	только не	2	2
206	потому что	46	2
207	в сознании	15	2
208	нас самих	1	2
209	отличается от	1	2
210	же самое	1	2
211	анализа в	1	2
212	для себя	3	2
213	как мы	7	2
214	и о	2	2
215	быть может	3	2
216	ни одно	1	2
217	здесь не	1	2
218	мысль о	5	2
219	в искусстве	3	2
220	художественное творчество	1	2
221	особенно в	1	2
222	одного из	1	2
223	не говоря	3	2
224	должно быть	5	2
225	и восприятия	1	2
226	и та	2	2
227	можно сказать	3	2
228	деле в	1	2
229	язык есть	2	2
230	внутреннего и	1	2
231	один из	4	2
232	в двух	1	2
233	который в	1	2
234	бы ни	3	2
235	или не	1	2
236	в начале	3	2
237	при помощи	1	2
238	его и	1	2
239	не сам	1	2
240	в новом	2	2
241	сами по	1	2
242	при всей	1	2
243	каждый из	1	2
244	этом отношении	2	2
245	один в	1	2
246	со стороны	3	2
247	было бы	9	2
248	только через	1	2
249	научный анализ	1	2
250	и вещь	1	2
251	в ряду	3	2
252	душевной жизни	6	2
253	и потому	4	2
254	в данном	1	2
255	она есть	1	2
256	что же	2	2
257	первом случае	2	2
258	в субъекте	2	2
259	с первой	1	2
260	и тогда	3	2
261	не является	1	2
262	и внешнего	1	2
263	тем более	4	2
264	я есть	1	2
265	другой стороны	4	2
266	была бы	4	2
267	в свое	2	2
268	в какой	2	2
269	в понимающем	2	1
270	художественном произведении	3	1
271	же нам	2	1
272	чтобы осмыслить	1	1
273	например в	6	1
274	предполагает что	1	1
275	человека и	5	1
276	сам по	5	1
277	самим по	1	1
278	внутреннее единство	2	1
279	тех же	1	1
280	к сказанному	2	1
281	собою два	1	1
282	и должны	1	1
283	самый предмет	2	1
284	явления и	1	1
285	отношения между	1	1
286	по преимуществу	1	1
287	должна быть	1	1
288	собственном смысле	2	1
289	то самое	1	1
290	по его	1	1
291	мы уже	2	1
292	мы не	9	1
293	которую я	1	1
294	выше его	1	1
295	я как	5	1
296	он как	2	1
297	человека однако	1	1
298	есть нечто	4	1
299	из сказанного	2	1
300	равно как	1	1
301	принадлежит к	1	1
302	не вполне	1	1
303	оно есть	3	1
304	и другая	1	1
305	как я	1	1
306	которое не	2	1
307	всякое понимание	1	1
