N	2gram	Propp_Isto_2	Komedia
1	и в	15	22
2	т е	29	13
3	том что	7	12
4	но и	14	11
5	в том	6	11
6	не только	18	10
7	в то	1	10
8	из них	2	10
9	и т	19	9
10	как и	2	9
11	может быть	17	9
12	таким образом	7	8
13	должны были	8	8
14	о том	3	8
15	и его	3	8
16	в одном	5	8
17	и не	11	8
18	едва ли	1	7
19	в этой	4	7
20	и других	1	7
21	то же	10	6
22	тому же	2	6
23	и по	2	6
24	не в	7	6
25	ни в	2	6
26	одного из	1	6
27	что он	24	6
28	к тому	5	6
29	а в	12	6
30	в которой	2	6
31	что в	12	6
32	в истории	1	5
33	как в	5	5
34	на его	2	5
35	при этом	4	5
36	во время	2	5
37	потому что	9	5
38	мы встречаем	1	5
39	так и	5	5
40	один из	8	5
41	уже в	2	5
42	в его	6	5
43	прежде всего	5	5
44	с другой	2	5
45	все это	3	5
46	другой стороны	2	5
47	из его	1	4
48	что они	10	4
49	но в	6	4
50	в нем	7	4
51	т д	18	4
52	в другом	9	4
53	несмотря на	1	4
54	в котором	5	4
55	в их	3	4
56	так как	14	4
57	как мы	1	4
58	на него	5	4
59	можно судить	1	4
60	так в	3	4
61	а также	2	4
62	что и	6	4
63	в качестве	3	4
64	мы можем	8	4
65	тем что	4	4
66	именно в	2	4
67	в результате	1	4
68	же в	1	4
69	подземного царства	1	4
70	к этому	1	4
71	же как	5	3
72	в тех	2	3
73	перед лицом	1	3
74	мы не	3	3
75	и о	1	3
76	и на	4	3
77	с одной	4	3
78	в этом	11	3
79	все же	9	3
80	и как	1	3
81	можно сделать	1	3
82	в целом	1	3
83	и и	1	3
84	на то	3	3
85	главным образом	2	3
86	да и	2	3
87	он не	8	3
88	здесь мы	3	3
89	и с	4	3
90	его в	10	3
91	в них	1	3
92	и ее	2	3
93	вопрос о	4	3
94	не менее	1	3
95	что после	3	3
96	даже в	1	3
97	по отношению	3	3
98	того как	4	3
99	к этим	1	3
100	казалось бы	1	3
101	ничего не	7	3
102	на землю	1	3
103	у нас	1	3
104	могут быть	2	3
105	на море	1	3
106	после того	3	3
107	там же	1	3
108	в частности	1	3
109	и одновременно	1	3
110	тот же	1	3
111	одной из	4	3
112	только в	6	3
113	у него	4	3
114	каждый из	1	3
115	в свои	1	3
116	к которому	5	3
117	так же	13	3
118	как это	3	3
119	их к	1	3
120	по своему	1	3
121	одной стороны	3	3
122	в течение	1	3
123	см ниже	2	3
124	не мог	3	3
125	здесь в	2	3
126	в более	1	3
127	отношению к	3	3
128	почти всегда	1	2
129	в доме	3	2
130	иначе в	1	2
131	в сущности	2	2
132	принадлежит к	2	2
133	на себя	1	2
134	это время	1	2
135	он был	3	2
136	тем как	1	2
137	отличие от	1	2
138	в настоящем	1	2
139	наряду с	6	2
140	что к	1	2
141	что по	1	2
142	было только	1	2
143	полагают что	1	2
144	со своей	1	2
145	в самом	1	2
146	право на	3	2
147	в себе	4	2
148	в силу	2	2
149	связанные с	1	2
150	в уже	1	2
151	было бы	5	2
152	для них	1	2
153	как видно	1	2
154	этим и	1	2
155	мы видели	2	2
156	восходят к	1	2
157	такой же	2	2
158	почти не	1	2
159	но он	4	2
160	тем не	1	2
161	власть в	1	2
162	правда в	1	2
163	одна из	2	2
164	к ней	2	2
165	ему и	1	2
166	как будто	3	2
167	в городе	1	2
168	указывает на	1	2
169	с ее	2	2
170	всего этого	1	2
171	только при	1	2
172	в себя	3	2
173	что у	2	2
174	из всего	1	2
175	мог бы	3	2
176	образом в	1	2
177	находится в	2	2
178	именно потому	1	2
179	и здесь	9	2
180	и во	1	2
181	и можно	1	2
182	путь к	1	2
183	быть даже	1	2
184	также в	2	2
185	еще не	9	2
186	который в	1	2
187	именно на	1	2
188	в эти	1	2
189	для всех	1	2
190	а то	2	2
191	мы знаем	11	2
192	вовсе не	1	2
193	в других	3	2
194	со стороны	1	2
195	и из	2	2
196	до сих	6	2
197	вслед за	1	2
198	а сам	1	2
199	до конца	1	2
200	у других	1	2
201	одну из	1	2
202	должна была	1	2
203	не может	5	2
204	вместе с	7	2
205	или по	1	2
206	но не	2	2
207	же когда	1	2
208	в состоянии	3	2
209	к нему	5	2
210	сих пор	7	2
211	но это	4	2
212	между прочим	3	2
213	или в	2	2
214	указания на	1	2
215	будто бы	2	2
216	то что	12	2
217	е в	1	2
218	в свою	1	2
219	по одному	1	2
220	ее в	2	2
221	и наиболее	1	1
222	можно говорить	1	1
223	в этот	1	1
224	сам по	1	1
225	на самом	2	1
226	не что	2	1
227	такое же	1	1
228	в подземное	1	1
229	высшей степени	1	1
230	в зависимости	1	1
231	и за	1	1
232	по его	1	1
233	мы уже	6	1
234	той же	2	1
235	здесь нас	1	1
236	со всех	4	1
237	которым он	1	1
238	из своих	1	1
239	же ты	1	1
240	что под	2	1
241	соответственно в	1	1
242	что иное	2	1
243	то это	6	1
244	похожи на	1	1
245	зависимости от	1	1
246	состояла из	1	1
247	мы здесь	6	1
248	и он	1	1
249	всех сторон	4	1
250	в ней	4	1
251	иное как	2	1
252	а только	1	1
253	во всех	2	1
254	он может	1	1
255	это видно	1	1
256	к которой	1	1
257	не все	2	1
258	ответ на	1	1
259	своего сына	1	1
260	в поисках	2	1
261	отнюдь не	1	1
262	с этим	5	1
263	начала до	1	1
264	с собой	1	1
265	дает нам	2	1
266	власть и	1	1
267	тех случаях	1	1
268	смысле этого	2	1
269	когда он	3	1
270	говорит что	3	1
271	его к	1	1
272	и к	1	1
273	случаев где	1	1
274	говорится в	2	1
275	за собой	1	1
276	и этим	1	1
277	они так	1	1
278	что это	6	1
279	тот сказал	1	1
280	так или	1	1
281	представляет собой	5	1
282	он в	3	1
283	что же	1	1
284	из этих	3	1
285	одном случае	2	1
286	перед домом	1	1
287	приводит к	2	1
288	только на	1	1
289	остановиться на	1	1
290	и тот	1	1
291	другом случае	1	1
292	роль в	3	1
293	как он	3	1
294	не могла	2	1
295	что эти	4	1
296	к миру	1	1
297	прямой путь	1	1
298	и почему	3	1
299	состоит в	2	1
300	к одному	1	1
301	бросает ему	1	1
302	по существу	2	1
303	сказал что	2	1
304	д все	1	1
305	из него	2	1
306	подобно тому	3	1
307	здесь найдем	1	1
308	что она	5	1
309	но все	5	1
310	человека в	2	1
311	человек а	1	1
312	они должны	4	1
313	в совершенно	1	1
314	об этом	11	1
315	к заключению	1	1
316	на этой	2	1
317	это было	1	1
318	обоих случаях	1	1
319	на путь	1	1
320	обнаруживает что	1	1
321	и под	1	1
322	следить за	1	1
323	уже знаем	3	1
324	перед нами	2	1
325	должен был	3	1
326	после этого	4	1
327	в жизни	2	1
328	героя или	1	1
329	а с	2	1
330	соответствии с	1	1
331	с тем	9	1
332	птиц в	1	1
333	ясно из	1	1
334	отнести и	1	1
335	в эту	2	1
336	в этих	11	1
337	но если	3	1
338	женщин и	1	1
339	можно найти	5	1
340	а как	1	1
341	дар и	1	1
342	никто не	1	1
343	наших дней	1	1
344	попасть в	1	1
345	из которой	1	1
346	однако еще	1	1
347	превратилась в	1	1
348	он дает	2	1
349	в отличие	1	1
350	в которых	2	1
351	которые в	1	1
352	свет на	3	1
353	земле и	1	1
354	однако не	1	1
355	и один	1	1
356	доказывает что	1	1
357	и эти	2	1
358	видно что	6	1
359	надо сказать	1	1
360	на небо	1	1
361	и более	2	1
362	с такими	1	1
363	таких случаев	4	1
364	по себе	1	1
365	и очень	1	1
366	найти еще	1	1
367	на три	2	1
368	вплоть до	1	1
369	но они	4	1
370	в обоих	1	1
371	самого начала	2	1
372	в русской	5	1
373	что их	1	1
374	и два	1	1
375	которого он	1	1
376	совершает над	1	1
377	он еще	1	1
378	также что	2	1
379	а может	1	1
380	в самых	1	1
381	того чтобы	2	1
382	связанное с	1	1
383	под этим	1	1
384	это нам	1	1
385	в науке	1	1
386	во всем	1	1
387	и после	1	1
388	во фракии	1	1
389	так например	1	1
390	мы бы	1	1
391	этим же	2	1
392	до того	1	1
393	что на	1	1
394	конца и	1	1
395	и для	2	1
396	к себе	2	1
397	не могут	1	1
398	еще одна	1	1
399	общественное мнение	3	1
400	его с	1	1
401	в поле	1	1
402	этом они	1	1
403	например на	1	1
404	уже на	3	1
405	наконец что	1	1
406	и это	3	1
407	не делает	1	1
408	более поздней	1	1
409	от друга	1	1
410	это только	2	1
411	как один	1	1
412	населения и	1	1
413	отсюда же	1	1
414	особенно в	1	1
415	с самого	2	1
416	говорили что	2	1
417	говорить о	1	1
418	в дальнейшем	1	1
419	идет речь	1	1
420	и когда	2	1
421	объясняет в	1	1
422	можно было	5	1
423	иногда в	1	1
424	подойти к	2	1
425	по ее	1	1
426	мира и	1	1
427	в последней	1	1
428	от начала	1	1
429	предположить что	3	1
430	подземное царство	1	1
431	с ним	1	1
432	них не	1	1
433	о нем	4	1
434	или от	1	1
435	на вопрос	2	1
436	и что	6	1
437	в глаза	2	1
