N	3gram	Bakhtin_Pr_3	KulturaY
1	в том что	3	10
2	можно было бы	1	9
3	с точки зрения	2	8
4	с другой стороны	1	7
5	по крайней мере	1	6
6	в этом смысле	1	5
7	во всяком случае	1	5
8	тем не менее	2	5
9	в зависимости от	2	4
10	не может быть	1	4
11	большей или меньшей	3	3
12	в этом отношении	1	3
13	в большей или	2	3
14	на этой почве	1	3
15	в конце концов	1	3
16	или меньшей степени	2	3
17	в связи с	1	3
18	то же время	5	3
19	в то же	5	3
20	в соответствии с	2	2
21	может быть только	1	2
22	к вопросу о	1	2
23	в отличие от	1	2
24	в широком смысле	1	2
25	широком смысле этого	1	2
26	можно сказать что	4	2
27	так или иначе	1	2
28	сих пор еще	2	1
29	хотя и не	1	1
30	то что я	1	1
31	состоит в том	1	1
32	прежде всего в	1	1
33	смысле этого термина	1	1
34	более широкое значение	1	1
35	потому что я	1	1
36	знает что он	1	1
37	однако подчеркнуть что	1	1
38	до сих пор	5	1
39	для этой цели	1	1
40	у достоевского и	1	1
41	на тему об	1	1
42	и той же	1	1
43	и то что	1	1
44	может быть и	2	1
45	резко отличны от	1	1
46	не все равно	1	1
47	это своего рода	2	1
48	не то что	3	1
49	и их отношений	1	1
50	и все его	1	1
51	смысле этого слова	1	1
52	время как будто	1	1
53	а также и	3	1
54	по сравнению с	4	1
55	отношение к слову	1	1
56	все более и	1	1
57	ни за что	1	1
58	но только в	1	1
59	в нем есть	1	1
60	есть в этом	1	1
61	тем или иным	1	1
62	и где он	1	1
63	убедиться в этом	1	1
64	есть не что	1	1
65	как и в	3	1
66	о том что	2	1
67	и никогда не	1	1
68	с самого начала	3	1
69	более и более	1	1
70	и прежде всего	5	1
71	что иное как	1	1
72	это в сущности	1	1
73	я не хочу	1	1
74	все эти темы	2	1
75	в большинстве случаев	4	1
76	после того как	1	1
77	он все еще	1	1
78	одной и той	1	1
79	не что иное	1	1
80	тех или иных	1	1
81	в предисловии к	1	1
82	с помощью этого	1	1
83	потому что они	1	1
84	заключается в его	1	1
85	также и в	1	1
