N	2gram	Ircho_Kome_1	DiskursI
1	в себе	2	19
2	при этом	5	17
3	в этом	3	16
4	как и	9	16
5	состоит в	1	16
6	и в	22	16
7	в качестве	4	16
8	может быть	9	16
9	и не	8	15
10	отличие от	2	12
11	то есть	1	12
12	в отличие	1	12
13	в частности	3	12
14	но в	4	11
15	представляет собой	1	11
16	в мире	1	11
17	но и	11	11
18	со стороны	2	10
19	не только	10	10
20	том что	12	10
21	так и	5	9
22	не может	2	9
23	такого рода	6	9
24	как в	5	8
25	в том	11	8
26	а также	4	8
27	но не	2	7
28	в данном	1	7
29	в рамках	2	7
30	в нем	4	7
31	ни в	6	7
32	не менее	3	7
33	прежде всего	5	7
34	то же	6	6
35	еще не	2	6
36	данном случае	1	6
37	себя в	1	6
38	отнюдь не	1	6
39	все же	3	6
40	по своей	2	6
41	в своих	2	6
42	и на	3	5
43	в своем	1	5
44	в противоположность	2	5
45	в то	10	5
46	нового времени	5	5
47	с другой	5	5
48	же время	4	5
49	что в	6	5
50	то что	2	5
51	а с	1	5
52	по отношению	3	4
53	в этой	7	4
54	роль в	1	4
55	человека в	1	4
56	потому что	5	4
57	этом отношении	3	4
58	о том	8	4
59	одного из	6	4
60	с одной	3	4
61	в одном	8	4
62	одной стороны	3	4
63	как бы	1	4
64	мира и	1	4
65	точки зрения	4	4
66	в период	2	4
67	к его	1	4
68	к этому	4	4
69	отношению к	3	4
70	также и	1	3
71	и ее	3	3
72	принадлежит к	2	3
73	проявляется в	1	3
74	столь же	2	3
75	к жизни	1	3
76	перед нами	1	3
77	и как	3	3
78	из этих	1	3
79	он не	3	3
80	не следует	2	3
81	в другом	4	3
82	его в	3	3
83	соответствии с	1	3
84	жизни но	1	3
85	в этих	1	3
86	в котором	4	3
87	одном из	4	3
88	не в	6	3
89	в русской	1	3
90	в тексте	1	3
91	могут быть	3	3
92	приводит к	1	3
93	еще в	5	3
94	в его	5	3
95	только в	3	3
96	и его	8	3
97	из них	10	3
98	в них	3	3
99	из двух	1	3
100	в исторической	1	3
101	здесь в	3	3
102	не знает	1	3
103	мира в	1	3
104	как будто	2	3
105	но это	2	3
106	и все	3	3
107	жизни и	1	3
108	как на	1	3
109	которых не	1	2
110	же как	3	2
111	того же	2	2
112	и это	1	2
113	идет о	3	2
114	перед лицом	3	2
115	той же	1	2
116	место в	3	2
117	совпадает с	1	2
118	говорить о	1	2
119	в ней	1	2
120	к своему	1	2
121	общих чертах	1	2
122	к которой	1	2
123	отношение к	3	2
124	в целом	3	2
125	в первую	2	2
126	в принципе	2	2
127	не к	2	2
128	подобно тому	1	2
129	же касается	1	2
130	и с	3	2
131	обоих случаях	1	2
132	такой же	2	2
133	все это	5	2
134	в ходе	1	2
135	в обоих	1	2
136	чем не	1	2
137	на мой	1	2
138	со своим	5	2
139	не столь	1	2
140	что на	1	2
141	в области	2	2
142	в специальном	1	2
143	для себя	2	2
144	с ее	2	2
145	но при	1	2
146	это еще	2	2
147	в себя	2	2
148	времени и	2	2
149	отсюда и	1	2
150	в результате	4	2
151	как анекдот	1	2
152	там же	3	2
153	первую очередь	3	2
154	между тем	5	2
155	что и	4	2
156	и одновременно	3	2
157	по свидетельству	2	2
158	к их	1	2
159	в большинстве	1	2
160	к своим	1	2
161	наше время	1	2
162	именно в	4	2
163	далеко не	1	2
164	и прежде	1	2
165	в соответствии	1	2
166	а сам	2	2
167	вместе с	2	2
168	или по	2	2
169	о чем	1	2
170	в той	1	2
171	тому как	1	2
172	что же	1	2
173	а потом	1	2
174	в полном	1	2
175	и для	1	2
176	мой взгляд	1	2
177	а к	2	2
178	а в	6	2
179	может и	1	2
180	с ней	1	2
181	другой стороны	5	2
182	что он	6	2
183	это в	1	2
184	самых общих	1	1
185	речь идет	3	1
186	одним из	1	1
187	чтобы не	1	1
188	не дошли	1	1
189	композиционная структура	2	1
190	переходит к	1	1
191	а между	1	1
192	тех же	2	1
193	можно говорить	1	1
194	на две	2	1
195	но если	1	1
196	в году	3	1
197	и была	1	1
198	можно выявить	1	1
199	для своего	1	1
200	мы не	3	1
