N	2gram	Voloshinov_1	Literetu
1	а не	1	20
2	и в	16	19
3	может быть	17	17
4	то же	2	12
5	и не	4	11
6	как и	2	10
7	в том	3	10
8	но и	4	10
9	и т.п	2	10
10	не может	8	9
11	в этом	9	9
12	в мире	1	9
13	с другой	1	8
14	пути в	1	8
15	и даже	4	8
16	не только	7	8
17	так и	4	7
18	то что	3	7
19	я в	1	7
20	с одной	1	7
21	и т.д	1	7
22	том что	3	7
23	при этом	6	6
24	не менее	2	6
25	и на	4	6
26	одной стороны	1	6
27	однако в	1	6
28	себя в	1	6
29	столь же	1	5
30	в конечном	3	5
31	в качестве	1	5
32	у нас	1	5
33	но не	1	5
34	в году	1	5
35	вместе с	3	5
36	конечном счете	2	5
37	одна из	1	5
38	он не	2	5
39	я не	1	5
40	для всех	4	5
41	жизни и	3	4
42	точки зрения	8	4
43	того же	2	4
44	прежде всего	9	4
45	я и	6	4
46	мы не	2	4
47	для него	6	4
48	жизни в	1	4
49	что в	3	4
50	в его	4	4
51	отнюдь не	4	4
52	один из	2	4
53	в рамках	1	4
54	едва ли	3	4
55	и других	2	4
56	человека в	1	4
57	не случайно	1	4
58	еще в	1	4
59	в частности	2	4
60	в области	3	4
61	в ней	1	4
62	и с	8	3
63	данном случае	1	3
64	в другом	1	3
65	и его	8	3
66	как на	1	3
67	и жизни	1	3
68	в нем	4	3
69	право на	1	3
70	то и	1	3
71	во всех	3	3
72	а в	3	3
73	в себя	1	3
74	в начале	2	3
75	никогда не	2	3
76	что он	2	3
77	в сущности	1	3
78	в культуре	1	3
79	ничего не	1	3
80	со стороны	1	3
81	и др	3	3
82	в этой	4	3
83	и для	2	3
84	этом отношении	1	3
85	без остатка	1	3
86	с точки	6	3
87	и то	1	3
88	как я	1	3
89	так как	4	3
90	быть может	2	3
91	и как	3	3
92	но это	2	3
93	в данном	1	3
94	с ее	4	2
95	себя и	2	2
96	не знает	2	2
97	все же	1	2
98	для нас	2	2
99	в свое	2	2
100	и наконец	4	2
101	в него	5	2
102	ко всему	1	2
103	в русском	1	2
104	крайней мере	3	2
105	вовсе не	1	2
106	ни было	2	2
107	в образах	1	2
108	в жизни	2	2
109	на два	2	2
110	наконец в	1	2
111	с ним	2	2
112	как раз	1	2
113	хотя бы	4	2
114	не более	1	2
115	свое время	1	2
116	в конце	1	2
117	при всей	2	2
118	как это	3	2
119	художественного творчества	4	2
120	что я	1	2
121	из тех	2	2
122	в руках	1	2
123	с тем	1	2
124	в одном	3	2
125	а потому	4	2
126	в нашем	1	2
127	и только	9	2
128	путь к	2	2
129	с этой	2	2
130	быть не	1	2
131	но как	2	2
132	что и	2	2
133	мысли и	4	2
134	но в	4	2
135	и к	6	2
136	для того	1	2
137	что не	2	2
138	тот же	1	2
139	что было	1	2
140	ведь это	1	2
141	как он	1	2
142	и еще	1	2
143	даже и	1	2
144	той же	1	2
145	же в	1	2
146	в основе	3	2
147	ту же	2	2
148	в них	2	2
149	для этого	2	2
150	по крайней	3	2
151	у него	2	2
152	же как	2	2
153	могут быть	3	2
154	и что	1	2
155	на этом	3	2
156	еще не	5	2
157	из того	1	2
158	в своих	1	2
159	и столь	1	2
160	под названием	1	2
161	и сам	1	2
162	подобно тому	1	2
163	о том	2	2
164	уже не	1	2
165	сознания на	1	2
166	было бы	2	2
167	уже в	1	2
168	тому как	1	2
169	в виду	1	2
170	жизнь как	1	2
171	все что	4	2
172	как бы	5	2
173	что по	1	1
174	войти в	2	1
175	возникает в	2	1
176	все эти	5	1
177	в полном	1	1
178	сводится к	2	1
179	вот она	1	1
180	их объединяет	1	1
181	приводит к	1	1
182	говорит и	1	1
183	и вот	3	1
184	все время	1	1
185	от всех	1	1
186	мы и	1	1
187	можно сказать	4	1
188	всю жизнь	2	1
189	два момента	1	1
190	только как	3	1
191	сила которая	1	1
192	так рождается	1	1
193	говорит о	1	1
194	бы то	1	1
195	от этого	1	1
196	и вместо	1	1
197	так же	2	1
198	из огня	1	1
199	всей жизни	2	1
200	с нашим	1	1
201	в этот	2	1
202	которая в	1	1
203	та сила	1	1
204	большой дороге	1	1
205	связи с	1	1
206	не оставляет	1	1
207	и все	4	1
208	есть в	2	1
209	таким образом	9	1
210	к ее	1	1
211	в сознании	1	1
212	что это	2	1
213	своей жизни	2	1
214	каждого из	1	1
215	с сыном	1	1
216	и теперь	3	1
217	начала но	1	1
218	но мы	4	1
219	повлечь за	1	1
220	на место	1	1
221	в смысле	1	1
222	с другими	3	1
223	того чтобы	1	1
224	только то	2	1
225	в этих	3	1
226	можно было	1	1
227	ничего общего	1	1
228	и внешней	1	1
229	но исключительно	1	1
230	и культуры	1	1
231	дела с	2	1
232	этой же	1	1
233	растворяется в	1	1
234	со всеми	2	1
235	что только	1	1
236	но зато	2	1
237	его в	4	1
238	не можем	2	1
239	в итоге	2	1
240	дело с	1	1
241	пока не	1	1
242	что же	1	1
243	по которой	1	1
244	все то	2	1
245	в психологии	1	1
246	что может	1	1
247	вещей и	1	1
248	например о	1	1
249	а для	1	1
250	ним и	1	1
251	отношения к	3	1
252	мир в	1	1
253	и притом	3	1
254	от содержания	1	1
255	можно назвать	2	1
256	этой точки	1	1
257	на самом	4	1
258	нет и	2	1
259	в глубине	1	1
260	еще более	1	1
261	особого рода	1	1
262	есть исполнение	1	1
263	во всем	1	1
264	различие между	1	1
