N	3gram	Bakhtin_Pr_2	EvropaiE
1	с точки зрения	9	16
2	в то же	3	15
3	то же время	3	14
4	в том что	4	6
5	так же как	3	5
6	этой точки зрения	2	5
7	для того чтобы	1	5
8	не только в	1	4
9	и в этом	6	4
10	само по себе	2	4
11	той или иной	3	4
12	в той или	2	3
13	в этом смысле	5	3
14	же как и	2	3
15	хотя бы и	2	3
16	в этом отношении	2	3
17	можно было бы	1	3
18	друг с другом	2	3
19	как бы ни	1	3
20	можно сказать что	2	3
21	сказать что в	1	2
22	прежде всего в	1	2
23	нам кажется что	1	2
24	и со стороны	1	2
25	тем самым в	1	2
26	в данном случае	1	2
27	дело идет о	2	2
28	но в то	3	2
29	по сравнению с	2	2
30	с другой стороны	1	2
31	не может быть	6	2
32	по себе не	1	2
33	в одном из	1	2
34	мы можем сказать	2	2
35	между ними и	1	2
36	на то что	2	2
37	друг от друга	2	2
38	в большинстве случаев	2	2
39	но не только	1	2
40	как мы видели	3	2
41	и того же	1	1
42	в этом мире	1	1
43	хотя и не	1	1
44	которая как мы	1	1
45	дело в том	1	1
46	более или менее	1	1
47	большей или меньшей	1	1
48	по самой природе	1	1
49	если бы они	1	1
50	что же касается	1	1
51	в нем и	1	1
52	в лучшем случае	1	1
53	в отличие от	1	1
54	котором мы говорили	1	1
55	том числе и	2	1
56	или иной степени	2	1
57	мы говорили в	1	1
58	но и эта	1	1
59	на этот вопрос	1	1
60	почти никогда не	1	1
61	кто иной как	1	1
62	в которых может	1	1
63	и с точки	1	1
64	смысле этого слова	2	1
65	то время как	1	1
66	в большей или	1	1
67	или меньшей степени	1	1
68	не относится к	1	1
69	не только отдельные	1	1
70	друг к другу	3	1
71	же время не	1	1
72	о котором мы	1	1
73	в каком смысле	1	1
74	в таком смысле	1	1
75	но если и	1	1
76	мы бы сказали	1	1
77	так и со	1	1
78	и затем в	1	1
79	не кто иной	1	1
80	в то время	1	1
81	говорить о том	1	1
82	не только ее	1	1
83	чтобы войти в	1	1
84	то есть в	8	1
85	можем сказать что	2	1
86	именно потому что	1	1
87	они действуют и	1	1
88	одного и того	1	1
89	и теперь не	1	1
90	но не в	2	1
91	в том числе	2	1
92	в том смысле	1	1
93	тех или иных	1	1
94	не может в	1	1
95	к тому же	1	1
96	независимо от того	1	1
97	отметить что в	1	1
