N	2gram	Medvedev_S_1	Problemy
1	и в	3	43
2	и не	1	29
3	может быть	2	23
4	как бы	2	22
5	не может	1	18
6	как и	1	14
7	но и	2	14
8	в этом	5	13
9	что он	1	13
10	не только	3	11
11	в каждом	1	11
12	не в	3	11
13	по себе	1	11
14	в его	3	10
15	прежде всего	1	10
16	в сущности	1	9
17	еще не	2	9
18	никогда не	1	9
19	то же	2	8
20	и его	1	8
21	перед нами	1	7
22	в то	1	7
23	в него	1	7
24	то что	2	7
25	и наконец	1	6
26	в этих	1	6
27	в том	5	6
28	в котором	1	6
29	у него	1	6
30	но не	1	5
31	по отношению	2	5
32	все эти	1	5
33	но ведь	3	5
34	таким образом	2	5
35	было бы	2	5
36	о том	1	5
37	никак не	1	5
38	и что	2	5
39	же время	1	5
40	вовсе не	1	5
41	все это	7	5
42	бы в	1	5
43	а в	1	5
44	отношению к	2	5
45	мы не	1	4
46	сама по	1	4
47	же не	1	4
48	в них	1	4
49	далеко не	2	4
50	между собою	1	4
51	в своей	1	4
52	только в	2	4
53	с другой	1	4
54	на этот	1	4
55	в результате	2	4
56	между ними	1	4
57	что в	2	4
58	должна быть	2	3
59	за пределы	2	3
60	это не	1	3
61	переходим к	1	3
62	не должна	1	3
63	даже в	1	3
64	ничего не	1	3
65	так и	1	3
66	с ним	1	3
67	между тем	1	3
68	и только	3	3
69	наконец в	1	3
70	его в	1	3
71	в виде	1	3
72	тем что	1	3
73	ни на	1	3
74	по существу	2	3
75	все же	1	3
76	я и	1	2
77	а между	1	2
78	тем же	1	2
79	и о	1	2
80	от друга	1	2
81	для наших	1	2
82	он говорит	1	2
83	друг от	1	2
84	и как	1	2
85	что это	1	2
86	в целом	1	2
87	могут оказаться	1	2
88	не место	1	2
89	том что	2	2
90	а вот	1	2
91	в процессе	1	2
92	что на	1	2
93	в конце	2	2
94	нашей работы	1	2
95	настоящее время	1	2
96	это вовсе	1	2
97	для этого	1	2
98	конечно не	1	2
99	мы переходим	1	2
100	ведь это	2	2
101	может служить	1	2
102	как же	3	2
103	а с	1	2
104	теперь он	1	2
105	между собой	1	2
106	слова но	1	2
107	в настоящее	1	2
108	для нас	3	2
109	бы он	1	2
110	конце концов	2	2
111	хотя бы	1	2
112	во всяком	1	2
113	это и	2	1
114	и должны	1	1
115	и есть	1	1
116	положения в	1	1
117	этом не	1	1
118	но она	1	1
119	литературы и	2	1
120	с одной	1	1
121	но как	1	1
122	что автор	1	1
123	дело конечно	1	1
124	благодаря этому	1	1
125	в этой	1	1
126	иначе и	1	1
127	что она	1	1
128	развиваться в	1	1
129	собой не	1	1
130	ни были	1	1
131	и по	1	1
132	что все	1	1
133	в мире	1	1
134	этот основной	1	1
135	и страдает	1	1
136	по природе	2	1
137	и мы	2	1
138	остается в	1	1
139	именно и	1	1
140	стало быть	1	1
141	может развиваться	1	1
142	не меняет	1	1
143	по крайней	1	1
144	бы о	1	1
145	том и	1	1
146	в таких	1	1
147	мысли в	1	1
148	сущности есть	1	1
149	связи с	1	1
150	стиля как	1	1
151	не от	1	1
152	все то	1	1
153	же самое	1	1
154	не способен	1	1
155	но только	1	1
156	те же	1	1
157	автор не	1	1
158	в смысле	2	1
159	на что	1	1
160	может не	1	1
161	каждом своем	1	1
162	не выходит	1	1
163	крайней мере	1	1
164	и самые	1	1
165	она может	2	1
166	единство не	1	1
167	один из	1	1
168	стиль в	1	1
169	еще и	1	1
170	всяком случае	1	1
171	именно на	1	1
172	без этого	1	1
173	существу своему	1	1
174	него и	1	1
175	или даже	2	1
176	как будто	2	1
177	не было	1	1
178	одной стороны	1	1
179	совокупность приемов	1	1
180	том как	1	1
181	к которому	2	1
182	на ней	1	1
183	основной вопрос	1	1
184	в связи	1	1
185	с помощью	1	1
186	и потому	1	1
187	где же	1	1
188	его собственные	1	1
189	историка литературы	2	1
190	ли не	1	1
191	эти вопросы	1	1
192	стоит только	1	1
193	его собственная	1	1
194	часть нашей	1	1
195	тем более	2	1
196	это как	1	1
197	сплошь из	1	1
198	они не	1	1
