N	3gram	Bakhtin_Pr_3	Problema
1	о том что	2	9
2	с точки зрения	4	8
3	в том что	1	8
4	в конце концов	3	6
5	тем не менее	2	5
6	с другой стороны	3	5
7	по крайней мере	3	4
8	в этом смысле	4	3
9	и то что	1	3
10	на первом плане	1	3
11	вместе с тем	2	3
12	как будто бы	1	3
13	можно сказать что	1	3
14	как и у	3	2
15	по отношению к	5	2
16	но даже и	1	2
17	до сих пор	1	2
18	бы то ни	4	2
19	никак не мог	1	2
20	и не в	3	2
21	не кто иной	1	2
22	не чем иным	1	2
23	в данном случае	1	2
24	не может быть	6	2
25	потому что они	1	2
26	во всяком случае	5	2
27	чем иным как	1	2
28	но все же	1	2
29	на то что	1	2
30	для того чтобы	1	2
31	кто иной как	1	2
32	говорит о себе	1	1
33	и в которой	1	1
34	в чем не	2	1
35	хотя и не	1	1
36	то что я	2	1
37	на самом деле	10	1
38	как и его	1	1
39	в самом деле	3	1
40	да и то	1	1
41	как бы с	1	1
42	потому что не	1	1
43	себя самого и	1	1
44	в нем и	1	1
45	как раз и	2	1
46	не было и	1	1
47	не входит в	2	1
48	потому что у	1	1
49	мы могли бы	1	1
50	а так как	1	1
51	в этом отношении	1	1
52	и нуждается в	1	1
53	что он должен	1	1
54	несмотря на то	1	1
55	у него нет	1	1
56	к другому и	2	1
57	хотя и с	1	1
58	но в то	3	1
59	то ни было	4	1
60	и в этом	2	1
61	друг на друга	2	1
62	и как бы	1	1
63	в такой же	2	1
64	а вовсе не	2	1
65	перед тем как	1	1
66	то есть это	1	1
67	уже не в	1	1
68	и к своему	1	1
69	и в том	1	1
70	тогда когда все	1	1
71	в этом произведении	1	1
72	ни в чем	2	1
73	то же время	12	1
74	и тут же	1	1
75	но тем не	1	1
76	вовсе не для	1	1
77	так и в	2	1
78	он и делает	1	1
79	и вместе с	1	1
80	не под силу	1	1
81	не в силах	2	1
82	в этом диалоге	1	1
83	с самого начала	8	1
84	ни о каком	1	1
85	вопрос о том	1	1
86	той или иной	2	1
87	которая может быть	1	1
88	в большинстве случаев	2	1
89	в то же	12	1
90	сама по себе	2	1
91	на друга что	1	1
92	по его мнению	1	1
93	он не видит	1	1
94	никогда и не	1	1
95	и как будто	1	1
96	к тому же	2	1
97	в нем не	1	1
98	и т д	2	1
99	а я на	1	1
