N	2gram	Losev_Vesc_1	DiskursI
1	в себе	14	19
2	при этом	1	17
3	в этом	4	16
4	как и	8	16
5	и в	21	16
6	в качестве	1	16
7	может быть	16	16
8	и не	29	15
9	а не	19	14
10	отличие от	1	12
11	в отличие	1	12
12	в частности	1	12
13	тогда как	1	11
14	но в	5	11
15	но и	18	11
16	со стороны	5	10
17	не только	36	10
18	том что	8	10
19	так и	3	9
20	не может	17	9
21	в том	8	8
22	а также	1	8
23	но не	5	7
24	в данном	5	7
25	в нем	2	7
26	ни в	1	7
27	не менее	3	7
28	прежде всего	9	7
29	то же	6	6
30	еще не	8	6
31	с его	1	6
32	данном случае	2	6
33	себя в	10	6
34	отнюдь не	5	6
35	все же	4	6
36	в своей	5	6
37	тем самым	1	6
38	по своей	2	6
39	в своих	1	6
40	в своем	6	5
41	в то	3	5
42	с другой	6	5
43	что в	9	5
44	для него	4	5
45	то что	27	5
46	а с	3	5
47	я в	2	5
48	я и	6	4
49	и то	10	4
50	в этой	3	4
51	человека в	1	4
52	в основе	3	4
53	потому что	16	4
54	этом отношении	1	4
55	о том	6	4
56	в пределах	1	4
57	одного из	1	4
58	с одной	3	4
59	одно из	1	4
60	в одном	2	4
61	одной стороны	3	4
62	как бы	12	4
63	не является	1	4
64	точки зрения	5	4
65	к его	1	4
66	к этому	1	4
67	можно назвать	1	4
68	также и	6	3
69	чего не	2	3
70	и ее	18	3
71	перед нами	2	3
72	и как	8	3
73	и наконец	1	3
74	все эти	3	3
75	из этих	1	3
76	и может	2	3
77	в другом	2	3
78	его в	2	3
79	это не	5	3
80	одного и	1	3
81	в этих	1	3
82	в котором	3	3
83	не столько	1	3
84	не в	5	3
85	могут быть	1	3
86	той или	2	3
87	приводит к	1	3
88	в его	2	3
89	но она	3	3
90	только в	14	3
91	и его	2	3
92	уже не	9	3
93	из них	4	3
94	или иной	1	3
95	не было	1	3
96	было в	1	3
97	как будто	1	3
98	можно сказать	6	3
99	но это	10	3
100	и того	2	3
101	и все	5	3
102	жизни в	1	3
103	жизни и	2	3
104	же как	1	2
105	того же	5	2
106	и это	14	2
107	по преимуществу	2	2
108	той же	2	2
109	для осмысления	1	2
110	говорить о	6	2
111	в ней	12	2
112	мы имеем	7	2
113	не нужно	2	2
114	отношение к	1	2
115	тут же	2	2
116	стороны и	2	2
117	что как	1	2
118	должна быть	4	2
119	в принципе	1	2
120	не к	1	2
121	с таким	1	2
122	свое время	2	2
123	подобно тому	4	2
124	является не	1	2
125	одно и	5	2
126	за которым	1	2
127	личности в	1	2
128	содержит в	4	2
129	и с	8	2
130	но уже	3	2
131	должно быть	6	2
132	все это	5	2
133	с точки	3	2
134	их в	3	2
135	дело в	4	2
136	чем не	2	2
137	никогда не	2	2
138	того и	2	2
139	жизни не	1	2
140	на мой	1	2
141	со своим	7	2
142	сводится к	2	2
143	что на	2	2
144	указать на	1	2
145	для себя	5	2
146	с ее	6	2
147	это еще	1	2
148	в себя	13	2
149	природе своей	1	2
150	времени и	1	2
151	не с	7	2
152	в результате	3	2
153	основе своей	2	2
154	в языке	1	2
155	что и	3	2
156	в утверждении	1	2
157	себя с	5	2
158	которая в	1	2
159	есть в	1	2
160	к своим	1	2
161	этом в	1	2
162	реальности и	3	2
163	не о	1	2
164	бытия и	2	2
165	общения и	2	2
166	отличается не	1	2
167	момент в	6	2
168	именно в	1	2
169	далеко не	1	2
170	и прежде	1	2
171	не на	1	2
172	человеческой жизни	1	2
173	вместе с	1	2
174	о чем	1	2
175	в той	3	2
176	тому как	4	2
177	что же	8	2
178	а потом	2	2
179	в ряду	1	2
180	в свое	2	2
181	в наше	1	2
182	и для	9	2
183	объекта и	1	2
184	по природе	1	2
185	а в	4	2
186	может и	1	2
187	с ней	2	2
188	другой стороны	2	2
189	что он	1	2
190	это в	1	2
191	себя как	2	1
192	как нечто	2	1
193	чтобы не	1	1
194	самом деле	4	1
195	сил и	1	1
196	переход от	1	1
197	это и	6	1
198	и есть	26	1
199	в первом	2	1
200	к другому	1	1
201	можно говорить	2	1
202	но если	8	1
203	к чему	1	1
204	есть не	14	1
205	для своего	1	1
206	и само	2	1
207	мы не	6	1
208	повседневной жизни	2	1
209	это знание	1	1
210	вопрос о	1	1
211	наличие в	1	1
212	в сущности	4	1
213	я не	4	1
214	но даже	3	1
215	ему в	1	1
216	предстает как	1	1
217	пребывания в	1	1
218	не иметь	1	1
219	может так	1	1
220	предполагает со	1	1
221	чего оно	1	1
222	на их	2	1
223	бы то	4	1
224	в чем	6	1
225	во всех	2	1
226	в ее	7	1
227	точка зрения	1	1
228	не то	4	1
229	если в	1	1
230	с совершенно	1	1
231	которая не	1	1
232	не просто	19	1
233	в истории	1	1
234	мере в	1	1
235	и выражения	2	1
236	мысли только	1	1
237	однако не	2	1
238	просто как	1	1
239	хотя и	4	1
240	себе не	3	1
241	то в	4	1
242	в самом	9	1
243	только то	2	1
244	себе как	2	1
245	в которой	1	1
246	поэтому и	1	1
247	так в	1	1
248	но без	1	1
249	и отношения	1	1
250	раз в	1	1
251	по имени	6	1
252	но на	2	1
253	но именно	2	1
254	и только	3	1
255	о которой	2	1
256	и еще	2	1
257	тезис его	1	1
258	же это	4	1
259	к одному	3	1
260	в силу	3	1
261	ибо она	1	1
262	его от	1	1
263	на этом	2	1
264	образа и	1	1
265	с этой	4	1
266	именно это	1	1
267	таким образом	8	1
268	я бы	1	1
269	что является	1	1
270	то ни	4	1
271	мы его	1	1
272	то чтобы	3	1
273	различие между	2	1
274	об этом	3	1
275	того или	1	1
276	форму и	1	1
277	тем их	1	1
278	соответствующей ему	1	1
279	в жизни	3	1
280	она и	1	1
281	и вне	2	1
282	несмотря на	1	1
283	она была	2	1
284	со всей	2	1
285	восприятия и	1	1
286	вещами и	2	1
287	энергии в	1	1
288	и внутреннее	1	1
289	я его	1	1
290	бы мы	1	1
291	в имени	15	1
292	как другие	1	1
293	стало быть	1	1
294	тоже весьма	1	1
295	втором случае	1	1
296	страха и	1	1
297	к реальному	1	1
298	тем не	3	1
299	по крайней	4	1
300	и более	1	1
301	необходимо чтобы	3	1
302	для нее	2	1
303	а вот	3	1
304	случае мы	1	1
305	же самого	1	1
306	и общечеловеческий	1	1
307	вообще но	5	1
308	она не	4	1
309	дело не	2	1
310	мышления и	1	1
311	одна из	5	1
312	или другие	4	1
313	я буду	1	1
314	в самых	1	1
315	чтобы стать	1	1
316	о них	1	1
317	и всегда	1	1
318	ничего не	3	1
319	в разных	4	1
320	не вполне	2	1
321	имеем дело	3	1
322	к ней	2	1
323	своей природе	1	1
324	целое в	1	1
325	во всем	1	1
326	и иваном	1	1
327	однако это	2	1
328	ему не	1	1
329	быть а	1	1
330	или не	2	1
331	ни о	1	1
332	только от	1	1
333	к себе	4	1
334	не знаем	2	1
335	отличается от	7	1
336	уже было	1	1
337	к тому	3	1
338	из весьма	1	1
339	его с	1	1
340	собственный смысл	1	1
341	не есть	49	1
342	в полной	1	1
343	оно не	3	1
344	утверждать что	1	1
345	в применении	1	1
346	должен быть	2	1
347	и образ	3	1
348	в в	2	1
349	несколько литературных	1	1
350	в собственном	2	1
351	укажу на	1	1
352	эти две	4	1
353	ее жизнь	1	1
354	как с	4	1
355	здесь как	1	1
356	отождествляется с	1	1
357	и каждый	1	1
358	это ощущение	1	1
359	можно только	4	1
360	мы в	1	1
361	строго говоря	1	1
362	поэтому в	1	1
363	для этого	4	1
364	и даже	6	1
365	с ним	8	1
366	с человеком	1	1
367	о ней	2	1
368	все дело	1	1
369	о нем	1	1
370	и здесь	4	1
371	внимание на	1	1
372	никак не	3	1
373	и что	15	1
374	не стоит	1	1
375	себя самого	2	1
376	может не	2	1
377	самому себе	1	1
378	и нечто	5	1
379	нас в	3	1
380	и во	3	1
381	с нами	1	1
382	ним и	1	1
383	крайней мере	4	1
384	к личности	1	1
385	и следовательно	7	1
386	где происходит	1	1
387	как она	4	1
388	который бы	1	1
389	но тут	2	1
390	в современной	1	1
391	которое было	1	1
392	было это	1	1
393	поэтому я	1	1
394	свет и	1	1
395	и быть	1	1
396	между вещами	1	1
397	даже если	1	1
398	и так	1	1
399	в именовании	1	1
400	так что	5	1
401	же и	1	1
402	для всех	1	1
403	одном и	1	1
404	только на	3	1
405	себя и	4	1
406	во втором	2	1
407	не дает	1	1
408	термин в	1	1
409	только это	3	1
410	и их	7	1
411	всяком случае	2	1
412	жизненный опыт	1	1
413	могло бы	1	1
414	вовсе не	10	1
415	содержание и	1	1
416	для меня	2	1
417	не случайно	2	1
418	случае не	1	1
419	принципиально не	1	1
420	не говорит	2	1
421	тем что	2	1
422	он для	1	1
423	но из	1	1
424	из того	2	1
425	того что	8	1
426	различий между	1	1
427	еще и	8	1
428	не состоит	1	1
429	между ними	3	1
430	к человеку	1	1
431	превращается в	1	1
432	уж и	1	1
433	на этот	1	1
434	и составляет	1	1
435	его как	1	1
436	чем та	1	1
437	не проявляется	1	1
438	все то	1	1
439	что из	2	1
440	ближе к	1	1
441	в одно	1	1
442	равно как	2	1
443	как это	2	1
444	всем что	2	1
445	в меру	1	1
446	в особенности	1	1
447	из которых	1	1
448	ибо это	1	1
449	для обозначения	1	1
450	применении к	2	1
451	самого себя	1	1
452	общения с	23	1
453	для человека	1	1
454	да и	3	1
455	сам в	1	1
456	в это	1	1
457	слова и	5	1
458	и от	3	1
459	было сказано	1	1
460	личность как	2	1
461	но для	2	1
462	один из	3	1
463	но с	2	1
464	от слова	1	1
465	тут все	1	1
466	ли в	3	1
467	от той	1	1
468	формы и	1	1
469	от субъекта	1	1
470	не собственное	1	1
471	своей собственной	1	1
472	когда он	1	1
473	различных типов	1	1
474	это требует	1	1
475	в третьем	1	1
476	еще более	2	1
477	и ни	1	1
478	стороны в	1	1
479	от всего	12	1
480	будто бы	1	1
481	жизни что	1	1
482	ни было	4	1
483	же в	1	1
484	хотя в	1	1
485	быть и	1	1
486	к самому	1	1
487	открывает себя	1	1
488	слово в	2	1
489	от света	1	1
490	сказать что	17	1
491	другой в	1	1
492	не быть	3	1
493	она сама	5	1
494	я это	1	1
495	бы его	1	1
496	из этого	1	1
497	только о	1	1
498	своих частей	1	1
499	также не	1	1
500	ее в	1	1
501	нас не	1	1
502	во всяком	3	1
