N	2gram	Vygotskiy__2	RusskieA
1	и в	15	29
2	том что	27	22
3	в том	33	22
4	что в	14	22
5	как бы	7	18
6	состоит в	3	15
7	в других	2	15
8	так как	4	13
9	может быть	9	13
10	во время	3	12
11	там же	1	12
12	в этом	19	11
13	как и	6	11
14	одна из	1	11
15	не только	15	10
16	и с	4	10
17	все это	4	10
18	о том	9	9
19	в некоторых	2	9
20	а в	4	9
21	с в	4	8
22	его в	1	8
23	показывает что	1	8
24	или на	1	8
25	но и	10	8
26	ее в	2	8
27	как в	4	7
28	данном случае	3	7
29	мы видели	6	7
30	или в	3	7
31	мы имеем	3	6
32	мы не	10	6
33	и на	1	6
34	при этом	3	6
35	таким образом	14	6
36	того чтобы	12	6
37	на голову	1	6
38	для нас	4	6
39	для того	10	6
40	с тем	1	6
41	вместе с	6	6
42	в данном	3	6
43	должна была	1	5
44	но не	3	5
45	следующим образом	2	5
46	но в	6	5
47	это не	5	5
48	не может	9	5
49	представление о	5	5
50	потому что	7	5
51	для этого	3	5
52	и что	8	5
53	земли и	1	5
54	то что	20	5
55	с ней	2	5
56	к этому	4	5
57	же как	2	4
58	то же	5	4
59	вопрос о	5	4
60	видели что	5	4
61	и сл	1	4
62	это представление	3	4
63	их в	4	4
64	поле и	1	4
65	том же	2	4
66	а затем	1	4
67	в них	4	4
68	в которых	3	4
69	не в	8	4
70	тогда когда	5	4
71	у нас	1	4
72	а также	2	4
73	к нему	1	4
74	так что	1	4
75	то и	1	4
76	в виде	1	4
77	из них	3	4
78	именно в	2	4
79	а не	3	4
80	так же	4	4
81	как это	6	4
82	эта теория	2	4
83	предположить что	1	4
84	по существу	5	4
85	и все	3	4
86	и о	1	3
87	в ее	1	3
88	только тогда	2	3
89	можно предположить	1	3
90	что это	6	3
91	все эти	3	3
92	в этой	6	3
93	что она	3	3
94	подобно тому	2	3
95	и по	3	3
96	на этом	1	3
97	и других	2	3
98	с другими	3	3
99	живет в	2	3
100	должен был	1	3
101	не всегда	1	3
102	на первый	1	3
103	в эту	4	3
104	в этих	2	3
105	пишет что	1	3
106	в котором	2	3
107	в отличие	3	3
108	не будем	1	3
109	она не	1	3
110	в таких	1	3
111	не имеет	4	3
112	на землю	1	3
113	и после	1	3
114	их по	1	3
115	и другой	2	3
116	как мы	6	3
117	нас к	2	3
118	во всех	2	3
119	в свете	1	3
120	а именно	1	3
121	того что	17	3
122	что здесь	2	3
123	как например	2	3
124	между тем	1	3
125	в качестве	4	3
126	связь с	2	3
127	или даже	1	3
128	за ним	1	3
129	друг друга	5	3
130	отличие от	3	3
131	связаны с	1	3
132	тем что	2	3
133	в природе	1	3
134	что для	3	3
135	а наоборот	1	3
136	до конца	1	3
137	для этой	1	3
138	тому как	2	3
139	и там	1	3
140	и от	1	3
141	не объясняет	2	3
142	было бы	10	3
143	но если	2	3
144	и то	1	2
145	на самом	3	2
146	переход от	4	2
147	в стороне	2	2
148	это и	1	2
149	рассматривается как	3	2
150	так чтобы	1	2
151	которое в	1	2
152	он показывает	2	2
153	между собой	1	2
154	с одной	7	2
155	ее к	1	2
156	по представлению	1	2
157	очевидно что	3	2
158	с этим	3	2
159	ней в	2	2
160	все же	4	2
161	а и	1	2
162	как уже	2	2
163	и как	2	2
164	к числу	1	2
165	в руках	1	2
166	живут в	1	2
167	не можем	3	2
168	та же	1	2
169	в которой	4	2
170	представляет собой	2	2
171	из этих	4	2
172	после этого	2	2
173	ряд других	1	2
174	чтобы они	1	2
175	эти теории	1	2
176	не к	1	2
177	том чтобы	4	2
178	но вместе	1	2
179	здесь мы	1	2
180	связанные с	1	2
181	об этом	3	2
182	полагает что	5	2
183	для них	1	2
184	должно быть	2	2
185	и еще	1	2
186	в своей	4	2
187	нас не	1	2
188	в их	2	2
189	должны были	3	2
190	для объяснения	1	2
191	при рассмотрении	3	2
192	с развитием	4	2
193	как можно	1	2
194	что с	5	2
195	дело не	1	2
196	того как	4	2
197	с элементами	1	2
198	когда они	1	2
199	никогда не	8	2
200	того в	1	2
201	к ней	2	2
202	во всем	2	2
203	связи с	9	2
204	что на	2	2
205	к таким	1	2
206	в момент	1	2
207	начиная с	1	2
208	когда мы	1	2
209	что при	3	2
210	должен быть	2	2
211	в виду	6	2
212	вывод что	1	2
213	на другой	1	2
214	можно было	5	2
215	а к	1	2
216	своей книге	2	2
217	после того	1	2
218	с другой	6	2
219	связь между	5	2
220	у них	2	2
221	этому поводу	3	2
222	что и	2	2
223	также в	1	2
224	один из	1	2
225	этот вопрос	5	2
226	и ее	3	2
227	по этому	6	2
228	рассматриваться как	3	2
229	на эту	2	2
230	одно из	1	2
231	такое объяснение	3	2
232	представлений о	1	2
233	моментов в	2	2
234	связано с	1	2
235	заметить что	2	2
236	в целях	1	2
237	же деле	1	2
238	чем в	2	2
239	здесь в	1	2
240	а с	4	2
241	прежде всего	4	2
242	самом же	1	2
243	одной стороны	7	2
244	там где	6	2
245	но можно	1	2
246	нет никаких	2	2
247	из которых	3	2
248	в течение	2	2
249	могут быть	2	2
250	с этой	2	2
251	и для	2	2
252	жизни в	1	2
253	и при	1	2
254	из этого	1	2
255	приводит нас	2	2
256	в своих	1	2
257	ту же	2	1
258	человека и	3	1
259	они вместе	1	1
260	показать что	5	1
261	к этой	3	1
262	относятся к	2	1
263	в приведенном	1	1
264	и есть	2	1
265	здесь и	3	1
266	этой теории	3	1
267	и до	3	1
268	что эти	1	1
269	в силе	1	1
270	у молодых	1	1
271	применении к	1	1
272	с таким	6	1
273	мы уже	6	1
274	возникает представление	1	1
275	она в	1	1
276	этому же	1	1
277	что если	2	1
278	не во	1	1
279	в первый	2	1
280	или личности	1	1
281	на место	2	1
282	говорить о	2	1
283	их с	1	1
284	из того	4	1
285	в самих	1	1
286	один пример	1	1
287	то это	1	1
288	сторону этой	1	1
289	ступени ее	1	1
290	так называемые	1	1
291	в ней	1	1
292	вещь в	1	1
293	относится и	1	1
294	что его	4	1
295	которое он	1	1
296	можем согласиться	1	1
297	явлений и	1	1
298	не входит	1	1
299	ответ на	1	1
300	нет и	2	1
301	что они	3	1
302	отнюдь не	2	1
303	это самое	1	1
304	независимо от	4	1
305	что именно	3	1
306	так называемая	1	1
307	стороны и	2	1
308	в своем	9	1
309	в одних	1	1
310	все остальные	1	1
311	перед нами	2	1
312	и где	1	1
313	когда он	3	1
314	и наконец	1	1
315	по пути	2	1
316	не являются	1	1
317	всего как	1	1
318	более или	2	1
319	увидим что	2	1
320	есть ли	2	1
321	от этого	2	1
322	объяснение как	1	1
323	можно в	1	1
324	в самом	11	1
325	животных и	3	1
326	еще на	1	1
327	к необходимости	2	1
328	уже в	5	1
329	он в	3	1
330	или во	2	1
331	и критически	1	1
332	только один	1	1
333	тому же	1	1
334	в мышлении	2	1
335	свете приведенных	1	1
336	как он	6	1
337	на то	6	1
338	но на	3	1
339	тесно связаны	1	1
340	и если	1	1
341	вообще не	1	1
342	к выводу	6	1
343	не следует	2	1
344	в нем	1	1
345	не играют	1	1
346	так сказать	1	1
347	он должен	2	1
348	существенную поправку	1	1
349	новой форме	1	1
350	не представляет	2	1
351	мало того	1	1
352	только в	4	1
353	человек с	2	1
354	по аналогии	1	1
355	эта же	1	1
356	именно это	1	1
357	но все	2	1
358	по его	1	1
359	а вместе	1	1
360	могла бы	1	1
361	что все	4	1
362	значение в	3	1
363	в другом	2	1
364	на все	2	1
365	этих форм	1	1
366	из себя	1	1
367	входит в	1	1
368	того или	1	1
369	не хуже	1	1
370	известно что	1	1
371	своем исследовании	1	1
372	за ней	1	1
373	не соответствует	1	1
374	к теории	1	1
375	на первую	1	1
376	нет в	1	1
377	не понимают	2	1
378	о которой	1	1
379	на основании	1	1
380	в развитии	26	1
381	такой же	1	1
382	остается в	2	1
383	развития развитие	1	1
384	или менее	2	1
385	они говорят	1	1
386	в связь	1	1
387	что между	2	1
388	оно зависит	1	1
389	когда ее	2	1
390	таким же	3	1
391	в такой	2	1
392	бы к	3	1
393	не удастся	1	1
394	его мнению	1	1
395	место в	1	1
396	еще с	1	1
397	не от	1	1
398	заключение что	1	1
399	как одна	1	1
400	и этой	1	1
401	мир и	1	1
402	но эта	3	1
403	сохранить в	1	1
404	только для	3	1
405	свет на	1	1
406	так называемое	1	1
407	однако в	1	1
408	на всю	1	1
409	остаются на	1	1
410	случае мы	1	1
411	по теории	1	1
412	что есть	1	1
413	другой на	1	1
414	что эта	6	1
415	с которой	2	1
416	этого же	2	1
417	как о	1	1
418	эти формы	1	1
419	нас это	1	1
420	дело в	1	1
421	и притом	1	1
422	на него	1	1
423	два мира	1	1
424	в основе	3	1
425	что представление	1	1
426	с и	4	1
427	время эту	1	1
428	ее началу	1	1
429	в игру	1	1
430	вытекает из	3	1
431	в коем	1	1
432	ничего не	3	1
433	единстве и	1	1
434	учения о	2	1
435	можно видеть	1	1
436	где уже	1	1
437	по своей	6	1
438	буквальном смысле	1	1
439	представление об	1	1
440	и его	4	1
441	этом отношении	3	1
442	не является	9	1
443	которая по	1	1
444	представлять себе	1	1
445	и здесь	1	1
446	всей их	1	1
447	во все	2	1
448	оставить в	1	1
449	как только	2	1
450	для его	1	1
451	оно не	1	1
452	ничего общего	1	1
453	в применении	2	1
454	и это	3	1
455	некоторой степени	1	1
456	иметь в	1	1
457	здесь не	1	1
458	говорит и	1	1
459	без всякого	2	1
460	на основе	7	1
461	в особенности	1	1
462	в пределах	1	1
463	приводит к	5	1
464	некоторых других	1	1
465	что у	3	1
466	с собой	3	1
467	так и	8	1
468	же говорит	1	1
469	его решения	1	1
470	это настолько	1	1
471	том как	1	1
472	но у	1	1
473	он был	1	1
474	основана на	1	1
475	если бы	8	1
476	и вообще	2	1
477	с ним	3	1
478	выводу что	1	1
479	из других	1	1
480	находится в	2	1
481	сводится к	1	1
482	другом месте	2	1
483	на этой	2	1
484	и поэтому	1	1
485	совершенно иной	1	1
486	утверждает что	3	1
487	можно сказать	2	1
488	и применение	1	1
489	может не	1	1
490	аналогии с	1	1
491	и во	1	1
492	то эта	1	1
493	нас в	2	1
494	как нет	1	1
495	места и	1	1
496	большое количество	1	1
497	этот момент	1	1
498	привели к	1	1
499	в его	2	1
500	во всей	5	1
