N	2gram	Medvedev_S_1	Problema
1	то что	2	42
2	вовсе не	1	35
3	и в	3	32
4	и не	1	31
5	в этом	5	19
6	не только	3	17
7	по себе	1	15
8	в виде	1	15
9	может быть	2	14
10	как бы	2	14
11	том что	2	12
12	что в	2	12
13	так и	1	12
14	о том	1	11
15	то же	2	10
16	отнюдь не	1	10
17	в этой	1	10
18	ничего не	1	10
19	прежде всего	1	10
20	еще не	2	9
21	но не	1	9
22	же самое	1	9
23	и что	2	9
24	но и	2	9
25	в данном	1	9
26	в том	5	9
27	и о	1	8
28	все эти	1	8
29	было бы	2	8
30	в своей	1	8
31	когда мы	1	8
32	не может	1	8
33	в них	1	7
34	между собою	1	7
35	никогда не	1	7
36	что он	1	7
37	только в	2	7
38	тем что	1	7
39	все это	7	7
40	во всяком	1	7
41	и есть	1	6
42	но как	1	6
43	за пределы	2	6
44	и как	1	6
45	его в	1	6
46	это не	1	6
47	в то	1	6
48	таким образом	2	6
49	в его	3	6
50	в конце	2	6
51	перед нами	1	5
52	что она	1	5
53	далеко не	2	5
54	в котором	1	5
55	связи с	1	5
56	для нас	3	5
57	еще и	1	5
58	тем более	2	5
59	мы должны	1	5
60	литературы и	2	4
61	сама по	1	4
62	не в	3	4
63	тому что	1	4
64	а в	1	4
65	только то	1	4
66	никак не	1	4
67	и только	3	4
68	ровно ничего	1	4
69	один из	1	4
70	литературе и	1	4
71	перейти к	1	4
72	именно в	1	4
73	не было	1	4
74	ни на	1	4
75	в связи	1	4
76	конце концов	2	4
77	но она	1	3
78	в чем	1	3
79	сказать и	1	3
80	что это	1	3
81	но ведь	3	3
82	но именно	1	3
83	что все	1	3
84	как и	1	3
85	на этот	1	3
86	в этих	1	3
87	и его	1	3
88	как будто	2	3
89	для этого	1	3
90	настоящее время	1	3
91	именно на	1	3
92	всяком случае	1	3
93	с другой	1	3
94	как же	3	3
95	только для	1	3
96	в настоящее	1	3
97	хотя бы	1	3
98	с ним	1	3
99	или не	1	3
100	я и	1	2
101	и потому	1	2
102	мы не	1	2
103	в сущности	1	2
104	и заключается	2	2
105	и понятие	1	2
106	на первый	1	2
107	по крайней	1	2
108	в таких	1	2
109	но только	1	2
110	в области	1	2
111	вот в	1	2
112	это вовсе	1	2
113	на что	1	2
114	и должно	1	2
115	между тем	1	2
116	крайней мере	1	2
117	в него	1	2
118	том как	1	2
119	не мешает	1	2
120	ведь это	2	2
121	быть для	1	2
122	можно будет	1	2
123	по существу	2	2
124	в результате	2	2
125	этой области	1	2
126	понимать что	1	2
127	а между	1	1
128	где же	1	1
129	что эти	1	1
130	этом не	1	1
131	первый план	1	1
132	слишком много	1	1
133	только тогда	1	1
134	и никак	1	1
135	дает нам	1	1
136	все же	1	1
137	кто не	1	1
138	вопросом о	1	1
139	тем же	1	1
140	как то	1	1
141	должна быть	2	1
142	в силу	1	1
143	новое и	1	1
144	ни были	1	1
145	и будет	1	1
146	в каждом	1	1
147	даже в	1	1
148	со своими	1	1
149	их на	1	1
150	еще недостаточно	1	1
151	именно и	1	1
152	место в	1	1
153	материализма для	1	1
154	далеки от	1	1
155	его построения	1	1
156	том и	1	1
157	не должна	1	1
158	хотелось бы	1	1
159	дело не	2	1
160	в процессе	1	1
161	образом в	1	1
162	что на	1	1
163	больше того	1	1
164	представляется нам	1	1
165	этого и	1	1
166	бы он	1	1
167	не место	1	1
168	изучения и	1	1
169	это происходит	1	1
170	единства и	1	1
171	эти два	1	1
172	тотчас же	1	1
173	которая должна	1	1
174	это же	1	1
175	конечно не	1	1
176	не из	1	1
177	не дает	1	1
178	что данный	1	1
179	в систему	1	1
180	в свои	1	1
181	выходит за	1	1
182	даже не	1	1
183	мы еще	1	1
184	на ней	1	1
185	вступает в	1	1
186	свои права	1	1
187	в любой	1	1
188	нет а	1	1
189	он говорит	1	1
190	это значит	1	1
191	в смысле	2	1
192	остается в	1	1
193	даже больше	1	1
194	она должна	1	1
195	из себя	1	1
196	как художественный	1	1
197	бы они	1	1
198	из тех	1	1
199	только как	2	1
200	у которых	1	1
201	не выходит	1	1
