N	2gram	Tiupa_Hudo_2	Hudozhes
1	в мире	7	23
2	в качестве	4	19
3	то есть	1	18
4	состоит в	7	16
5	и не	18	16
6	не только	11	15
7	и в	28	15
8	в том	15	15
9	тогда как	7	13
10	может быть	8	13
11	в частности	7	13
12	при этом	11	12
13	и его	5	12
14	а в	6	12
15	от лат	1	12
16	но не	4	11
17	в этом	13	11
18	в себе	9	11
19	я в	1	11
20	то же	6	10
21	по отношению	7	10
22	эстетическое отношение	1	10
23	представляет собой	1	10
24	как бы	5	10
25	так и	8	10
26	а не	14	10
27	отношению к	7	10
28	но и	9	10
29	такого рода	1	9
30	точки зрения	2	9
31	в его	11	9
32	своего рода	16	8
33	сводится к	6	8
34	произведение искусства	1	8
35	в миропорядке	4	8
36	себя в	8	8
37	в душе	8	8
38	присутствия в	1	8
39	я и	6	7
40	но в	2	7
41	в принципе	2	7
42	в то	6	7
43	или иной	2	7
44	с другой	3	7
45	в искусстве	1	7
46	с его	5	6
47	отношение к	2	6
48	модус художественности	1	6
49	том что	19	6
50	не в	13	6
51	в основе	2	6
52	же время	4	6
53	по своей	1	6
54	в ее	18	6
55	приводит к	2	6
56	в тексте	5	6
57	не может	4	6
58	что в	5	6
59	в самом	5	5
60	то что	6	5
61	не предполагает	1	5
62	внешней данности	8	5
63	тем самым	2	5
64	той или	1	5
65	с ее	5	5
66	по сути	1	5
67	можно сказать	6	5
68	а также	2	5
69	того что	1	5
70	и одновременно	1	5
71	только в	4	5
72	уже не	10	5
73	и т.п	1	5
74	между ними	2	5
75	другой стороны	1	5
76	я с	2	5
77	художественности в	2	5
78	в нем	3	5
79	героя и	3	5
80	отношения к	1	4
81	и то	2	4
82	мы имеем	1	4
83	место в	2	4
84	говорить о	2	4
85	жизни как	5	4
86	еще не	3	4
87	внутренней заданности	7	4
88	внутреннего я	2	4
89	как к	1	4
90	хотя и	1	4
91	сознания в	1	4
92	роли в	2	4
93	он не	4	4
94	в другом	2	4
95	самим собой	1	4
96	и тем	1	4
97	в слове	1	4
98	в этих	3	4
99	в ходе	1	4
100	в своей	6	4
101	не столько	2	4
102	личности в	3	4
103	говоря словами	1	4
104	и т.д	2	4
105	между тем	8	4
106	искусства в	1	4
107	во времени	1	4
108	для него	5	4
109	со стороны	3	4
110	к которому	1	4
111	прежде всего	3	4
112	а на	1	4
113	не знает	1	4
114	воспринимающего сознания	2	4
115	как это	7	4
116	например в	1	4
117	к тому	7	4
118	сказать что	2	4
119	значении этого	1	3
120	на деле	1	3
121	перед лицом	1	3
122	со своей	2	3
123	и ее	3	3
124	что можно	1	3
125	конечном счете	3	3
126	в художественном	4	3
127	как уже	2	3
128	и к	2	3
129	или иного	2	3
130	всего лишь	3	3
131	в которой	1	3
132	не следует	1	3
133	художественности и	1	3
134	картины мира	1	3
135	лишь в	2	3
136	его в	2	3
137	это не	6	3
138	к области	1	3
139	как и	11	3
140	иначе говоря	1	3
141	несет в	1	3
142	с точки	2	3
143	но он	1	3
144	тем не	4	3
145	их в	1	3
146	однако в	2	3
147	произведений искусства	1	3
148	автора и	2	3
149	не менее	5	3
150	однако если	1	3
151	как раз	4	3
152	потому что	2	3
153	не будет	2	3
154	в пределах	1	3
155	читателя в	1	3
156	если бы	6	3
157	и внешней	2	3
158	и что	1	3
159	того или	2	3
160	в конечном	4	3
161	что он	8	3
162	к нему	3	3
163	во втором	2	3
164	модусы художественности	1	3
165	оказывается в	1	3
166	не случайно	10	3
167	в области	1	3
168	являет собой	2	3
169	в воображении	1	3
170	в рассказе	21	3
171	человеческой жизни	6	3
172	была бы	3	3
173	человека к	1	3
174	о чем	8	3
175	в данном	2	3
176	в той	1	3
177	в точке	1	3
178	и для	2	3
179	художественного целого	5	3
180	личности и	2	3
181	и состоит	3	3
182	в таком	1	3
183	в роли	2	3
184	эстетической доминантой	1	2
185	таком случае	1	2
186	человека и	3	2
187	и это	3	2
188	это и	1	2
189	к другому	1	2
190	по преимуществу	3	2
191	текста характеризующийся	1	2
192	собою в	1	2
193	человеческое я	1	2
194	принадлежит к	1	2
195	на свою	1	2
196	я не	7	2
197	этого термина	1	2
198	личности с	2	2
199	словами гегеля	1	2
200	и на	3	2
201	я на	1	2
202	могло быть	1	2
203	но как	1	2
204	и весьма	1	2
205	свою жизнь	1	2
206	не все	3	2
207	человеческих отношений	2	2
208	иной эстетической	1	2
209	за пределы	1	2
210	человеческого бытия	2	2
211	в своем	5	2
212	говорилось ранее	1	2
213	в себя	1	2
214	образом и	1	2
215	все эти	1	2
216	в нашем	2	2
217	бы не	3	2
218	всей своей	1	2
219	в этой	5	2
220	всей его	1	2
221	не как	2	2
222	в силу	1	2
223	уже говорилось	1	2
224	наших глазах	1	2
225	на этом	2	2
226	ни был	1	2
227	значительной степени	1	2
228	могла бы	2	2
229	об этом	7	2
230	времени и	1	2
231	времени в	1	2
232	дома и	1	2
233	по себе	1	2
234	в них	3	2
235	несмотря на	3	2
236	жизни но	1	2
237	с другими	3	2
238	от себя	1	2
239	художественного мира	1	2
240	и более	1	2
241	я героя	1	2
242	вовсе не	2	2
243	даже в	1	2
244	тому что	4	2
245	человеческого я	4	2
246	дело не	2	2
247	одна из	2	2
248	и притом	1	2
249	не могло	1	2
250	имеем дело	1	2
251	этих двух	1	2
252	не является	2	2
253	числе и	1	2
254	оно не	2	2
255	для себя	6	2
256	на наших	1	2
257	и о	4	2
258	того чтобы	4	2
259	заданности и	1	2
260	в анекдоте	1	2
261	здесь не	2	2
262	самим собою	2	2
263	для читателя	1	2
264	к жизни	1	2
265	роль в	2	2
266	и сам	5	2
267	или в	3	2
268	с самим	2	2
269	между внутренней	1	2
270	присутствующего в	1	2
271	о том	12	2
272	в глаза	1	2
273	в значительной	1	2
274	на всех	1	2
275	другого в	1	2
276	именно в	2	2
277	способность к	2	2
278	а именно	1	2
279	индивидуального бытия	1	2
280	говорит в	2	2
281	эстетическая природа	1	2
282	тот или	1	2
283	с одной	3	2
284	слова не	1	2
285	или даже	1	2
286	одно из	5	2
287	в одном	3	2
288	для меня	1	2
289	при всей	1	2
290	у него	5	2
291	для того	4	2
292	чем и	1	2
293	соединении с	1	2
294	в финале	2	2
295	или иначе	1	2
296	субъекта жизни	1	2
297	а с	3	2
298	себя и	2	2
299	эстетическое завершение	1	2
300	жизни то	2	2
301	превращается в	4	2
302	героя тогда	1	2
303	одной стороны	3	2
304	и составляет	2	2
305	в сторону	1	2
306	о себе	3	2
307	так же	3	2
308	и потому	1	2
309	он тем	1	2
310	как в	5	2
311	сути дела	1	2
312	другого я	1	2
313	так или	1	2
314	жизни в	7	2
315	в контексте	2	2
316	художественное произведение	1	2
317	о его	2	2
318	в аспекте	1	2
319	во всех	1	2
320	для автора	1	2
321	мира и	1	2
322	с ним	7	2
323	отношении к	1	2
324	одной из	3	2
325	из этого	1	2
326	только о	1	2
327	том числе	1	2
328	а внутренняя	1	1
329	также и	1	1
330	в сфере	1	1
331	же как	2	1
332	чтобы не	3	1
333	самой себе	1	1
334	и через	1	1
335	и мальчик	1	1
336	субъекта самоопределения	1	1
337	свою личность	1	1
338	другому человеку	1	1
339	бы для	1	1
340	то в	4	1
341	белую шею	1	1
342	здесь и	1	1
343	чего не	2	1
344	от своей	1	1
345	характерное для	1	1
346	отношения между	1	1
347	в строгом	2	1
348	жизни героя	2	1
349	едва ли	3	1
350	которыми он	1	1
351	той же	2	1
352	способ самоактуализации	1	1
353	рядом в	1	1
354	не во	2	1
355	только другим	1	1
356	смысле можно	1	1
357	содержания в	1	1
358	со смертью	1	1
359	не была	1	1
360	не наступает	1	1
361	в сущности	1	1
362	жизненной позиции	1	1
363	а для	2	1
364	миропорядке то	1	1
365	никогда не	5	1
366	при сохранении	1	1
367	взаимодействиях с	1	1
368	в каждой	1	1
369	говорил о	1	1
370	произведения именно	1	1
371	на них	1	1
372	между собой	1	1
373	людей в	2	1
374	себя а	1	1
375	концепцию личности	1	1
376	столь же	3	1
377	бы то	1	1
378	в различных	1	1
379	тем как	2	1
380	иного рода	1	1
381	во внешнем	1	1
382	легко может	1	1
383	для других	3	1
384	взглядом очень	1	1
385	самобытное я	1	1
386	следующей фразой	1	1
387	с собою	1	1
388	себе и	1	1
389	а всего	2	1
390	в эстетическое	1	1
391	друг от	1	1
392	или иное	1	1
393	эпизоде в	1	1
394	что они	4	1
395	уточнить что	1	1
396	отнюдь не	2	1
397	более чем	2	1
398	его я	1	1
399	от друга	1	1
400	внутри себя	2	1
401	такова же	1	1
402	личностью и	3	1
403	перед нами	11	1
404	личностного я	1	1
405	душевная характеристика	1	1
406	ей было	1	1
407	собственным смыслом	1	1
408	одного текста	1	1
409	есть жизнь	1	1
410	мягкую белую	1	1
411	самом начале	1	1
412	над собой	1	1
413	персонаж сатирический	1	1
414	дамы с	2	1
415	в герое	1	1
416	от этого	1	1
417	ее полные	1	1
418	добро и	1	1
419	я верю	1	1
420	с собачкой	9	1
421	из жизни	1	1
422	бы и	4	1
423	что это	5	1
424	жизни так	2	1
425	из этих	2	1
426	рассказе душечка	1	1
427	этом что	1	1
428	тоже не	2	1
429	раз в	3	1
430	устремленность в	1	1
431	позицию в	1	1
432	ее как	1	1
433	не могла	5	1
434	своей внешней	3	1
435	что одна	1	1
436	жизнью и	1	1
437	что она	7	1
438	ирония в	2	1
439	к миру	1	1
440	все это	3	1
441	при виде	1	1
442	отношений между	1	1
443	у читателя	1	1
444	содержит в	1	1
445	на земле	1	1
446	свое время	1	1
447	смертью в	1	1
448	подобно тому	4	1
449	с юмором	1	1
450	не бывает	1	1
451	по его	3	1
452	то ни	1	1
453	а затем	1	1
454	что все	3	1
455	его характера	2	1
456	тем в	1	1
457	деталей а	1	1
458	том случае	1	1
459	и внутренняя	1	1
460	жалостливая барышня	1	1
461	а по	2	1
462	не с	2	1
463	и внутренне	2	1
464	а как	2	1
465	это было	2	1
