N	3gram	Propp_Isto_2	Myslijsy
1	по отношению к	3	13
2	в том что	5	13
3	не может быть	2	9
4	тем не менее	1	6
5	с другой стороны	2	5
6	но и в	2	4
7	по его мнению	1	4
8	и т д	18	4
9	мере того как	2	3
10	подобно тому как	3	3
11	по мере того	2	3
12	с тем что	3	3
13	с одной стороны	3	3
14	и той же	1	3
15	с самого начала	2	3
16	не только в	4	3
17	одной и той	1	3
18	мы увидим что	3	3
19	и может быть	2	2
20	что иное как	2	2
21	так как в	2	2
22	уже с самого	2	2
23	не только не	1	2
24	не что иное	2	2
25	друг от друга	1	2
26	к которому принадлежит	1	1
27	это могло бы	1	1
28	до известного возраста	1	1
29	но так как	1	1
30	на самом деле	2	1
31	то состояние которое	1	1
32	так как оно	1	1
33	случаев в которых	2	1
34	оно должно было	1	1
35	мы не можем	1	1
36	и не только	1	1
37	сам по себе	1	1
38	и многое другое	1	1
39	мы начнем с	1	1
40	до сих пор	6	1
41	но это не	1	1
42	можно было бы	3	1
43	во влиянии на	1	1
44	что ни есть	1	1
45	в разных языках	1	1
46	не в состоянии	1	1
47	начнем с указания	1	1
48	так же как	4	1
49	этого слова при	1	1
50	покажет нам что	1	1
51	что мы имеем	1	1
52	выше мы видели	1	1
53	с указания на	1	1
54	сказать чтобы все	1	1
55	на задний план	1	1
56	смысле этого слова	1	1
57	в связи с	4	1
58	и не могут	1	1
59	что в одном	1	1
60	что они были	1	1
61	т д то	1	1
62	мы видели что	1	1
63	по себе а	1	1
64	тем что в	1	1
65	таким образом мы	1	1
66	это значит что	1	1
67	в одно время	1	1
68	нельзя сказать чтобы	1	1
69	после того как	2	1
70	о том что	2	1
71	но все же	4	1
72	с этой стороны	1	1
73	на то что	2	1
74	нужно было бы	1	1
75	не вдаваясь в	2	1
76	точно так же	6	1
77	для нас те	1	1
