N	2gram	Vinokur_St_2	Dialekti
1	и не	9	30
2	т е	10	30
3	может быть	2	20
4	не только	19	19
5	и в	29	19
6	по себе	3	18
7	и т	9	17
8	а не	5	16
9	в себе	2	15
10	т д	6	15
11	что она	1	14
12	потому что	9	14
13	то что	11	14
14	в том	27	14
15	так как	2	14
16	и даже	3	14
17	как бы	5	14
18	вовсе не	6	13
19	то же	2	12
20	точки зрения	5	12
21	не просто	1	12
22	но и	19	12
23	и все	1	12
24	и как	2	10
25	что это	3	10
26	в нем	4	10
27	ни в	3	10
28	как и	2	10
29	том что	27	10
30	сказать что	2	10
31	так и	9	10
32	никогда не	3	9
33	времени и	4	9
34	не может	2	9
35	в этом	21	8
36	в своей	7	8
37	с точки	2	8
38	не в	4	8
39	есть нечто	1	8
40	она не	1	8
41	прежде всего	5	8
42	и то	1	7
43	так что	3	7
44	и к	4	7
45	как это	2	7
46	в поэзии	1	7
47	но что	1	7
48	как будто	1	7
49	совершенно не	2	7
50	но это	3	7
51	что в	19	7
52	я не	7	6
53	но не	3	6
54	что они	2	6
55	в то	2	6
56	не могу	1	6
57	и вообще	2	6
58	что он	13	6
59	конечно не	1	6
60	не потому	2	6
61	того что	5	6
62	да и	1	6
63	мифологией и	1	6
64	жизни и	1	6
65	и потому	2	5
66	и это	2	5
67	говорить о	1	5
68	иной раз	1	5
69	же время	1	5
70	и его	6	5
71	на свете	1	5
72	и с	4	5
73	в виду	7	5
74	о том	17	5
75	и что	6	5
76	можно сказать	1	5
77	но как	1	5
78	не то	3	5
79	что и	2	5
80	с другой	4	5
81	и пр	8	5
82	по своему	2	5
83	как раз	8	5
84	только что	2	5
85	в самом	7	5
86	только в	2	5
87	поэзии и	2	4
88	еще не	1	4
89	самом деле	3	4
90	тут же	1	4
91	за пределы	1	4
92	в одной	2	4
93	независимо от	1	4
94	в своем	9	4
95	все же	6	4
96	как он	2	4
97	и если	1	4
98	при этом	2	4
99	он не	9	4
100	и по	3	4
101	одно и	1	4
102	таким образом	10	4
103	заключается в	1	4
104	нисколько не	1	4
105	в одном	6	4
106	но он	3	4
107	все это	11	4
108	связи с	4	4
109	в таком	1	4
110	в каком	2	4
111	не могут	1	4
112	что оно	1	4
113	без всякого	1	4
114	в ее	2	4
115	говорят что	2	4
116	в другом	4	4
117	уже в	1	4
118	ни с	2	4
119	одно из	1	4
120	то время	1	4
121	в связи	1	4
122	том смысле	2	4
123	хотя бы	3	4
124	а в	1	4
125	другой стороны	3	4
126	по одному	1	4
127	же как	3	3
128	сам по	1	3
129	это и	1	3
130	как мы	1	3
131	и тут	1	3
132	вопрос о	6	3
133	это время	2	3
134	думаю что	1	3
135	в чем	1	3
136	себе и	1	3
137	в этой	2	3
138	с этим	3	3
139	кроме того	4	3
140	одно время	1	3
141	об этом	6	3
142	и почти	1	3
143	его в	2	3
144	это было	2	3
145	было бы	5	3
146	в один	2	3
147	и уже	1	3
148	но я	1	3
149	в этих	3	3
150	что такое	2	3
151	сами по	2	3
152	и более	2	3
153	что этот	2	3
154	даже в	2	3
155	можно ли	1	3
156	не менее	3	3
157	ничего не	4	3
158	должны быть	1	3
159	тут не	1	3
160	но только	1	3
161	принять во	2	3
162	нуждается в	1	3
163	все время	1	3
164	тех пор	1	3
165	даны в	2	3
166	будто бы	1	3
167	с нею	3	3
168	у меня	3	3
169	из них	3	3
170	ведь это	1	3
171	и их	1	3
172	не было	3	3
173	о чем	5	3
174	во внимание	2	3
175	нет ни	1	3
176	в данном	2	3
177	в той	5	3
178	в это	2	3
179	и от	1	3
180	то не	1	3
181	е в	1	3
182	неотделим от	1	3
183	была бы	5	3
