N	4gram	Propp_Russ_1	Myshleni
1	состоит в том что	8	3
2	что в этом случае	2	2
3	приводит к тому что	1	2
4	не оставляют сомнения в	1	1
5	ни одно из этих	2	1
6	сомнения в том что	1	1
7	на самом же деле	1	1
8	о том что в	1	1
9	в том что в	5	1
10	самом же деле это	1	1
11	не что иное как	2	1
12	привело к тому что	2	1
13	как это имеет место	2	1
14	оставляют сомнения в том	1	1
15	как мы увидим ниже	1	1
16	и состоит в том	1	1
17	но вместе с тем	1	1
18	сомнений в том что	1	1
19	только по отношению к	1	1
20	только о том что	1	1
21	это имеет место на	1	1
22	так же как и	1	1
23	в том что это	1	1
24	в этом случае он	1	1
25	с той только разницей	1	1
26	той только разницей что	1	1
27	одном и том же	1	1
