N	3gram	Vygotskiy__1	DiskursI
1	в том что	15	13
2	по отношению к	7	9
3	с одной стороны	8	9
4	о том что	6	5
5	в отличие от	1	4
6	то же время	2	4
7	а с другой	2	3
8	той или иной	1	3
9	не может быть	5	3
10	и как бы	1	3
11	в свою очередь	3	3
12	с другой стороны	9	3
13	в то же	2	3
14	по своей природе	2	2
15	том что в	2	2
16	в том числе	1	2
17	в соответствии с	1	2
18	то же самое	3	2
19	одной стороны и	1	2
20	том числе и	1	2
21	по крайней мере	1	2
22	в значительной степени	2	2
23	большей или меньшей	1	2
24	в данном случае	2	2
25	в том чтобы	3	2
26	не только в	1	2
27	состоит в том	1	2
28	едва ли не	1	2
29	можно сказать что	4	2
30	в силу своей	1	2
31	в чистом виде	1	1
32	прежде всего в	2	1
33	дело в том	1	1
34	на самом деле	1	1
35	в этом смысле	1	1
36	как раз и	1	1
37	значении этого слова	1	1
38	индивидуального а не	1	1
39	быть сведено к	2	1
40	в этом пункте	1	1
41	с точки зрения	18	1
42	до сих пор	4	1
43	и не может	1	1
44	как и все	1	1
45	но и потому	1	1
46	и в то	1	1
47	сам по себе	3	1
48	что он не	1	1
49	в строгом смысле	1	1
50	в первую очередь	3	1
51	тех случаях когда	1	1
52	только то что	1	1
53	из того что	5	1
54	можно так выразиться	1	1
55	может быть сведено	2	1
56	вместе с тем	5	1
57	ту или иную	1	1
58	одно и то	2	1
59	в целом и	5	1
60	таким же образом	1	1
61	то что и	1	1
62	и мн др	1	1
63	содержит в себе	1	1
64	в равной мере	2	1
65	в одно и	1	1
66	и потому что	1	1
67	в известном смысле	2	1
68	и на его	1	1
69	потому что в	1	1
70	аналогично тому как	1	1
71	что к этому	1	1
72	если можно так	1	1
73	том что он	2	1
74	во всяком случае	3	1
75	в целом ряде	1	1
76	до наших дней	1	1
77	стороны и к	1	1
78	между мыслью и	4	1
79	в тех случаях	1	1
80	в этом отношении	4	1
81	с самого начала	8	1
82	в конечном счете	1	1
83	и тем более	1	1
84	в ходе своего	1	1
85	той ситуации в	1	1
86	заключается в том	6	1
87	речь идет о	2	1
88	работа представляет собой	2	1
89	или во всяком	1	1
90	на то что	3	1
91	один из важнейших	1	1
92	и все прочие	1	1
93	на этом пути	1	1
94	и заключается в	1	1
95	в результате этого	1	1
96	и то же	2	1
97	по мере развития	3	1
98	тем не менее	1	1
99	лишь в тех	1	1
100	но все же	1	1
101	как и в	1	1
102	жизни сознания в	1	1
103	что не только	1	1
104	ситуации в которой	1	1
