N	3gram	Losev_Prob_5	Psycholo
1	в самом деле	1	18
2	на то что	2	12
3	в том что	8	11
4	с точки зрения	8	9
5	для того чтобы	2	8
6	с самого начала	1	6
7	до сих пор	2	5
8	с одной стороны	3	5
9	с другой стороны	5	5
10	и т д	1	4
11	и в этом	1	3
12	и то и	1	3
13	мы могли бы	1	3
14	и то что	3	3
15	указывает на то	1	3
16	о том что	9	3
17	то и другое	2	3
18	о том как	1	2
19	а вовсе не	1	2
20	на самом деле	1	2
21	как мы увидим	1	2
22	в наше время	1	2
23	и все прочие	1	2
24	вместе с тем	3	2
25	то время как	3	2
26	в данном случае	2	2
27	и как бы	1	2
28	во всяком случае	2	2
29	что у него	1	2
30	потому что они	2	2
31	мы увидим ниже	1	2
32	вовсе не в	1	2
33	в то время	3	2
34	и вместе с	1	2
35	надо было бы	1	2
36	в том смысле	1	2
37	по аналогии с	1	2
38	все же в	1	2
39	в своей повести	1	1
40	когда в результате	1	1
41	но все же	2	1
42	таким образом если	1	1
43	такой же мере	1	1
44	потому что он	2	1
45	в этом изображении	1	1
46	он хотел бы	1	1
47	со всей своей	1	1
48	никак не может	2	1
49	в силу того	1	1
50	одной стороны это	1	1
51	больше чем это	1	1
52	он говорит о	1	1
53	в этом отношении	1	1
54	обратить внимание на	3	1
55	можно было бы	1	1
56	ни в какой	1	1
57	что и здесь	1	1
58	с этой точки	1	1
59	то есть на	1	1
60	что самый этот	1	1
61	то есть из	1	1
62	в чем может	1	1
63	к этому что	1	1
64	в другой басне	1	1
65	они оказываются бессильными	1	1
66	не потому что	1	1
67	тот факт что	1	1
68	состоит в том	1	1
69	же мере в	1	1
70	в которой они	1	1
71	и в наше	1	1
72	она не принадлежит	1	1
73	а с другой	3	1
74	не только как	1	1
75	в такой же	1	1
76	прибавим к этому	1	1
77	ясно и просто	1	1
78	мере в какой	1	1
79	бросается в глаза	1	1
80	что несмотря на	1	1
81	этой точки зрения	1	1
82	и все же	1	1
83	и в людях	1	1
84	и тут же	1	1
85	не кто иной	2	1
86	таким образом мы	1	1
87	том смысле что	1	1
88	и что она	1	1
89	что в ней	1	1
90	как это мы	1	1
91	не имеет с	1	1
92	хотя бы в	1	1
93	или вернее сказать	1	1
94	можно сказать что	3	1
95	смысле то есть	1	1
96	чем перейти к	1	1
97	нет у нас	1	1
98	никак не могут	2	1
99	по этому поводу	2	1
100	так что в	1	1
101	в предисловии к	1	1
102	не может быть	2	1
103	по его мнению	1	1
104	и как будто	1	1
105	если обратить внимание	1	1
106	к тому же	1	1
107	и можно сказать	1	1
108	кто иной как	2	1
109	как раз в	1	1
