N	2gram	Losev_Vlad_3	Psycholo
1	то что	28	44
2	и в	40	33
3	в этом	16	28
4	и что	8	25
5	как бы	3	25
6	потому что	11	24
7	для того	2	23
8	том что	18	22
9	того чтобы	3	22
10	может быть	8	22
11	что в	17	21
12	в том	18	21
13	о том	11	20
14	что он	5	20
15	и мы	1	15
16	только что	2	15
17	как это	4	14
18	что это	9	13
19	таким образом	11	13
20	то есть	24	13
21	так же	8	13
22	и не	25	13
23	все это	1	13
24	сказать что	12	13
25	самом деле	1	12
26	в самом	4	12
27	было бы	4	12
28	все то	3	12
29	к тому	7	12
30	и все	4	12
31	если мы	4	12
32	так как	7	12
33	он не	8	11
34	что все	7	11
35	говорит что	1	10
36	на то	4	10
37	что она	2	10
38	если бы	3	10
39	в его	14	10
40	не может	14	10
41	то же	4	9
42	в этой	8	9
43	и если	7	9
44	по себе	6	9
45	как раз	10	9
46	в конце	12	8
47	как будто	1	8
48	вместе с	7	8
49	в каком	4	8
50	в своем	8	7
51	не только	25	7
52	в нем	3	7
53	так что	14	7
54	и только	3	7
55	до конца	4	7
56	когда он	1	7
57	для нас	5	7
58	на самом	3	6
59	в сущности	2	6
60	в ней	5	6
61	что они	1	6
62	перед нами	3	6
63	все эти	5	6
64	в себе	9	6
65	после этого	1	6
66	и вот	1	6
67	во время	1	6
68	точки зрения	13	6
69	но он	1	6
70	что эта	2	6
71	тому что	4	6
72	в самой	1	6
73	же после	1	6
74	когда мы	1	6
75	же самое	3	6
76	никак не	4	6
77	это не	3	6
78	мы видим	1	6
79	у него	24	6
80	а не	8	6
81	что мы	2	6
82	мы должны	4	6
83	как на	3	6
84	это и	1	5
85	мы уже	5	5
86	мы не	2	5
87	в целом	2	5
88	и на	6	5
89	с этим	2	5
90	все же	4	5
91	и как	7	5
92	как он	1	5
93	ясно что	1	5
94	как и	7	5
95	нисколько не	3	5
96	самого начала	1	5
97	никогда не	11	5
98	и его	10	5
99	и это	6	5
100	с самого	1	5
101	мы будем	2	5
102	заключается в	1	5
103	в какой	2	5
104	что для	1	5
105	вовсе не	13	5
106	из этого	2	5
107	и есть	1	4
108	в которой	2	4
109	я не	3	4
110	не то	1	4
111	с совершенно	1	4
112	говорит о	4	4
113	не будет	6	4
114	это было	3	4
115	с тем	7	4
116	слова и	1	4
117	смысл и	1	4
118	в своей	9	4
119	как все	1	4
120	знаем что	2	4
121	с точки	6	4
122	одна из	1	4
123	на него	2	4
124	а в	7	4
125	у нас	5	4
126	как мы	8	4
127	и о	4	4
128	можно было	5	4
129	жизнь и	3	4
130	даны в	1	4
131	об этом	6	4
132	исследования и	1	4
133	утверждает что	4	4
134	не просто	10	4
135	того что	7	4
136	только в	13	4
137	и так	2	4
138	в жизни	2	4
139	при помощи	4	4
140	и других	1	4
141	из них	2	4
142	очень легко	2	4
143	по поводу	1	4
144	от этих	1	4
145	смысла и	1	4
146	целым рядом	1	4
147	в частности	1	4
148	исходя из	1	4
149	с этой	2	4
150	совершенно не	2	4
151	жизни и	1	4
152	ее в	3	4
153	к этому	2	4
154	в таком	3	4
155	речь идет	1	3
156	например в	1	3
157	же как	3	3
158	и этот	2	3
159	и за	2	3
160	это совершенно	1	3
161	что если	4	3
162	с но	1	3
163	то это	10	3
164	и он	1	3
165	что его	2	3
166	но не	4	3
167	к которой	1	3
168	в сторону	2	3
169	с описания	1	3
170	сама по	1	3
171	конце концов	5	3
172	как в	1	3
173	от этого	2	3
174	не можем	2	3
175	та же	1	3
176	какой бы	1	3
177	его в	2	3
178	уже знаем	1	3
179	должен был	2	3
180	ни в	10	3
181	этого слова	1	3
182	далеко не	3	3
183	должно быть	5	3
184	обратимся к	1	3
185	но если	5	3
186	и сейчас	2	3
187	в которых	1	3
188	бы мы	1	3
189	их в	1	3
190	что этот	3	3
191	тем самым	2	3
192	она не	2	3
193	в то	7	3
194	в основе	1	3
195	ли это	1	3
196	и для	3	3
197	нет ни	2	3
198	с ее	1	3
199	в мире	2	3
200	так и	6	3
201	и здесь	6	3
202	это то	1	3
203	которой мы	1	3
204	что и	7	3
205	во всей	1	3
206	вслед за	1	3
207	том как	1	3
208	к делу	1	3
209	с одной	3	3
210	конечно не	1	3
211	в виде	13	3
212	был бы	3	3
213	тому же	5	3
214	всяком случае	3	3
215	могло бы	2	3
216	в одном	5	3
217	не для	1	3
218	тем что	5	3
219	бы это	2	3
220	и из	1	3
221	до сих	1	3
222	но и	18	3
223	на этот	1	3
224	здесь в	4	3
225	не было	5	3
226	одной стороны	3	3
227	из которых	1	3
228	он говорит	1	3
229	надо сказать	1	3
230	да и	6	3
231	еще раз	2	3
232	здравого смысла	1	3
233	сих пор	1	3
234	указывает на	1	3
235	за этим	1	3
236	бы его	1	3
237	к этой	2	3
238	в своих	7	3
239	точно так	4	3
240	во всяком	3	3
241	также и	17	2
242	сам по	2	2
243	и то	9	2
244	силы и	1	2
245	с целым	1	2
246	из его	1	2
247	все те	1	2
248	с таким	2	2
249	мы имеем	3	2
250	время как	2	2
251	принадлежит к	1	2
252	вместо этого	1	2
253	для нашей	1	2
254	это время	2	2
255	не был	8	2
256	бы то	3	2
257	с его	2	2
258	во всех	1	2
259	же самые	1	2
260	истинный смысл	1	2
261	точка зрения	1	2
262	черты и	1	2
263	себе и	2	2
264	со стороны	2	2
265	оно является	1	2
266	мы сейчас	2	2
267	она есть	1	2
268	и первый	1	2
269	как говорит	2	2
270	начала до	1	2
271	что касается	2	2
272	всей этой	2	2
273	и наконец	2	2
274	не в	3	2
275	и к	2	2
276	это легко	1	2
277	это просто	1	2
278	в действительности	1	2
279	но в	4	2
280	говорит не	1	2
281	бы и	4	2
282	бы не	1	2
283	из этих	3	2
284	и мутное	1	2
285	думать что	1	2
286	при этом	3	2
287	тем и	1	2
288	и почему	1	2
289	едва ли	11	2
290	что ни	1	2
291	как автор	1	2
292	на все	1	2
293	в них	1	2
294	о которых	2	2
295	он знает	1	2
296	такой же	4	2
297	не больше	3	2
298	которую он	1	2
299	почти в	1	2
300	можно найти	2	2
301	взгляд на	2	2
302	в такой	1	2
303	в котором	4	2
304	в их	2	2
305	место в	1	2
306	оказывается что	2	2
307	или вернее	1	2
308	вопрос о	4	2
309	не понимает	2	2
310	другом и	1	2
311	даже в	4	2
312	же мы	1	2
313	и другое	1	2
314	не имеет	4	2
315	начинает с	1	2
316	только не	1	2
317	больше чем	2	2
318	же время	2	2
319	и является	1	2
320	во всем	6	2
321	свидетельствуют о	1	2
322	только с	2	2
323	в руки	1	2
324	есть только	9	2
325	но все	3	2
326	поэтом и	1	2
327	и другим	1	2
328	и конечно	1	2
329	мы могли	1	2
330	что при	1	2
331	без всякого	1	2
332	в ее	1	2
333	эти мысли	2	2
334	нет никакой	1	2
335	то время	4	2
336	что такой	1	2
337	то как	3	2
338	те же	1	2
339	и с	9	2
340	ничего не	5	2
341	можно сказать	1	2
342	в виду	3	2
343	о ней	1	2
344	все дело	1	2
345	сводится к	3	2
346	внимание на	1	2
347	но мы	2	2
348	почему же	6	2
349	знает что	1	2
350	не надо	1	2
351	и она	1	2
352	один из	1	2
353	понятно и	1	2
354	почти все	1	2
355	никак нельзя	1	2
356	связи с	2	2
357	уже в	3	2
358	чтобы он	1	2
359	в нашей	2	2
360	не все	3	2
361	мы знаем	3	2
362	эти три	5	2
363	не хотел	1	2
364	к самому	1	2
365	даже не	3	2
366	видим что	1	2
367	на примере	1	2
368	с другой	5	2
369	именно в	3	2
370	в каких	2	2
371	с той	1	2
372	а с	4	2
373	так вот	2	2
374	прежде всего	10	2
375	тех пор	1	2
376	не на	2	2
377	говорит нам	1	2
378	ни на	2	2
379	если взять	1	2
380	и потому	10	2
381	с такой	2	2
382	в тех	1	2
383	по существу	4	2
384	для понимания	2	2
385	в это	2	2
386	на пути	1	2
387	заставляет нас	1	2
388	на одной	2	2
389	со всей	1	2
390	не является	2	2
391	и от	6	2
392	в результате	4	2
393	его не	1	2
394	хотя бы	6	2
395	все они	2	2
396	и эта	3	2
397	другой стороны	2	2
398	который не	1	2
399	себя как	1	1
400	ли можно	2	1
401	нельзя же	1	1
402	совершенно новой	1	1
403	таком случае	2	1
404	от самой	1	1
405	человека и	3	1
406	начинается с	1	1
407	того же	2	1
408	и должны	1	1
409	решительно все	1	1
410	конечно с	1	1
411	из самых	1	1
412	не хочет	2	1
413	он всегда	2	1
414	не имеют	2	1
415	этому вопросу	1	1
416	каком отношении	1	1
417	другим как	1	1
418	есть не	2	1
419	для своего	1	1
420	правильного понимания	1	1
421	это делают	1	1
422	которую мы	1	1
423	и тут	3	1
424	превратилась в	1	1
425	а где	1	1
426	с картины	1	1
427	имеет свою	2	1
428	которые тоже	1	1
429	он как	1	1
430	разрешения этой	1	1
431	благодаря тому	1	1
432	что иное	1	1
433	черта это	1	1
434	было вызвано	1	1
435	но даже	4	1
436	мы и	2	1
437	однако легко	1	1
438	которое в	3	1
439	себе что	1	1
440	еще не	4	1
441	о боге	4	1
442	иное как	1	1
443	если исходить	1	1
444	такого что	1	1
445	то мы	1	1
446	чем это	2	1
447	признать что	1	1
448	но как	2	1
449	легко может	2	1
450	бросаются в	1	1
451	заметим что	3	1
452	если в	1	1
453	в общем	1	1
454	очевидно что	1	1
455	сведений о	1	1
456	и будет	1	1
457	несмотря на	7	1
458	и речи	2	1
459	за пределы	3	1
460	и чем	1	1
461	в настоящем	2	1
462	относится к	1	1
463	которые не	2	1
464	нашего сознания	1	1
465	в истории	5	1
466	же с	7	1
467	независимо от	3	1
468	общего с	2	1
469	стороны и	2	1
470	такого рода	4	1
471	же самому	1	1
472	ясно и	1	1
473	для ее	1	1
474	в этот	2	1
475	дело только	1	1
476	очень многие	1	1
477	точку зрения	1	1
478	так или	2	1
479	в нашем	2	1
480	правы потому	1	1
481	он делает	1	1
482	в использовании	1	1
483	не годится	1	1
484	так сказать	1	1
485	эту мысль	1	1
486	сменяли одна	1	1
487	и элементарных	1	1
488	именно то	1	1
489	он пользуется	1	1
490	это если	1	1
491	в корне	1	1
492	и сам	1	1
493	отцов и	1	1
494	что тут	1	1
495	не теряя	1	1
496	в плане	1	1
497	чем она	1	1
498	которые только	1	1
499	его от	1	1
500	может существовать	1	1
501	которое как	1	1
502	такого же	1	1
503	то ни	3	1
504	его произведения	2	1
505	есть все	4	1
506	в другом	2	1
507	что никакого	1	1
508	была в	1	1
509	все их	1	1
510	те или	2	1
511	нечего и	2	1
512	ко второму	2	1
513	этом смысле	3	1
514	истории и	1	1
515	сущности а	1	1
516	за ним	1	1
517	но уже	2	1
518	здесь надо	1	1
519	эту тему	1	1
520	одна другую	1	1
521	можно считать	5	1
522	и еще	2	1
523	на первый	2	1
524	в этих	2	1
525	вещи в	1	1
526	для него	8	1
527	но что	2	1
528	другой его	1	1
529	что такая	2	1
530	мысль и	1	1
531	какие бы	1	1
532	и без	1	1
533	она в	1	1
534	что вся	1	1
535	все и	2	1
536	не столько	3	1
537	сама собой	1	1
538	природы но	1	1
539	является только	1	1
540	но жизнь	1	1
541	против него	1	1
542	не раз	1	1
543	отца это	1	1
544	есть его	1	1
