N	3gram	Bakhtin_Pr_3	Vladivir
1	о том что	2	7
2	в том что	3	7
3	в этом смысле	1	4
4	то же время	5	4
5	и то что	1	4
6	в то же	5	4
7	более или менее	3	3
8	в конце концов	1	3
9	с другой стороны	1	3
10	не может быть	1	3
11	как мы уже	3	3
12	один и тот	1	2
13	и в то	2	2
14	и тот же	1	2
15	в связи со	1	2
16	во всяком случае	1	2
17	можно сказать что	4	2
18	и по своим	1	2
19	тем не менее	2	2
20	и в конце	1	1
21	что иное как	1	1
22	нет и не	1	1
23	и вообще в	2	1
24	мы имеем дело	1	1
25	и той же	1	1
26	был очень близок	1	1
27	несколько слов о	3	1
28	самом же деле	1	1
29	в дальнейшем мы	1	1
30	не представлял себе	1	1
31	и не может	1	1
32	и в дальнейшем	2	1
33	на самом же	1	1
34	все той же	1	1
35	об этом не	1	1
36	и на высших	1	1
37	его жизнь в	1	1
38	многочисленных и разнородных	1	1
39	в целом и	1	1
40	можно сказать с	1	1
41	но в то	1	1
42	смысле этого слова	1	1
43	в связи с	1	1
44	а также и	3	1
45	имеем дело с	1	1
46	дальнейшем мы будем	1	1
47	так или иначе	1	1
48	на первом плане	1	1
49	это была эпоха	1	1
50	мы уже знаем	1	1
51	со всеми его	1	1
52	но только в	1	1
53	мы будем называть	1	1
54	что касается до	1	1
55	это конечно не	1	1
56	одной и той	1	1
57	есть не что	1	1
58	всей своей жизни	1	1
59	так и в	2	1
60	здесь мы должны	1	1
61	мы не будем	1	1
62	и никогда не	1	1
63	и тем самым	1	1
64	на этом мы	1	1
65	в котором он	1	1
66	только в тех	1	1
67	в своих воспоминаниях	1	1
68	атмосферы в которой	1	1
69	в его жизни	1	1
70	не что иное	1	1
71	жизни и мировоззрения	1	1
72	не было никакого	1	1
73	одно без другого	1	1
74	в этом отношении	1	1
75	только с помощью	1	1
76	также и в	1	1
