N	3gram	Vinokur_Ku_1	Narrotol
1	не только в	1	6
2	в том что	15	5
3	в соответствии с	3	4
4	то же время	2	4
5	и тем самым	1	4
6	той или иной	1	4
7	в то же	2	4
8	не может быть	3	4
9	по отношению к	8	3
10	в этом отношении	5	3
11	по большей части	2	3
12	для того чтобы	15	3
13	в первом случае	1	3
14	тем не менее	4	3
15	речь идет о	2	3
16	о том что	5	2
17	состоит в том	3	2
18	в самом деле	7	2
19	внимание на то	2	2
20	так и не	1	2
21	до сих пор	4	2
22	сами по себе	1	2
23	в отличие от	1	2
24	в зависимости от	5	2
25	одно и то	1	2
26	и то же	1	2
27	в связи с	3	2
28	и все же	1	2
29	во всяком случае	5	2
30	в свою очередь	3	2
31	на то что	2	2
32	и того же	2	1
33	это уже не	1	1
34	что иное как	1	1
35	только потому что	6	1
36	точки зрения как	1	1
37	мере того как	3	1
38	более или менее	3	1
39	но именно это	1	1
40	том что на	1	1
41	по мере того	3	1
42	с другой стороны	6	1
43	с точки зрения	9	1
44	том случае если	1	1
45	и в то	1	1
46	при этом что	1	1
47	вследствие того что	1	1
48	в сущности говоря	1	1
49	со своей точки	1	1
50	точно так же	1	1
51	то что обычно	1	1
52	по крайней мере	5	1
53	не то что	1	1
54	в том случае	1	1
55	едва ли не	1	1
56	в особенности в	1	1
57	ведь каждый из	1	1
58	дело не с	1	1
59	в ряде случаев	2	1
60	с одной стороны	1	1
61	всего тем что	1	1
62	каждый из нас	1	1
63	в конечном итоге	1	1
64	и потому что	2	1
65	значения и смысла	1	1
66	а с другой	3	1
67	еще и потому	1	1
68	лишь в том	1	1
69	чтобы рассказать о	1	1
70	то же слово	1	1
71	в стороне от	1	1
72	об этом и	1	1
73	в случае с	1	1
74	вовсе еще не	1	1
75	самом деле в	1	1
76	с легкой руки	1	1
77	событие и его	1	1
78	само по себе	1	1
79	рассказать о событии	1	1
80	слова должны были	1	1
81	и в самом	2	1
82	своей точки зрения	1	1
83	но все же	2	1
84	одного и того	2	1
85	друг от друга	1	1
86	в этих случаях	1	1
87	во втором случае	1	1
88	к тому что	2	1
89	на самом деле	2	1
90	на этот раз	1	1
91	но и с	1	1
92	и т д	14	1
