N	2gram	Losev_Prob_5	Vladivir
1	и в	30	30
2	в году	5	24
3	в этом	17	20
4	соловьева в	1	20
5	то что	18	20
6	у него	11	19
7	и не	12	18
8	в том	12	18
9	и с	5	14
10	что он	7	13
11	в конце	8	13
12	не только	18	12
13	том что	17	12
14	что в	5	12
15	как мы	2	11
16	в его	12	11
17	а в	6	11
18	сказать что	9	11
19	и вообще	9	10
20	а также	3	10
21	не было	1	10
22	и даже	14	10
23	все же	9	9
24	кроме того	2	9
25	было бы	4	9
26	не в	7	9
27	в то	4	9
28	не может	5	9
29	потому что	13	9
30	в своем	11	8
31	но в	9	8
32	не мог	4	8
33	связи с	7	8
34	но и	13	8
35	в связи	7	8
36	вместе с	7	8
37	до конца	1	7
38	то есть	21	7
39	ни в	4	7
40	точки зрения	10	7
41	никогда не	7	7
42	не менее	5	7
43	может быть	7	7
44	а не	5	7
45	как это	1	7
46	между прочим	1	7
47	для нас	10	7
48	и все	9	7
49	также и	12	6
50	он был	2	6
51	хотя и	8	6
52	и к	4	6
53	в себе	4	6
54	об этом	4	6
55	тем не	5	6
56	и его	6	6
57	у нас	7	6
58	то время	3	6
59	его жизни	1	6
60	всякого рода	2	6
61	только в	9	6
62	всяком случае	2	6
63	а именно	12	6
64	еще и	4	6
65	прежде всего	6	6
66	о чем	1	6
67	к этому	2	6
68	жизни и	2	6
69	во всяком	2	6
70	того же	4	5
71	и то	5	5
72	с этим	1	5
73	то в	1	5
74	все эти	2	5
75	при этом	4	5
76	необходимо сказать	4	5
77	как и	7	5
78	в своей	22	5
79	в котором	2	5
80	по себе	2	5
81	так как	6	5
82	для себя	5	5
83	в дальнейшем	7	5
84	это мы	1	5
85	так и	7	5
86	с ним	3	5
87	другими словами	1	5
88	и что	6	5
89	того что	3	5
90	тот же	3	5
91	так что	11	5
92	как бы	6	5
93	все это	1	5
94	в результате	7	5
95	из этого	4	5
96	то же	2	4
97	я не	2	4
98	и он	4	4
99	в ней	3	4
100	и на	6	4
101	мы читаем	6	4
102	время в	1	4
103	что его	3	4
104	с его	1	4
105	совсем не	3	4
106	отношение к	2	4
107	в которой	5	4
108	что это	1	4
109	в этой	10	4
110	и если	1	4
111	на его	2	4
112	в нем	6	4
113	он не	3	4
114	содержит в	1	4
115	его в	6	4
116	несмотря на	6	4
117	разного рода	4	4
118	по крайней	4	4
119	мы должны	1	4
120	можно судить	1	4
121	вот что	1	4
122	и о	5	4
123	здесь не	7	4
124	можно сказать	6	4
125	судить по	1	4
126	о том	12	4
127	конечно не	2	4
128	вовсе не	8	4
129	крайней мере	4	4
130	со стороны	1	4
131	что пишет	1	4
132	именно в	3	4
133	в те	2	4
134	так же	5	4
135	в это	2	4
136	с этой	2	4
137	но это	1	4
138	в начале	3	4
139	и наконец	1	4
140	по поводу	2	4
141	это время	2	4
142	отношения к	1	3
143	едва ли	4	3
144	и вот	1	3
145	те времена	2	3
146	лет и	1	3
147	но не	7	3
148	не то	2	3
149	его на	2	3
150	как в	2	3
151	что касается	3	3
152	и как	6	3
153	так или	1	3
154	из этих	1	3
155	поскольку в	3	3
156	учение о	3	3
157	в очень	1	3
158	всех этих	1	3
159	в последний	1	3
160	таким образом	13	3
161	те же	1	3
162	должен был	1	3
163	только одно	1	3
164	с богом	1	3
165	в них	2	3
166	в отношении	3	3
167	в следующем	1	3
168	с точки	8	3
