N	3gram	Losev_Vlad_1	DiskursI
1	в том что	7	13
2	с одной стороны	1	9
3	о том что	7	5
4	то же время	4	4
5	к тому же	2	4
6	а с другой	1	3
7	не может быть	3	3
8	в свою очередь	1	3
9	с другой стороны	3	3
10	в то же	4	3
11	что же касается	4	2
12	мы имеем дело	1	2
13	том что в	3	2
14	не говоря уже	1	2
15	и в особенности	1	2
16	а в том	1	2
17	говоря уже о	1	2
18	в том чтобы	2	2
19	не только в	2	2
20	не приходится удивляться	1	2
21	более или менее	3	2
22	но отнюдь не	1	2
23	можно сказать что	2	2
24	нет и не	1	1
25	и вообще в	1	1
26	в которой он	1	1
27	дело в том	4	1
28	в котором он	1	1
29	также и в	1	1
30	в этом смысле	4	1
31	свидетельствует о том	1	1
32	как раз и	2	1
33	и не может	1	1
34	и в то	2	1
35	что он не	3	1
36	только то что	1	1
37	вместе с тем	1	1
38	одно и то	1	1
39	в целом и	1	1
40	содержит в себе	1	1
41	и в том	1	1
42	и потому что	3	1
43	имеем дело с	1	1
44	потому что в	1	1
45	о чем не	1	1
46	для своего времени	2	1
47	в связи с	1	1
48	том что он	2	1
49	во всяком случае	2	1
50	хотя бы на	1	1
51	в свое время	5	1
52	в этом отношении	1	1
53	приходится удивляться что	1	1
54	в этом же	1	1
55	так и в	1	1
56	это и есть	1	1
57	там же с	10	1
58	к этому времени	2	1
59	до настоящего времени	1	1
60	заключается в том	1	1
61	то чего не	1	1
62	же время и	1	1
63	в известной степени	1	1
64	на то что	4	1
65	к разного рода	1	1
66	и то же	1	1
67	тем не менее	2	1
68	дело не в	1	1
69	лицом к лицу	1	1
70	заключать в себе	1	1
71	в себе не	1	1
72	что не только	1	1
