N	2gram	Bakhtin_Fr_7	Vvedenie
1	и в	41	32
2	в том	11	31
3	в этом	15	30
4	том что	4	26
5	может быть	4	26
6	не только	5	22
7	таким образом	19	19
8	также и	2	18
9	то что	8	16
10	потому что	5	15
11	так как	3	15
12	не может	3	14
13	в самом	1	13
14	в нем	7	13
15	о том	6	13
16	в их	3	12
17	в его	12	12
18	того что	2	12
19	только в	6	12
20	и не	7	12
21	как на	1	12
22	как мы	11	11
23	в ее	1	11
24	в данном	2	11
25	что в	9	10
26	то же	13	9
27	в истории	1	9
28	и как	2	9
29	но в	8	9
30	по себе	1	9
31	как об	1	9
32	между тем	1	9
33	в той	3	9
34	этом смысле	1	9
35	а только	2	8
36	это не	6	8
37	не в	9	8
38	именно в	2	8
39	самом деле	1	7
40	но не	1	7
41	все же	1	7
42	было бы	4	7
43	точки зрения	5	7
44	уже и	1	7
45	в применении	1	7
46	можно было	3	7
47	дело с	1	7
48	как нечто	2	7
49	прежде всего	11	7
50	о котором	2	7
51	и это	5	6
52	как он	2	6
53	том чтобы	1	6
54	его в	3	6
55	с тем	1	6
56	как и	14	6
57	вовсе не	7	6
58	в то	10	6
59	в качестве	9	6
60	же время	9	6
61	тем что	3	6
62	не могут	1	6
63	не трудно	1	6
64	о природе	1	6
65	один из	1	6
66	этот вопрос	1	6
67	и его	9	6
68	и даже	1	6
69	но и	9	6
70	применении к	1	6
71	все это	10	6
72	одним из	1	5
73	а как	1	5
74	иное как	1	5
75	трудно видеть	1	5
76	или вообще	1	5
77	с их	1	5
78	так например	1	5
79	об этом	1	5
80	и тем	1	5
81	данном случае	1	5
82	в них	7	5
83	в которых	2	5
84	сказать что	1	5
85	имеет дело	2	5
86	быть в	1	5
87	так что	1	5
88	уже в	5	5
89	не есть	2	5
90	на этот	1	5
91	а не	2	5
92	по своему	2	5
93	в течение	2	5
94	как бы	7	5
95	есть и	3	5
96	вместе с	5	5
97	и то	2	4
98	как это	1	4
99	в чисто	1	4
100	в первом	1	4
101	той же	3	4
102	мы имеем	2	4
103	что иное	1	4
104	по отношению	2	4
105	не просто	2	4
106	от этого	3	4
107	уже не	2	4
108	в себе	11	4
109	в своей	3	4
110	в котором	1	4
111	как о	3	4
112	не имеет	3	4
113	в разных	2	4
114	в каждом	1	4
115	здесь нет	2	4
116	и т.д	2	4
117	времени и	1	4
118	и что	1	4
119	еще не	2	4
120	что он	3	4
121	и ее	2	4
122	в виде	1	4
123	одно из	1	4
124	всяком случае	1	4
125	этом отношении	2	4
126	даже и	1	4
127	в особенности	2	4
128	и обратно	2	4
129	еще и	1	4
130	о чем	1	4
131	видит в	1	4
132	с этой	1	4
133	и для	5	4
134	а в	5	4
135	не что	1	4
136	отношению к	2	4
137	во всяком	2	4
138	и есть	3	3
139	в сущности	4	3
140	так чтобы	1	3
141	в виду	4	3
142	и на	4	3
143	он сам	1	3
144	в различных	1	3
145	в чем	2	3
146	своего рода	2	3
147	совсем не	3	3
148	в центре	1	3
149	однако не	1	3
150	хотя и	4	3
151	и к	5	3
152	что это	4	3
153	все эти	13	3
154	в этой	13	3
155	при этом	3	3
156	не как	1	3
157	свое время	2	3
158	на этом	5	3
159	на этой	4	3
160	в свое	2	3
161	в прямом	1	3
162	и уже	1	3
163	мы видели	5	3
164	чем в	1	3
165	как целое	1	3
166	в этих	2	3
167	и вот	2	3
168	дело в	2	3
169	дело не	2	3
170	своей природе	1	3
171	связи с	1	3
172	в области	2	3
173	в каком	1	3
174	но все	4	3
175	должен быть	2	3
176	в ней	5	3
177	на том	2	3
178	во второй	2	3
179	вот почему	1	3
180	язык и	1	3
181	а также	2	3
182	времени в	1	3
183	или как	1	3
184	к нему	5	3
185	культурного развития	1	3
186	одной из	2	3
187	до нас	5	3
188	в начале	1	3
189	при помощи	1	3
190	и других	2	3
191	из них	3	3
192	в известной	1	3
193	в одном	3	3
194	в конце	8	3
195	что и	5	3
196	отношение к	2	3
197	свое выражение	1	3
198	до конца	2	3
199	говорит о	1	3
200	так же	5	3
201	такого рода	1	3
202	в своем	9	3
203	к тому	2	3
204	в результате	2	3
205	к этому	5	3
206	в частности	1	3
207	вряд ли	1	2
208	наших дней	1	2
209	и до	6	2
210	должна быть	1	2
211	мы уже	12	2
212	есть не	2	2
213	мы не	2	2
214	половине xix	1	2
215	а во-вторых	1	2
216	в основу	1	2
217	и со	2	2
218	того же	3	2
219	в каждой	2	2
220	время в	2	2
221	природы и	1	2
222	при жизни	1	2
223	значение и	1	2
224	тогда как	1	2
225	себе и	1	2
226	чем же	1	2
227	так называемая	1	2
228	его к	3	2
229	знать и	1	2
230	выражение в	3	2
231	учение о	2	2
232	всего к	1	2
233	и те	3	2
234	о которой	1	2
235	в силу	1	2
236	и наоборот	1	2
237	в другом	1	2
238	и с	4	2
239	традиции и	1	2
240	действительности в	1	2
241	уже знаем	1	2
242	для них	1	2
243	но уже	1	2
244	этого не	1	2
245	несмотря на	3	2
246	должно быть	4	2
