N	3gram	Bakhtin_Pr_1	Formalny
1	с точки зрения	6	14
2	не может быть	11	14
3	на самом деле	3	12
4	в то же	3	7
5	то же время	3	7
6	и т д	1	6
7	и т п	13	5
8	с другой стороны	4	5
9	а вовсе не	1	4
10	в самом деле	3	4
11	подобно тому как	1	4
12	и не может	2	4
13	в данном случае	4	4
14	в связи с	1	4
15	бы то ни	3	4
16	то ни было	2	4
17	в большинстве случаев	5	4
18	для того чтобы	2	4
19	может войти в	1	3
20	по отношению к	19	3
21	то же самое	2	3
22	в самом произведении	1	3
23	в этом отношении	2	3
24	в художественном произведении	4	3
25	в том что	3	3
26	раз и навсегда	1	3
27	нуждается ни в	1	2
28	художественное произведение как	1	2
29	в самой литературе	1	2
30	не следует что	2	2
31	да и не	1	2
32	равно как и	1	2
33	в этом смысле	3	2
34	о произведении как	1	2
35	о том как	1	2
36	самом же деле	1	2
37	в области познания	2	2
38	в нем и	1	2
39	не нуждается ни	1	2
40	то или иное	2	2
41	в художественное произведение	1	2
42	и в то	2	2
43	до известной степени	1	2
44	сами по себе	1	2
45	в отличие от	5	2
46	на самом же	1	2
47	и не нуждается	1	2
48	может быть только	3	2
49	в высшей степени	5	2
50	творчества и восприятия	1	2
51	и между ними	1	2
52	дело в том	1	2
53	в следующей главе	1	2
54	так и в	2	2
55	точки зрения самого	2	2
56	не может стать	1	2
57	от всех других	1	2
58	вовсе не о	1	2
59	к тому что	1	2
60	тем не менее	3	2
61	смысле этого слова	1	2
62	формы и содержания	2	2
63	быть определен в	1	1
64	форму и содержание	1	1
65	слагаются в единство	1	1
66	содержание и форма	1	1
67	и в общем	1	1
68	не выходит за	1	1
69	оценок а не	1	1
70	хотя и не	1	1
71	с помощью всех	1	1
72	отношению к данному	1	1
73	в изобразительных искусствах	2	1
74	в искусстве мы	3	1
75	в его лингвистической	3	1
76	организма и психики	1	1
77	произведения и его	1	1
78	содержания и формы	1	1
79	иметь в виду	1	1
80	в виду что	1	1
81	могут быть выделены	1	1
82	место в целом	1	1
83	в настоящее время	1	1
84	в его состав	1	1
85	как одну из	1	1
86	чего бы то	1	1
87	а иногда и	1	1
88	в том же	2	1
89	вследствие этого и	1	1
90	можно и должно	1	1
91	момент художественного произведения	2	1
92	может быть определен	1	1
93	на первый план	2	1
94	более того можно	1	1
95	в других областях	1	1
96	а следовательно и	1	1
97	к его значению	1	1
98	в лучшем случае	2	1
99	quaternio terminorum в	1	1
100	хотя бы и	1	1
101	от одного к	1	1
102	как его момент	1	1
103	быть определены и	1	1
104	ни в коем	2	1
105	отнюдь не следует	1	1
106	может иметь место	1	1
107	в готовом виде	1	1
108	не совпадает с	2	1
109	в этом произведении	1	1
110	с тем что	1	1
111	художественного произведения не	1	1
112	в поэтическом произведении	1	1
113	и потому в	1	1
114	в противном случае	3	1
115	со всех сторон	2	1
116	в их конкретном	1	1
117	вовсе не как	1	1
118	до сих пор	1	1
119	и тем не	1	1
120	прямого отношения к	1	1
121	и в других	1	1
122	художественного произведения как	1	1
123	в коем случае	2	1
124	направлен не на	1	1
125	момент может быть	1	1
126	жизни таким образом	1	1
127	имеет место и	1	1
128	в своем творчестве	1	1
129	таким образом есть	1	1
130	в значительной степени	1	1
131	отсюда отнюдь не	1	1
132	в двух направлениях	1	1
133	и нисколько не	1	1
134	не только в	2	1
135	с одной стороны	3	1
136	вопроса о том	1	1
137	она никогда не	1	1
138	материал так и	1	1
139	его лингвистической определенности	3	1
140	правильная постановка проблемы	1	1
141	это можно выразить	1	1
142	настоящее время в	1	1
143	никогда не может	2	1
144	коем случае не	2	1
145	художественного воплощения в	1	1
146	художественное произведение в	3	1
147	быть понята как	1	1
148	материал в его	1	1
149	движется не в	1	1
150	не в том	1	1
151	при этом условии	1	1
152	может быть понята	1	1
153	связи и взаимоотношения	1	1
154	в наши задачи	1	1
155	о чем говорится	1	1
156	о которых идет	1	1
157	иметь место в	1	1
158	не может и	2	1
159	в его целом	5	1
160	познавательной и иной	1	1
161	все то что	3	1
162	материала и его	1	1
163	между тем как	5	1
164	связи с теорией	1	1
165	того или иного	2	1
166	художественного произведения в	1	1
167	совершенно независимо от	2	1
168	мы можем сказать	2	1
169	в своих более	1	1
170	и пр в	1	1
171	может и не	2	1
172	можно было бы	3	1
173	комбинацию в пределах	1	1
174	вне искусства является	1	1
175	единство создается не	1	1
176	что в его	1	1
177	в ее целом	1	1
178	и в самом	1	1
179	но отнюдь не	7	1
180	место и у	1	1
181	художественного творчества и	3	1
182	выходит за пределы	1	1
183	той или иной	2	1
184	в нем нет	1	1
185	и в романе	1	1
186	можно сказать что	2	1
187	одного к другому	1	1
188	у нас в	1	1
189	на то что	1	1
190	язык в его	1	1
191	которые могут быть	1	1
192	в литературном контексте	1	1
193	ее художественного воплощения	1	1
194	и быть не	1	1
195	лишь там где	2	1
196	мы уже указывали	1	1
197	не входят в	2	1
198	и в том	1	1
199	и в нем	3	1
200	художественного виденья и	1	1
201	который был бы	1	1
202	эстетический объект в	5	1
203	она может и	1	1
204	за его пределы	2	1
205	как и в	1	1
206	которых идет речь	1	1
207	и этические оценки	1	1
208	можем сказать что	1	1
209	не нуждается в	1	1
210	художественное произведение является	1	1
211	она не может	1	1
212	точки зрения одной	1	1
213	нам важно лишь	1	1
214	мы еще не	1	1
