N	2gram	Tiupa_Narr_1	Marksizm
1	может быть	15	28
2	и в	11	19
3	как бы	6	19
4	и не	23	19
5	не может	8	18
6	точки зрения	5	17
7	то же	8	16
8	и его	10	16
9	как мы	2	15
10	в этом	12	15
11	в сущности	2	14
12	так сказать	2	14
13	таким образом	1	14
14	лишь в	3	14
15	чужого слова	4	13
16	не только	31	13
17	косвенной речи	1	13
18	с точки	1	13
19	связи с	2	13
20	речи и	1	13
21	в нем	4	11
22	если бы	7	11
23	не в	6	10
24	так и	5	10
25	и т.п	8	10
26	но и	27	10
27	в пределах	2	10
28	прямая речь	1	10
29	том что	7	10
30	самом деле	3	9
31	при этом	19	9
32	как и	13	9
33	для него	4	9
34	языка как	1	9
35	а не	13	9
36	прямой речи	1	9
37	с его	4	8
38	по отношению	3	8
39	чужое слово	1	8
40	в то	4	8
41	же время	4	8
42	только в	12	8
43	слова в	4	8
44	отнюдь не	2	8
45	не является	3	8
46	отношению к	3	8
47	на самом	1	7
48	его в	1	7
49	высказывания в	2	7
50	одна из	4	7
51	никогда не	4	7
52	в том	8	7
53	прежде всего	4	7
54	в связи	2	7
55	и для	2	7
56	но в	7	7
57	в таком	2	7
58	мы уже	1	6
59	язык как	2	6
60	во всех	1	6
61	и как	3	6
62	в самом	6	6
63	слова и	1	6
64	того чтобы	4	6
65	к тому	6	6
66	для того	3	6
67	же самое	2	6
68	быть и	2	6
69	между тем	3	6
70	мы можем	2	6
71	с помощью	1	6
72	и все	3	6
73	хотя бы	2	6
74	ни было	1	6
75	в свою	2	6
76	того же	1	5
77	и на	5	5
78	все же	4	5
79	то ни	1	5
80	лишь на	1	5
81	в данном	11	5
82	в их	1	5
83	свою очередь	2	5
84	и здесь	1	5
85	к нему	4	5
86	в его	6	5
87	в форме	2	5
88	отношении к	1	5
89	или иной	4	5
90	значения в	1	5
91	данного высказывания	1	5
92	в той	2	5
93	в контексте	1	5
94	и того	2	5
95	тем более	1	5
96	совершенно не	1	5
97	к этому	1	5
98	так же	1	5
99	тем же	2	4
100	и ее	3	4
101	слова о	1	4
102	бы то	1	4
103	как если	2	4
104	только на	2	4
105	в себе	6	4
106	на то	2	4
107	значение в	1	4
108	в данной	1	4
109	это не	3	4
110	и тем	4	4
111	в слове	3	4
112	мы видели	1	4
113	одного и	1	4
114	этой связи	1	4
115	тому что	1	4
116	ничего не	2	4
117	и т.д	6	4
118	той или	5	4
119	из одного	1	4
120	по мере	2	4
121	того что	4	4
122	в формах	1	4
123	с ними	2	4
124	что он	3	4
125	в душе	1	4
126	как раз	6	4
127	связь с	1	4
128	то что	9	4
129	сказать что	2	4
130	если б	1	3
131	и то	3	3
132	в котором	1	3
133	и до	1	3
134	внутренний мир	1	3
135	в ней	4	3
136	еще не	4	3
137	столь же	5	3
138	в ее	1	3
139	отличие от	2	3
140	с этим	1	3
141	перед нами	5	3
142	в этой	6	3
143	но ведь	1	3
144	он не	3	3
145	не как	1	3
146	в корне	1	3
147	какой бы	1	3
148	одно и	2	3
149	не будет	2	3
150	в другом	1	3
151	той же	1	3
152	с другими	1	3
153	по себе	4	3
154	в этих	2	3
155	в своей	5	3
156	в отличие	2	3
157	не имеет	2	3
158	для всего	1	3
159	они являются	1	3
160	у нас	3	3
161	могут быть	1	3
162	для его	1	3
163	значения и	2	3
164	о том	4	3
165	и лишь	1	3
166	что и	1	3
167	в двух	1	3
168	одной из	1	3
169	с одной	1	3
170	в качестве	14	3
171	его и	2	3
172	так как	1	3
173	до сих	2	3
174	с другой	2	3
175	связано с	1	3
176	не было	3	3
177	одной стороны	1	3
178	да и	2	3
179	и от	2	3
180	сих пор	2	3
181	его становления	1	3
182	не существует	3	3
183	сознания и	1	3
184	только что	2	3
185	в различных	1	3
186	а в	13	3
187	во всяком	2	3
188	одним из	1	2
189	в зависимости	2	2
190	и чужого	2	2
191	зависимости от	2	2
192	и он	6	2
193	и самого	2	2
194	он был	1	2
195	иное как	1	2
196	но как	3	2
197	дело обстоит	1	2
198	значение и	1	2
199	ответ на	1	2
200	опирается на	1	2
201	в своем	3	2
202	более или	1	2
203	что это	1	2
204	же слово	1	2
205	в нашем	3	2
206	бы не	1	2
207	в тех	1	2
208	следующей главе	1	2
209	тому же	6	2
210	одно слово	1	2
211	значительной степени	1	2
212	этом последнем	1	2
213	различие между	1	2
214	и с	3	2
215	то есть	9	2
216	это было	2	2
217	на протяжении	7	2
218	уже знаем	1	2
219	в жизни	3	2
220	далеко не	1	2
221	и потому	1	2
222	он и	2	2
223	мы не	3	2
224	и тогда	2	2
225	или менее	1	2
226	первой главы	1	2
227	является в	1	2
228	точку зрения	1	2
229	по крайней	1	2
230	но они	3	2
231	на языке	1	2
232	этот тип	1	2
233	слова как	1	2
234	и является	2	2
235	только с	1	2
236	глава третья	2	2
237	комментирования в	1	2
238	сказать изнутри	1	2
239	об одном	1	2
240	если же	1	2
241	должен быть	1	2
242	и о	3	2
243	решения проблемы	1	2
244	приводит к	1	2
245	не с	1	2
246	поэтому в	1	2
247	и даже	2	2
248	сводится к	3	2
249	в значительной	1	2
250	крайней мере	1	2
251	всяком случае	2	2
252	все время	1	2
253	но не	4	2
254	мы увидим	1	2
255	иной степени	1	2
256	они могут	2	2
257	себя в	2	2
258	и у	1	2
259	уже в	1	2
260	свидетельствует о	1	2
261	но для	3	2
262	друг друга	2	2
263	у него	7	2
264	тем что	1	2
265	это будет	1	2
266	в особенности	2	2
267	именно в	3	2
268	бытия в	1	2
269	а с	1	2
270	что не	2	2
271	они не	1	2
272	стремится к	1	2
273	до конца	2	2
274	не на	1	2
275	как системы	1	2
276	однако и	4	2
277	о чем	4	2
278	в речи	4	2
279	вместе с	2	2
280	границы между	1	2
281	к его	2	2
282	установкой на	2	2
283	там где	1	2
284	в начале	3	2
285	в более	1	2
286	в следующей	3	2
287	говорящего и	1	2
288	или в	6	2
289	имеет дело	1	2
290	еще более	1	2
291	между ними	2	2
292	не знает	1	2
293	жизни и	6	2
294	что в	3	2
295	как известно	3	1
296	человеческой речи	1	1
297	речь идет	3	1
298	также и	3	1
299	например в	1	1
300	сам по	1	1
301	в разные	1	1
302	то в	4	1
303	между двумя	5	1
304	из другого	1	1
305	без помощи	1	1
306	в гостиной	1	1
307	не приходится	1	1
308	передачи но	1	1
309	ни единого	1	1
310	из сказанного	1	1
311	что иное	1	1
312	не случаен	1	1
313	частным и	1	1
314	из того	1	1
315	мы и	1	1
316	и со	1	1
317	мы предполагаем	1	1
318	подчеркнуть что	1	1
319	слово не	1	1
320	но при	3	1
321	начало и	3	1
322	между собой	2	1
323	установки на	1	1
324	сознания а	1	1
325	в риторике	1	1
326	из этих	4	1
327	а только	1	1
328	точка зрения	5	1
329	не все	1	1
330	к слову	1	1
331	при условии	1	1
332	глава четвертая	2	1
333	друг от	1	1
334	и я	1	1
335	в центре	3	1
336	и соответствующих	1	1
337	его на	1	1
338	как в	4	1
339	что именно	1	1
340	так называемая	2	1
341	группы в	1	1
342	может обойтись	1	1
343	и где	1	1
344	такое слово	1	1
345	когда он	1	1
346	и наконец	1	1
347	мы отчетливо	1	1
348	диалог в	1	1
349	мир и	1	1
350	следующим образом	1	1
351	глава вторая	2	1
352	вернуться в	1	1
353	что слово	1	1
354	для которого	1	1
355	этого внутреннего	1	1
356	к чему	3	1
357	в которой	1	1
358	как это	3	1
359	в ответ	1	1
360	единство слова	1	1
361	ни одна	1	1
362	речи но	1	1
363	как он	1	1
364	не могла	2	1
365	с языком	2	1
366	что она	1	1
367	главным образом	1	1
368	всё это	1	1
369	но именно	3	1
370	к одному	1	1
371	художественного высказывания	2	1
372	в силу	1	1
373	и вот	2	1
374	так например	1	1
375	в нее	1	1
376	но все	1	1
377	человека в	2	1
378	речи или	1	1
379	со всеми	1	1
380	ясно что	1	1
381	входит в	2	1
382	не умеет	1	1
383	сознания к	1	1
384	и иных	2	1
385	он есть	1	1
386	всю свою	1	1
387	только одно	1	1
388	но уже	1	1
389	он является	1	1
390	однако слово	1	1
391	с тем	1	1
392	которой он	1	1
393	внутри и	1	1
394	может идти	1	1
395	все это	1	1
396	говорящего как	1	1
397	и конец	3	1
398	отрыве от	1	1
399	их нам	1	1
400	или точнее	1	1
401	себе а	1	1
402	нельзя понять	1	1
403	в авторском	1	1
404	от его	1	1
405	конечном счете	1	1
406	не менее	3	1
407	не понимает	1	1
408	идти в	1	1
409	наполнения и	1	1
410	но во	1	1
411	что было	1	1
412	тем не	3	1
413	процессах в	1	1
414	и вся	1	1
415	вернемся к	1	1
416	он как	1	1
417	до известной	1	1
418	речь самого	2	1
419	что эта	1	1
420	в потоке	1	1
421	в русской	3	1
422	и притом	2	1
423	во время	1	1
424	и сама	2	1
425	было не	1	1
426	текста но	1	1
427	с и	1	1
428	принадлежит к	1	1
429	это еще	1	1
430	не могло	2	1
431	инкорпорированы в	1	1
432	на себя	4	1
433	людей так	1	1
434	ведь к	1	1
435	где-нибудь в	1	1
436	и мысли	1	1
437	не принадлежит	1	1
438	так называемый	1	1
439	не столь	2	1
440	этом отношении	3	1
