N	3gram	Tiupa_Disk_1	Istorich
1	с другой стороны	3	8
2	с одной стороны	9	7
3	в этом случае	1	6
4	в том что	13	5
5	до сих пор	1	4
6	не только в	2	4
7	о том что	5	4
8	о том как	1	3
9	вместе с тем	1	3
10	в данном случае	2	3
11	в тех случаях	1	3
12	за тридевять земель	1	3
13	тех случаях когда	1	3
14	не может быть	3	3
15	том что в	2	2
16	в античной греции	2	2
17	только то что	1	2
18	не могло быть	1	2
19	во всяком случае	1	2
20	по отношению к	9	2
21	как в сказании	2	2
22	но все же	1	2
23	ее к себе	1	2
24	как и в	1	2
25	как мы видели	1	2
26	и один из	1	1
27	на том что	1	1
28	в чистом виде	1	1
29	лицом к лицу	1	1
30	только потому что	1	1
31	более или менее	2	1
32	и в особенности	2	1
33	в том числе	2	1
34	том что на	1	1
35	том что он	1	1
36	одной стороны и	2	1
37	в частности в	2	1
38	в одной из	2	1
39	и не может	1	1
40	в таком случае	1	1
41	при этом он	1	1
42	на обе стороны	1	1
43	по аналогии с	1	1
44	том числе и	2	1
45	а иногда и	1	1
46	к мысли о	1	1
47	одно и то	1	1
48	но в таком	1	1
49	на передний план	1	1
50	и мн др	1	1
51	могло и не	1	1
52	это прежде всего	3	1
53	одной стороны он	1	1
54	но при этом	3	1
55	и то же	1	1
56	а с другой	3	1
57	она сводится к	1	1
58	в этом направлении	1	1
59	свою принадлежность к	1	1
60	между мифом и	2	1
61	о потустороннем мире	1	1
62	и в том	1	1
63	в свое время	1	1
64	все того же	1	1
65	так например в	1	1
66	так и в	1	1
67	в сказке но	1	1
68	и тем более	1	1
69	и те же	1	1
70	подобно тому как	2	1
71	речь идет о	1	1
72	несмотря на все	1	1
73	можно сказать что	2	1
74	на то что	1	1
75	тем не менее	1	1
76	на русском языке	1	1
77	нет у них	1	1
78	мог быть только	1	1
79	здесь как и	1	1
80	в себе не	1	1
81	и не могло	1	1
