N	2gram	Propp_Russ_2	OGranits
1	и в	29	13
2	и его	1	12
3	прежде всего	2	9
4	может быть	13	8
5	не может	5	8
6	и не	1	8
7	в его	1	7
8	и пр	2	7
9	только в	1	6
10	как бы	18	6
11	не только	10	6
12	то что	5	6
13	мы должны	1	6
14	таким образом	6	6
15	все же	2	5
16	и наконец	1	5
17	и эта	1	5
18	мы не	6	4
19	но в	5	4
20	вопроса о	1	4
21	то же	4	4
22	в своей	2	4
23	было бы	3	4
24	все это	10	4
25	в двух	1	4
26	не является	1	4
27	вряд ли	2	3
28	и то	2	3
29	в ее	3	3
30	в пределах	1	3
31	так и	1	3
32	г в	1	3
33	говорить о	1	3
34	в их	2	3
35	с этим	2	3
36	в которой	2	3
37	в одном	1	3
38	так как	13	3
39	здесь мы	2	3
40	но и	8	3
41	как и	11	3
42	не в	4	3
43	и для	2	3
44	никогда не	2	3
45	и все	4	3
46	превращается в	1	3
47	не столько	2	3
48	что в	22	3
49	ничего общего	1	3
50	и др	1	2
51	данном случае	7	2
52	на две	2	2
53	мы уже	1	2
54	мог бы	1	2
55	если бы	1	2
56	что иное	2	2
57	иное как	2	2
58	не что	2	2
59	в ней	1	2
60	ее в	8	2
61	а также	4	2
62	между тем	3	2
63	явлений и	1	2
64	в ряд	2	2
65	во всей	1	2
66	что они	1	2
67	к сожалению	1	2
68	и следовательно	1	2
69	может иметь	1	2
70	как в	7	2
71	в данном	6	2
72	в этом	11	2
73	но так	1	2
74	в том	22	2
75	тот же	1	2
76	с ними	1	2
77	от этого	1	2
78	в этот	10	2
79	все эти	3	2
80	с одной	2	2
81	уже в	1	2
82	в нем	1	2
83	связанные с	2	2
84	при этом	6	2
85	для него	1	2
86	в другом	1	2
87	тем что	3	2
88	в них	4	2
89	связанных с	1	2
90	г по	1	2
91	с другой	2	2
92	а как	1	2
93	в самом	1	2
94	входит в	1	2
95	того или	1	2
96	одной стороны	2	2
97	не на	1	2
98	а не	4	2
99	круга представлений	1	2
100	другой стороны	1	2
101	в руках	2	2
102	там где	2	2
103	несмотря на	1	2
104	том что	22	2
105	в г	2	2
106	и при	2	2
107	и ее	2	2
108	так же	4	2
109	своего рода	1	2
110	в течение	2	2
111	в тех	1	2
112	с этой	2	2
113	выбор и	1	2
114	не менее	2	2
115	что эта	1	2
116	не имеет	3	2
117	и является	1	2
118	во всем	2	2
119	а в	9	2
120	еще в	2	2
121	в целях	2	2
122	имеет место	1	2
123	могут быть	2	2
124	в своих	2	2
125	обычно в	1	1
126	и это	1	1
127	необходимо изучить	1	1
128	можно говорить	1	1
129	одним из	2	1
130	же как	4	1
131	человека и	1	1
132	некоторые исследователи	1	1
133	и через	3	1
134	в виду	2	1
135	на нем	1	1
136	и сами	1	1
137	в некоторых	9	1
138	но далеко	1	1
139	на основе	1	1
140	уже к	1	1
141	это и	2	1
142	и есть	1	1
143	здесь и	1	1
144	ту же	1	1
145	и до	1	1
146	в нашу	1	1
147	некоторых других	1	1
148	в образе	2	1
149	можно было	2	1
150	здесь нет	1	1
151	или на	8	1
152	мы имеем	6	1
153	или их	2	1
154	когда в	1	1
155	к тем	1	1
156	и о	3	1
157	но у	1	1
158	вопрос о	4	1
159	на место	1	1
160	для этого	5	1
161	из одного	1	1
162	это обычно	1	1
163	но может	1	1
164	на себя	2	1
165	сводится к	1	1
166	из того	1	1
167	то это	1	1
168	не совсем	2	1
169	другом месте	1	1
170	и что	5	1
171	не имеем	1	1
172	еще не	6	1
173	эту связь	1	1
174	в различных	1	1
175	не могу	1	1
176	тем как	1	1
177	к нему	4	1
178	на самом	2	1
179	относятся и	1	1
180	совсем не	2	1
181	но не	5	1
182	этом говорит	1	1
183	с момента	1	1
184	вся эта	2	1
185	и остаются	1	1
186	обратное явление	1	1
187	природы и	2	1
188	отношение к	1	1
189	сопоставляется с	1	1
190	нет и	1	1
191	в другой	1	1
192	на то	1	1
193	детей и	1	1
194	течение всего	1	1
195	в одной	1	1
196	эта связь	2	1
197	полагая что	1	1
198	в своем	1	1
199	по своей	1	1
200	что касается	1	1
201	один из	2	1
202	тех случаях	1	1
203	и как	2	1
204	его к	1	1
205	этот вопрос	2	1
206	что он	1	1
207	более или	1	1
208	материала например	1	1
209	который в	1	1
210	всем разнообразии	1	1
211	или же	5	1
212	под ним	2	1
213	состоит не	1	1
214	иной характер	2	1
215	то почему	1	1
216	так в	2	1
217	выражение в	1	1
218	ни одна	1	1
219	в этой	3	1
220	что к	1	1
221	остановиться на	1	1
222	само собой	1	1
223	с одним	1	1
224	можно установить	1	1
225	не можем	2	1
226	только на	1	1
227	если он	2	1
228	и если	1	1
229	этот момент	1	1
230	к слову	1	1
231	что она	3	1
232	в статье	1	1
233	или даже	3	1
234	и других	3	1
235	на эту	2	1
236	превращаются в	1	1
237	одно из	2	1
238	не будут	1	1
239	состоит в	15	1
240	в виде	4	1
241	в конце	1	1
242	и должна	1	1
243	школы все	1	1
244	что без	1	1
245	только с	1	1
246	каждый из	2	1
247	подобно тому	3	1
248	отличие от	3	1
249	на этом	3	1
250	людей и	2	1
251	ее на	2	1
252	это конечно	1	1
253	для того	6	1
254	к г	1	1
255	на всю	1	1
256	воплощенной в	1	1
257	в особенности	1	1
258	на все	1	1
259	имеет и	1	1
260	и здесь	1	1
261	его в	8	1
262	те или	1	1
263	от одного	1	1
264	и дает	1	1
265	в природе	3	1
266	еще одно	1	1
267	и находит	1	1
268	только одно	1	1
269	для них	2	1
270	из нее	2	1
271	не было	2	1
272	а на	9	1
273	далеко не	4	1
274	из наиболее	2	1
275	которые с	2	1
276	не всегда	3	1
277	все время	1	1
278	отнюдь не	1	1
279	его эта	1	1
280	ставится в	1	1
281	должно быть	2	1
282	него не	1	1
283	такой же	1	1
284	и тогда	1	1
285	и некоторых	1	1
286	есть одно	1	1
287	или менее	1	1
288	связь с	3	1
289	но если	3	1
290	на который	1	1
291	себе в	1	1
292	при изучении	1	1
293	эти слова	1	1
294	нее как	1	1
295	и особенно	1	1
296	как все	1	1
297	в такой	1	1
298	как это	4	1
299	ходить и	1	1
300	и назначение	1	1
301	представление о	5	1
302	в отличие	3	1
303	в которых	4	1
304	и морфологические	1	1
305	и создавать	1	1
306	к этому	5	1
307	нашу задачу	1	1
308	должно было	3	1
309	тому как	3	1
310	и связанных	1	1
311	и там	3	1
312	тем не	2	1
313	как средство	2	1
314	и более	1	1
315	их в	4	1
316	в человеческом	1	1
317	быть не	1	1
318	этого слова	1	1
319	быть и	1	1
320	сил которые	1	1
321	до конца	3	1
322	но это	1	1
323	и оно	1	1
324	виду что	1	1
325	вошла в	1	1
326	и хозяйства	1	1
327	в то	2	1
328	как о	1	1
329	одна из	11	1
330	в науке	1	1
331	случаях когда	1	1
332	того чтобы	6	1
333	иметь в	1	1
334	и чем	1	1
335	и становится	1	1
336	или в	7	1
337	найти в	1	1
338	быть случайным	1	1
339	того как	2	1
340	именно с	1	1
341	ее и	2	1
342	у некоторых	2	1
343	в основе	1	1
344	тем более	1	1
345	от него	1	1
346	только что	1	1
347	потому что	5	1
348	общего не	1	1
349	связи с	2	1
350	до того	1	1
351	себе на	1	1
352	этом отношении	1	1
353	их по	3	1
354	об этом	2	1
355	этот не	1	1
356	от первого	1	1
357	и несколько	1	1
358	две формы	2	1
359	сказать что	1	1
360	он называет	1	1
361	все то	2	1
362	мы здесь	2	1
363	одном ряду	1	1
364	не входит	1	1
365	когда мы	2	1
366	во все	1	1
367	на очень	1	1
368	вместе с	6	1
369	например в	1	1
370	что при	2	1
