N	3gram	Tiupa_Anal_3	Formalny
1	не может быть	1	10
2	в связи с	1	10
3	с точки зрения	2	7
4	в этом отношении	3	7
5	в самом деле	1	5
6	то же время	3	5
7	в то же	3	5
8	во всяком случае	2	5
9	здесь и теперь	1	4
10	не могут быть	1	4
11	того или иного	1	4
12	на самом деле	1	3
13	в зависимости от	1	3
14	сам по себе	1	3
15	в большинстве случаев	1	3
16	в значительной степени	2	3
17	не в том	1	3
18	с другой стороны	5	3
19	до известной степени	3	3
20	так и в	1	3
21	для того чтобы	1	3
22	в этом смысле	1	2
23	в отличие от	2	2
24	в применении к	1	2
25	и в этой	1	2
26	по себе а	1	2
27	и прежде всего	2	2
28	в том что	7	2
29	в нем определенные	1	1
30	что иное как	1	1
31	тем самым по	1	1
32	как бы не	1	1
33	не говоря уже	1	1
34	и в особенности	1	1
35	в этом случае	1	1
36	с одной стороны	2	1
37	до сих пор	1	1
38	говоря уже о	1	1
39	в таком случае	1	1
40	же время в	1	1
41	что он не	1	1
42	но они не	1	1
43	с самим собою	1	1
44	на этот вопрос	1	1
45	как и от	1	1
46	этом отношении он	1	1
47	по крайней мере	4	1
48	именно в этом	1	1
49	что не есть	1	1
50	в данном случае	3	1
51	что во втором	1	1
52	в том чтобы	1	1
53	однако и здесь	1	1
54	необходимо отличать от	1	1
55	и тот же	1	1
56	и должно было	1	1
57	между тем в	1	1
58	с тем же	1	1
59	так или иначе	1	1
60	а не как	1	1
61	лишь в том	1	1
62	высказывания как целого	1	1
63	один и тот	1	1
64	не для того	1	1
65	есть не что	1	1
66	таким образом в	1	1
67	в свою очередь	4	1
68	мы обратимся к	1	1
69	совершенно очевидно что	2	1
70	было бы сказать	1	1
71	в сущности не	1	1
72	не что иное	1	1
73	сама по себе	2	1
74	тем не менее	2	1
75	то что они	1	1
76	как и в	4	1
77	что и в	1	1
78	но и к	1	1
