N	3gram	Bakhtin_Fr_5	Psycholo
1	для того чтобы	6	19
2	в том что	6	12
3	все то что	1	11
4	о том что	1	10
5	в самом деле	1	7
6	то же самое	2	6
7	так же точно	1	5
8	на самом деле	4	5
9	с точки зрения	2	4
10	что он не	1	4
11	можно было бы	2	4
12	друг с другом	2	4
13	то что в	1	3
14	и что в	1	3
15	так же как	4	3
16	до сих пор	3	3
17	это не просто	1	3
18	потому что он	3	2
19	о том как	2	2
20	во всех этих	1	2
21	вместе с тем	1	2
22	и в частности	1	2
23	в это время	1	2
24	что в этой	1	2
25	одна и та	1	2
26	и той же	1	2
27	в то время	2	2
28	и в самом	1	2
29	он полагает что	1	2
30	мы видим что	2	2
31	одной и той	1	2
32	и та же	1	2
33	к тому же	2	2
34	те же самые	1	2
35	что иное как	1	1
36	и в общем	1	1
37	мы уже говорили	2	1
38	пьесы но в	1	1
39	в игре в	1	1
40	том что это	1	1
41	и когда она	1	1
42	по отношению к	1	1
43	это то же	1	1
44	также и в	2	1
45	что не может	1	1
46	и целый ряд	1	1
47	же как и	2	1
48	мы не можем	1	1
49	он все же	1	1
50	рассказывает о том	1	1
51	жизни и смерти	2	1
52	если мы обратимся	1	1
53	и таким образом	1	1
54	но он не	1	1
55	то же время	9	1
56	свидетельствуют о том	1	1
57	так например в	1	1
58	только для того	1	1
59	времени и мы	1	1
60	прямо указывает на	1	1
61	так как он	1	1
62	все это в	1	1
63	видят в ней	1	1
64	и с точки	2	1
65	и в то	1	1
66	смысл всех этих	1	1
67	а также и	4	1
68	в этой пьесе	1	1
69	и в этой	1	1
70	положенные в основу	1	1
71	в свою очередь	1	1
72	дело в том	2	1
73	и в самой	1	1
74	как бы в	2	1
75	в нем есть	1	1
76	но и вообще	1	1
77	они свидетельствуют о	1	1
78	не может быть	2	1
79	и о которых	1	1
80	не что иное	1	1
81	как это и	1	1
82	в истории литературы	1	1
83	она и не	1	1
84	ничего общего с	1	1
85	то есть в	2	1
86	мы еще будем	1	1
87	у шекспира и	1	1
88	в конечном счете	1	1
89	можно сказать что	2	1
90	мы обратимся к	1	1
91	в этой же	1	1
92	в то же	9	1
93	как мы уже	1	1
94	в средние века	2	1
95	целый ряд других	1	1
96	совершенно верно но	1	1
97	что и в	1	1
98	в ней и	1	1
99	как бы он	1	1
100	точку зрения на	2	1
