N	3gram	Vygotskiy__1	Psycholo
1	в том что	15	9
2	не может быть	5	8
3	с таким образом	3	8
4	на то что	3	8
5	и т д	1	8
6	в самом деле	2	7
7	в том чтобы	3	7
8	о том что	6	7
9	во всяком случае	3	6
10	заключается в том	6	6
11	в зависимости от	2	5
12	то время как	4	5
13	в то время	5	5
14	само по себе	1	5
15	этой точки зрения	1	5
16	с другой стороны	9	5
17	с одной стороны	8	5
18	для того чтобы	15	5
19	психологической точки зрения	1	4
20	с этой точки	1	4
21	так же как	5	4
22	как и в	1	4
23	только тогда когда	2	4
24	не в состоянии	2	3
25	в какой мере	2	3
26	и той же	2	3
27	чтобы показать что	1	3
28	до сих пор	4	3
29	в отличие от	1	3
30	в собственном смысле	5	3
31	в сущности говоря	2	3
32	точно так же	1	3
33	указывает на то	2	3
34	ни в какой	2	3
35	одной и той	2	3
36	так же точно	9	3
37	то что у	2	3
38	в конце концов	1	3
39	с психологической точки	1	3
40	что у него	1	3
41	надо сказать что	1	3
42	не только не	1	3
43	в конечном счете	1	3
44	все то что	1	3
45	потому что он	1	2
46	хотя и не	1	2
47	то что я	1	2
48	состоит в том	1	2
49	тех же самых	1	2
50	в этом смысле	1	2
51	то же самое	3	2
52	в силу того	1	2
53	мы не можем	1	2
54	с точки зрения	18	2
55	в этом отношении	4	2
56	со всеми остальными	2	2
57	в одинаковой мере	1	2
58	вместе с тем	5	2
59	так как они	1	2
60	благодаря тому что	2	2
61	собственном смысле слова	1	2
62	том что мы	1	2
63	в целом ряде	1	2
64	и таким образом	2	2
65	силу того что	1	2
66	от того что	2	2
67	в результате его	1	2
68	в одном из	2	2
69	смысле этого слова	3	2
70	сама по себе	1	2
71	на самом деле	1	2
72	тем не менее	1	2
73	мы видели что	1	2
74	даже тогда когда	1	1
75	и том же	1	1
76	друг к другу	1	1
77	такой же мере	3	1
78	таким образом оказывается	1	1
79	а следовательно и	1	1
80	самым существенным из	1	1
81	у каждого из	1	1
82	другой стороны в	1	1
83	и столь же	1	1
84	в чем же	1	1
85	одном и том	1	1
86	потому что в	1	1
87	если бы мы	1	1
88	дело в том	1	1
89	ясно что с	1	1
90	чем именно заключается	1	1
91	может показаться что	1	1
92	есть прежде всего	2	1
93	в том числе	1	1
94	том что он	2	1
95	в том же	1	1
96	одной стороны и	1	1
97	что следует различать	1	1
98	же как и	4	1
99	он указывает на	1	1
100	по сравнению с	5	1
101	значение как и	1	1
102	что с точки	1	1
103	с тем является	1	1
104	на точку зрения	1	1
105	то что и	1	1
106	так как мы	1	1
107	и с психологической	1	1
108	что мы можем	1	1
109	независимо от того	2	1
110	то что в	1	1
111	с тем чтобы	1	1
112	а вместе с	1	1
113	по существу с	1	1
114	заключает в себе	1	1
115	виде в каком	2	1
116	ту или другую	1	1
117	только благодаря тому	1	1
118	какой мере не	1	1
119	в направлении к	1	1
120	того чтобы с	1	1
121	при этом она	1	1
122	может быть сведено	2	1
123	то что обычно	1	1
124	бы сказать что	2	1
125	или другую сторону	1	1
126	и то что	1	1
127	полном согласии с	1	1
128	нашего исследования и	1	1
129	как в одной	1	1
130	ту или иную	1	1
131	в которой она	1	1
132	того чтобы выяснить	2	1
133	вот что говорит	1	1
134	если мы хотим	2	1
135	едва ли не	1	1
136	в этой области	1	1
137	не только в	1	1
138	этой области знания	1	1
139	и не быть	1	1
140	в приложении к	2	1
141	место только тогда	1	1
142	потому что оно	1	1
143	и то же	2	1
144	в известном смысле	2	1
145	и в этом	1	1
146	этим сказать что	1	1
147	все больше и	1	1
148	таким образом психология	1	1
149	одну из этих	1	1
150	приходит к выводу	3	1
151	не иначе как	1	1
152	того что она	1	1
153	приводит к тому	2	1
154	что все решительно	1	1
155	в такой же	3	1
156	стремится не к	1	1
157	с первого взгляда	1	1
158	приводит нас к	1	1
159	в чем именно	1	1
160	все что мы	1	1
161	все это составляет	1	1
162	убедиться в том	2	1
163	но вместе с	4	1
164	представить себе такое	1	1
165	вместо того чтобы	2	1
166	речь идет о	2	1
167	образом оказывается что	1	1
168	этой теорией в	1	1
169	на вопрос о	2	1
170	в тех случаях	1	1
171	только то что	1	1
172	существенным из этих	1	1
173	совершенно независимо от	1	1
174	мере не является	1	1
175	что даже в	1	1
176	когда мы говорим	1	1
177	что оно есть	1	1
178	но для того	1	1
179	таким образом мы	1	1
180	что в этой	1	1
181	разница между обоими	1	1
182	и вместе с	1	1
183	в свою очередь	3	1
184	не может служить	1	1
185	с на основании	1	1
186	и в известном	2	1
187	легко убедиться в	2	1
188	к которым приводит	1	1
189	результате этого исследования	1	1
190	стороны интересующей нас	1	1
191	к выводу что	4	1
192	с самого начала	8	1
193	мы не хотим	2	1
194	и в психологии	1	1
195	в этом вопросе	3	1
196	можно сказать что	4	1
197	в ту или	1	1
198	говорит что в	1	1
199	и в частности	2	1
200	сделать на основании	1	1
201	больше и больше	1	1
202	в полном согласии	1	1
203	ключом к объяснению	1	1
204	именно в силу	1	1
205	и главным образом	1	1
206	в своих исследованиях	1	1
207	тому что он	1	1
208	одно и то	2	1
209	же точно и	1	1
210	в результате этого	1	1
211	прямо говорит что	2	1
212	а затем уже	1	1
213	том числе и	1	1
