N	2gram	Vygotskiy__2	SlovoVZh
1	не может	17	16
2	может быть	18	14
3	точки зрения	17	14
4	как бы	6	13
5	и его	7	13
6	таким образом	21	12
7	и в	32	12
8	в нашем	1	11
9	и не	10	10
10	если бы	6	9
11	так как	12	9
12	прежде всего	1	8
13	художественного произведения	5	7
14	сказать что	7	7
15	для нас	2	7
16	в ней	5	6
17	в том	37	6
18	только в	7	6
19	при этом	13	6
20	с помощью	1	6
21	в нем	4	6
22	все время	6	6
23	в процессе	2	6
24	художественную форму	2	6
25	то же	13	5
26	в виду	3	5
27	можно сказать	1	5
28	отнюдь не	5	5
29	как в	9	5
30	но в	3	5
31	в жизни	4	5
32	а не	7	5
33	художественной формы	12	5
34	как и	10	5
35	что мы	1	5
36	и следовательно	2	5
37	том что	21	5
38	никогда не	9	5
39	поэтическое произведение	1	5
40	хотя бы	3	5
41	то что	21	5
42	к материалу	1	4
43	мы все	1	4
44	на самом	5	4
45	зависимости от	1	4
46	литературы и	1	4
47	как если	1	4
48	к нему	2	4
49	за пределы	1	4
50	в этом	13	4
51	все же	4	4
52	в самом	12	4
53	уже не	1	4
54	не только	12	4
55	ни было	1	4
56	отношение к	2	4
57	свое выражение	1	4
58	от того	4	4
59	так и	3	4
60	материала и	2	4
61	с другой	3	4
62	что не	3	4
63	не в	8	4
64	его в	1	4
65	дело в	1	4
66	и является	1	4
67	и к	3	4
68	жизни и	4	4
69	и на	5	4
70	художественном произведении	5	3
71	самом деле	16	3
72	формы и	6	3
73	в котором	1	3
74	ясно что	7	3
75	еще не	2	3
76	мы не	3	3
77	и вообще	2	3
78	о том	6	3
79	бы то	2	3
80	но и	10	3
81	между тем	4	3
82	точка зрения	2	3
83	того что	8	3
84	в художественном	6	3
85	когда он	10	3
86	и наконец	1	3
87	имеет в	1	3
88	и ее	3	3
89	все эти	7	3
90	только на	5	3
91	конечно не	1	3
92	в себе	2	3
93	в поэзии	3	3
94	слово в	1	3
95	в творчестве	4	3
96	для него	1	3
97	он должен	1	3
98	не к	3	3
99	и по	4	3
100	то ни	2	3
101	и с	4	3
102	до сих	5	3
103	ни в	2	3
104	в некоторых	1	3
105	в них	2	3
106	и уже	1	3
107	в своей	3	3
108	так же	18	3
109	поэтического произведения	3	3
110	тем не	4	3
111	этой точки	2	3
112	как к	3	3
