N	3gram	Voloshinov_1	Vvedenie
1	и т д	1	36
2	для того чтобы	1	20
3	в том что	4	12
4	о том что	1	12
5	не может быть	3	8
6	тем не менее	2	8
7	до сих пор	3	6
8	в самом деле	5	6
9	то же время	5	6
10	в то же	5	6
11	по отношению к	9	4
12	в этом случае	1	4
13	в этом отношении	2	4
14	на этот вопрос	1	4
15	по крайней мере	1	4
16	в данном случае	3	4
17	по сравнению с	1	4
18	во всяком случае	3	4
19	с одной стороны	1	4
20	в собственном смысле	1	3
21	и тем не	1	3
22	но в то	3	3
23	можно сказать что	3	3
24	но все же	1	3
25	как мы видели	4	3
26	в свое время	1	3
27	не менее существует	1	2
28	в чем же	1	2
29	дело в том	1	2
30	и той же	1	2
31	во второй половине	1	2
32	жизни и творчества	2	2
33	что же касается	1	2
34	как будто бы	1	2
35	с точки зрения	10	2
36	хотя бы и	2	2
37	может быть и	1	2
38	и со стороны	1	2
39	на этой почве	1	2
40	не могут быть	3	2
41	но вместе с	2	2
42	в целом ряде	1	2
43	на вопрос о	1	2
44	а также и	1	2
45	ответ на этот	1	2
46	к этому времени	2	2
47	как мы уже	4	2
48	одной и той	1	2
49	мы уже знаем	2	2
50	развития человеческой личности	1	1
51	а между тем	1	1
52	только потому что	1	1
53	это как будто	1	1
54	совсем не то	1	1
55	а есть только	1	1
56	на самом деле	2	1
57	со стороны формы	1	1
58	в настоящее время	1	1
59	целом ряде других	1	1
60	то или иное	2	1
61	в таком случае	2	1
62	сам по себе	2	1
63	в отличие от	1	1
64	но и в	1	1
65	но в общем	1	1
66	и в дальнейшем	1	1
67	не было бы	1	1
68	только то что	2	1
69	объясняется и то	1	1
70	в следующем в	1	1
71	науки в настоящее	1	1
72	и др в	1	1
73	каждое из этих	1	1
74	точки зрения представляется	1	1
75	на время в	1	1
76	в зависимости от	2	1
77	одно и то	1	1
78	все то что	2	1
79	и тогда когда	1	1
80	в виду их	1	1
81	во всех отношениях	1	1
82	в особенности в	1	1
83	т д таким	1	1
84	вообще не существует	1	1
85	именно в этой	1	1
86	все что может	2	1
87	же как он	1	1
88	и то же	1	1
89	одним из наиболее	2	1
90	сам об этом	1	1
91	не остается ничего	1	1
92	бы то ни	1	1
93	уже и в	1	1
94	на этом пути	1	1
95	еще не исчерпывается	1	1
96	но не может	1	1
97	всего к тому	1	1
98	то обстоятельство что	1	1
99	его отношение к	2	1
100	в свою очередь	1	1
101	прежде всего к	3	1
102	со стороны содержания	1	1
103	с самого начала	5	1
104	нужно сказать что	1	1
105	таким образом вся	1	1
106	и прежде всего	5	1
107	так как в	1	1
108	он сам об	1	1
109	у них не	1	1
110	но во всяком	1	1
111	из этих двух	1	1
112	них не было	1	1
113	в различных проявлениях	1	1
114	но теперь мы	1	1
115	во всех его	1	1
116	из того что	1	1
117	же время служит	1	1
118	д таким образом	1	1
