N	2gram	Vinokur_St_3	Myshleni
1	в том	20	33
2	том что	15	27
3	в развитии	2	26
4	точки зрения	7	26
5	то что	12	20
6	в этом	24	19
7	с точки	4	18
8	того что	5	17
9	не только	12	15
10	и в	25	15
11	речи и	1	15
12	таким образом	10	14
13	что в	19	14
14	того чтобы	1	12
15	и т.д	1	12
16	что он	19	12
17	в самом	2	11
18	мы не	2	10
19	в целом	4	10
20	было бы	7	10
21	для того	2	10
22	но и	9	10
23	в сущности	2	9
24	в своем	1	9
25	о том	8	9
26	связи с	3	9
27	может быть	19	9
28	что мы	3	9
29	не может	7	9
30	не является	3	9
31	заключается в	2	8
32	не в	6	8
33	никогда не	2	8
34	казалось бы	1	8
35	так и	5	8
36	если бы	4	8
37	и что	3	8
38	на основе	2	7
39	он не	5	7
40	по себе	1	7
41	к тому	2	7
42	с одной	2	7
43	потому что	5	7
44	мы знаем	1	7
45	одной стороны	3	7
46	как бы	6	7
47	и не	10	7
48	во всяком	4	7
49	как известно	1	6
50	самом деле	2	6
51	в этой	14	6
52	в истории	1	6
53	и к	4	6
54	что это	16	6
55	как он	1	6
56	на то	5	6
57	как и	4	6
58	мы видели	1	6
59	всяком случае	4	6
60	точку зрения	2	6
61	в отношении	2	6
62	что эта	2	6
63	как мы	2	6
64	в виду	2	6
65	но в	5	6
66	по своей	1	6
67	по этому	3	6
68	мы находим	2	6
69	вовсе не	2	6
70	с другой	5	6
71	к которому	3	6
72	там где	1	6
73	в частности	1	6
74	вместе с	2	6
75	в связи	3	6
76	сказать что	4	6
77	смысле слова	1	5
78	показать что	1	5
79	то же	5	5
80	вопрос о	1	5
81	мышления как	1	5
82	последнее время	1	5
83	говорит что	5	5
84	уже в	3	5
85	приводит к	1	5
86	это не	7	5
87	тогда когда	2	5
88	во всей	1	5
89	можно было	1	5
90	связь между	1	5
91	которым мы	1	5
92	и их	1	5
93	друг друга	1	5
94	и др	4	5
95	с помощью	1	5
96	по существу	1	5
97	все что	1	5
98	связана с	4	4
99	переход от	1	4
100	хотя бы	1	4
101	что его	2	4
102	с его	3	4
103	знаем об	1	4
104	из этих	6	4
105	независимо от	5	4
106	как в	6	4
107	все же	4	4
108	в которой	4	4
109	том чтобы	2	4
110	что все	3	4
111	в них	5	4
112	к которым	1	4
113	несмотря на	3	4
114	в эту	4	4
115	в своей	4	4
116	к этому	3	4
117	даже в	1	4
118	не имеет	2	4
119	того как	1	4
120	и его	3	4
121	указание на	1	4
122	и с	4	4
123	на вопрос	3	4
124	мы видим	4	4
125	так как	3	4
126	только в	6	4
127	который в	1	4
128	в качестве	4	4
129	для всех	1	4
130	в начале	4	4
131	при помощи	2	4
132	как раз	3	4
133	в предисловии	2	4
134	а с	2	4
135	прежде всего	10	4
136	так же	1	4
137	предисловии к	2	4
138	все это	8	4
139	для нас	1	4
140	а в	6	4
141	на самом	1	3
142	идет о	1	3
143	отношения между	5	3
144	и до	1	3
145	собственном смысле	1	3
146	для которого	1	3
147	мы имеем	5	3
148	и ее	2	3
149	что можно	1	3
150	мы будем	1	3
151	точка зрения	4	3
152	в общем	4	3
153	очевидно что	1	3
154	что они	2	3
155	что именно	2	3
156	с этим	7	3
157	что как	1	3
158	смысле этого	1	3
159	когда он	1	3
160	все эти	3	3
161	но на	1	3
162	что она	1	3
163	что у	2	3
164	состоит в	4	3
165	и по	2	3
166	об этом	5	3
167	те же	1	3
168	лишь в	4	3
169	о которых	3	3
170	во время	3	3
171	в которых	2	3
172	но эта	1	3
173	эту пору	1	3
174	для этого	2	3
175	из которых	4	3
176	вытекает из	1	3
177	в самой	1	3
178	этом отношении	4	3
179	для себя	1	3
180	и это	5	3
181	в собственном	1	3
182	и сам	1	3
183	из двух	1	3
184	с ним	1	3
185	ничего не	4	3
186	о детской	1	3
187	этому поводу	2	3
188	и только	2	3
189	тем более	3	3
190	все время	2	3
191	и значением	1	3
192	одной из	2	3
193	но не	2	3
194	это же	1	3
195	вот почему	1	3
196	вернуться к	1	3
197	из них	1	3
198	для него	3	3
199	со стороны	3	3
200	что для	3	3
201	только что	2	3
202	а не	5	3
203	он говорит	4	3
204	в данном	1	3
205	этого слова	2	3
206	в первые	1	3
207	об отношении	1	3
208	или в	2	3
209	в результате	2	3
210	и все	1	3
211	того же	2	3
212	к этой	2	3
213	не можем	1	3
214	они не	1	3
215	ту же	1	2
216	речь идет	2	2
217	также и	1	2
218	в котором	5	2
219	той же	2	2
220	из всех	1	2
221	что если	2	2
222	говорить о	3	2
223	в их	3	2
224	во всех	2	2
225	важно отметить	2	2
226	то он	2	2
227	только тогда	2	2
228	нет и	2	2
229	за пределы	1	2
230	которые не	1	2
231	еще один	1	2
232	в течение	4	2
233	как говорит	1	2
234	наряду с	1	2
235	каждая из	3	2
236	и различные	1	2
237	целый ряд	1	2
238	вопросом о	1	2
239	и как	1	2
240	его к	2	2
241	более или	1	2
242	от этого	1	2
243	представляет собой	1	2
244	в известном	1	2
245	раз в	1	2
246	всей его	1	2
247	свою собственную	1	2
248	он должен	1	2
249	же это	1	2
250	и более	3	2
251	подход к	1	2
252	мышления с	1	2
253	в другом	3	2
254	самого автора	1	2
255	на этой	1	2
256	этом смысле	4	2
257	в ином	1	2
258	ни в	5	2
259	он является	1	2
260	должно быть	1	2
261	и тогда	2	2
262	нисколько не	1	2
263	или менее	1	2
264	в этих	11	2
265	том же	1	2
266	в такой	2	2
267	и той	1	2
268	и вообще	1	2
269	нас к	2	2
270	не могло	1	2
271	находится в	1	2
272	на язык	3	2
273	этих двух	2	2
274	или как	1	2
275	к ней	4	2
276	не потому	2	2
277	могут быть	2	2
278	но все	2	2
279	в других	1	2
280	же самое	1	2
281	его с	1	2
282	той или	1	2
283	в применении	1	2
284	должен быть	2	2
285	с ее	2	2
286	это обстоятельство	1	2
287	без всякого	2	2
288	как по	1	2
289	на том	1	2
290	которую можно	1	2
291	как у	1	2
292	можно сказать	4	2
293	а также	4	2
294	раньше чем	3	2
295	в его	12	2
296	что и	1	2
297	жизни он	1	2
298	указывает что	1	2
299	что здесь	4	2
300	как например	8	2
301	мне кажется	1	2
302	как нечто	1	2
303	и тем	4	2
304	вопрос об	1	2
305	на протяжении	4	2
306	не дает	1	2
307	и других	2	2
308	очень хорошо	1	2
309	в одном	1	2
310	но что	1	2
311	у него	9	2
312	заметить что	2	2
313	тем что	19	2
314	от того	2	2
315	протяжении всего	1	2
316	или иной	2	2
317	и из	1	2
318	именно в	1	2
319	в некоторых	3	2
320	когда она	1	2
321	связь с	4	2
322	первые годы	1	2
323	видит в	1	2
324	чем в	1	2
325	тому как	1	2
326	это есть	4	2
327	что же	1	2
328	можно считать	1	2
329	с этой	3	2
330	но для	1	2
331	к вопросу	1	2
332	в книге	1	2
333	он забывает	1	2
334	и для	4	2
335	однако и	1	2
336	в отдельных	4	2
337	у них	1	2
338	вообще в	1	2
339	отдает себе	1	2
340	и другой	1	2
341	ее в	2	2
342	и эта	1	2
343	я и	3	1
344	он о	1	1
345	сам по	1	1
346	тех же	1	1
347	поведения здесь	1	1
348	роль этого	1	1
349	не хочет	1	1
350	речи на	1	1
351	по преимуществу	1	1
352	тот или	1	1
353	что эти	4	1
354	видеть в	1	1
355	и этот	1	1
356	есть не	1	1
357	говорит за	1	1
358	по аналогии	1	1
359	не во	1	1
360	ни у	1	1
361	до него	1	1
362	и о	1	1
363	ответить на	1	1
364	еще до	1	1
365	благодаря тому	1	1
366	так чтобы	2	1
367	которого мы	1	1
368	этого термина	2	1
369	и со	1	1
370	и он	1	1
371	в ней	4	1
372	и то	1	1
373	еще у	2	1
374	развитии в	1	1
375	и на	6	1
376	и много	1	1
377	он был	3	1
378	между собой	1	1
379	и мн	1	1
380	здесь не	1	1
381	в чем	4	1
382	которое он	2	1
383	то мы	1	1
384	в ее	1	1
385	других источников	1	1
386	два основных	1	1
387	отказ от	2	1
388	но как	2	1
389	от второго	1	1
390	ответ на	5	1
391	какой степени	1	1
392	а и	1	1
393	стал бы	2	1
394	мы снова	1	1
395	чем же	1	1
396	нет надобности	1	1
397	в той	1	1
398	в позднейшей	1	1
399	опирается на	1	1
400	одном из	1	1
401	более и	2	1
402	в обычном	1	1
403	однако не	1	1
404	и где	1	1
405	и наконец	3	1
406	и тот	2	1
407	гораздо раньше	3	1
408	наблюдал в	1	1
409	сказать по	1	1
410	еще на	1	1
411	формы в	2	1
412	думать что	1	1
413	то обстоятельство	5	1
414	он делает	2	1
415	имеем в	2	1
416	так сказать	2	1
417	и если	3	1
418	по словам	1	1
419	в нем	1	1
420	связанные с	1	1
421	дети как	1	1
422	забывает о	1	1
423	о которой	2	1
424	стороны а	1	1
425	и еще	1	1
426	которая является	1	1
427	не являются	1	1
428	этого вопроса	1	1
429	не к	1	1
430	что нужно	2	1
431	что еще	1	1
432	него есть	2	1
433	свое время	1	1
434	которое если	1	1
435	существу это	1	1
436	на этом	3	1
437	говорит следующее	1	1
438	автора от	1	1
439	чтобы дать	1	1
440	что является	1	1
441	в любых	1	1
442	смысле в	1	1
443	как они	1	1
444	а затем	1	1
445	не за	1	1
446	и может	2	1
447	эти факты	1	1
448	к другу	1	1
449	а по	2	1
450	этих форм	1	1
451	зрения на	1	1
452	его в	1	1
453	того или	1	1
454	интересов и	1	1
455	с так	1	1
456	которая как	1	1
457	случаях и	2	1
458	известно что	2	1
459	должен был	2	1
460	с самого	2	1
461	в жизни	4	1
462	что сама	1	1
463	нет в	3	1
464	рядом с	1	1
465	что не	2	1
466	с тем	4	1
467	мы располагаем	1	1
468	никакого смысла	1	1
469	произведение с	1	1
470	такой же	2	1
471	не больше	1	1
472	что значит	1	1
473	и при	1	1
474	сказать так	1	1
475	что такое	7	1
476	этому пути	1	1
477	место в	6	1
478	из анализа	1	1
479	то его	1	1
480	содержания и	1	1
481	из своих	1	1
482	которые в	2	1
483	то это	1	1
484	свою точку	1	1
485	друг другу	1	1
486	автора который	1	1
487	бы быть	1	1
488	тому что	3	1
489	что есть	1	1
490	как можно	2	1
491	самого начала	2	1
492	как о	2	1
493	дело не	2	1
494	много общего	2	1
495	к этим	2	1
496	на него	1	1
