N	2gram	Propp_Isto_6	Tvorches
1	и в	26	21
2	как бы	4	17
3	в то	5	15
4	то же	5	13
5	в его	5	13
6	то есть	1	12
7	как и	5	12
8	что в	12	12
9	с его	4	11
10	том что	10	11
11	все это	1	10
12	как в	6	8
13	он не	2	8
14	то что	6	8
15	и на	12	7
16	но в	7	7
17	не только	10	7
18	при этом	3	7
19	тем самым	2	7
20	у него	7	7
21	и не	10	7
22	в том	12	7
23	в свою	1	7
24	в этом	12	6
25	человека в	2	6
26	в котором	1	6
27	не менее	1	6
28	и его	7	6
29	о том	7	6
30	что он	9	6
31	для него	1	6
32	а в	3	6
33	все же	8	5
34	в этой	2	5
35	таким образом	12	5
36	вовсе не	2	5
37	в своих	3	5
38	в русской	6	5
39	потому что	13	5
40	как будто	3	5
41	только в	5	5
42	может быть	11	5
43	а не	2	5
44	но это	4	5
45	не имеют	1	4
46	в своем	2	4
47	и как	2	4
48	та же	3	4
49	в целом	1	4
50	это не	4	4
51	в своей	3	4
52	своего рода	2	4
53	не случайно	1	4
54	в мире	1	4
55	одной из	1	4
56	прежде всего	4	4
57	на эту	1	4
58	не может	6	4
59	и от	3	4
60	один из	3	4
61	с большой	1	4
62	одним из	1	4
63	ту же	2	3
64	и т	10	3
65	что я	1	3
66	хотя и	1	3
67	представляет собой	2	3
68	в нем	8	3
69	на его	4	3
70	на земле	4	3
71	и по	4	3
72	что все	1	3
73	и с	6	3
74	и других	3	3
75	соответствии с	1	3
76	далеко не	3	3
77	представление о	9	3
78	даже в	2	3
79	никогда не	13	3
80	вот почему	3	3
81	этой книги	1	3
82	приходит к	3	3
83	с ее	1	3
84	и другие	3	3
85	с ним	8	3
86	там же	3	3
87	того что	2	3
88	уже не	7	3
89	уже в	1	3
90	в виде	6	3
91	не так	2	3
92	так как	18	3
93	связан с	6	3
94	и даже	1	3
95	с другой	10	3
96	но и	9	3
97	но не	2	3
98	он говорит	1	3
99	в книге	4	3
100	не существует	1	3
101	на берегу	3	3
102	но если	1	3
103	жизни и	2	3
104	ее в	6	3
105	это в	1	3
106	так же	2	3
107	вряд ли	1	2
108	того же	2	2
109	а как	1	2
110	есть не	1	2
111	на первом	1	2
112	но она	1	2
113	кто же	1	2
114	и он	4	2
115	в ней	5	2
116	отличие от	1	2
117	человек может	1	2
118	в одной	2	2
119	же с	1	2
120	что как	1	2
121	когда он	3	2
122	и наконец	3	2
123	можно не	1	2
124	в себе	3	2
125	что она	3	2
126	тем не	1	2
127	здесь мы	4	2
128	не будет	5	2
129	а затем	1	2
130	этом он	1	2
131	о котором	2	2
132	а по	1	2
133	известно что	2	2
134	свою противоположность	1	2
135	и тем	4	2
136	когда я	1	2
137	в данном	3	2
138	бога и	1	2
139	такой же	3	2
140	в один	1	2
141	в этих	2	2
142	этой связи	1	2
143	не столько	1	2
144	не в	3	2
145	самое время	2	2
146	но он	2	2
147	однако в	2	2
148	одна из	2	2
149	в основе	1	2
150	к ней	1	2
151	людей и	2	2
152	нет ни	2	2
153	могут быть	3	2
154	к тому	2	2
155	где он	2	2
156	в жизни	1	2
157	не могу	1	2
158	данном случае	3	2
159	приводит к	1	2
160	на том	8	2
161	и когда	1	2
162	так и	5	2
163	живет в	2	2
164	здесь нет	2	2
165	об этом	1	2
166	еще в	3	2
167	стремление к	1	2
168	можно сказать	2	2
169	слова из	1	2
170	одного из	1	2
171	что его	1	2
172	переходит в	1	2
173	что и	4	2
174	вот в	1	2
175	в лице	2	2
176	значит что	2	2
177	страх перед	1	2
178	больше чем	1	2
179	в качестве	3	2
180	человека с	1	2
181	так что	3	2
182	же и	1	2
183	при помощи	3	2
184	был бы	1	2
185	не означает	2	2
186	мы находим	2	2
187	представлений о	7	2
188	именно в	1	2
189	своего собственного	1	2
190	что не	2	2
191	зависит от	4	2
192	и далее	2	2
193	его как	1	2
194	в частности	3	2
195	вместе с	8	2
196	в него	3	2
197	в мир	1	2
198	него есть	1	2
199	время не	1	2
200	перед нами	2	2
201	на эти	2	2
202	в одно	2	2
203	для этой	1	2
204	причем в	1	2
205	или в	3	2
206	который является	1	2
207	ее и	1	2
208	из себя	1	2
209	отсюда же	2	2
210	только что	2	2
211	не знает	1	2
212	сказать что	3	2
213	себе не	1	2
214	время он	1	2
215	к этому	3	2
216	точно так	2	2
217	это неверно	1	1
218	только он	2	1
219	в русских	1	1
220	же как	3	1
221	в движение	1	1
222	и через	3	1
223	они представляют	1	1
224	связана с	3	1
225	говорилось выше	2	1
226	живет на	2	1
227	заранее обречены	2	1
228	и есть	1	1
229	нам кажется	2	1
230	очень много	1	1
231	этого мира	1	1
232	и до	2	1
233	оно было	1	1
234	был и	1	1
235	и этот	1	1
236	также и	1	1
237	мы уже	6	1
238	мы имеем	14	1
239	что если	1	1
240	этот мотив	5	1
241	он как	1	1
242	время как	3	1
243	что иное	2	1
244	в полной	1	1
245	но даже	1	1
246	то это	5	1
247	не совсем	1	1
248	что можно	1	1
249	частный случай	1	1
250	ночи в	1	1
251	большей частью	2	1
252	который может	1	1
253	двойника не	1	1
254	одно из	1	1
255	еще не	9	1
256	по этому	1	1
257	он был	2	1
258	иное как	1	1
259	как один	1	1
260	во всех	1	1
261	я был	1	1
262	как правило	1	1
263	видит в	1	1
264	в голове	1	1
265	наряду с	3	1
266	друг на	1	1
267	по отношению	2	1
268	тогда как	2	1
269	котором говорилось	1	1
270	в истории	1	1
271	как говорит	1	1
272	первый взгляд	1	1
273	эта связь	6	1
274	с этим	2	1
275	до его	1	1
276	вспомним что	1	1
277	город в	1	1
278	кроме того	3	1
279	и где	1	1
280	целый ряд	2	1
281	как уже	1	1
282	к этой	1	1
283	его к	1	1
284	и к	1	1
285	из книги	1	1
286	он на	1	1
287	этой цели	1	1
288	в этот	1	1
289	за собой	5	1
290	что это	2	1
291	формы в	1	1
292	он в	1	1
293	все эти	8	1
294	еще далеко	1	1
295	связанного с	1	1
296	так в	6	1
297	учение о	1	1
298	им в	1	1
299	нас на	1	1
300	в жертву	5	1
301	назвал это	1	1
302	имеем в	4	1
303	и те	2	1
304	противоположность в	1	1
305	дворцов и	1	1
306	если он	3	1
307	и если	1	1
308	видит и	1	1
309	связанные с	1	1
310	т д	8	1
311	предмет а	1	1
312	в первую	1	1
313	не значит	1	1
314	к одному	1	1
315	этого вопроса	1	1
316	и вот	3	1
317	оно могло	1	1
318	с представлением	2	1
319	туман и	1	1
320	на золотых	1	1
321	между человеком	1	1
322	на этом	1	1
323	они играют	1	1
324	этап развития	1	1
