N	3gram	Medvedev_F_1	Problema
1	в настоящее время	10	16
2	тем не менее	1	12
3	во всяком случае	4	10
4	вовсе не есть	1	10
5	так или иначе	1	6
6	и т д	8	6
7	в этом смысле	1	5
8	в данном случае	1	5
9	с одной стороны	4	5
10	в связи с	2	5
11	того или иного	2	5
12	с другой стороны	1	5
13	это то что	1	4
14	более или менее	6	4
15	как раз и	1	4
16	до сих пор	6	4
17	тот или иной	1	4
18	говоря уже о	1	4
19	до тех пор	1	4
20	в то же	8	4
21	сама по себе	2	4
22	в том что	1	4
23	не говоря уже	1	4
24	одной стороны и	4	3
25	хотя бы и	1	3
26	но и в	1	3
27	и в частности	2	3
28	и в этом	2	3
29	не может быть	5	3
30	это значит что	1	3
31	или хотя бы	1	2
32	находится еще в	1	2
33	на самом деле	6	2
34	в том числе	1	2
35	с самого начала	1	2
36	сами по себе	2	2
37	можно говорить о	1	2
38	бы то ни	3	2
39	том числе и	1	2
40	может быть и	3	2
41	у нас не	2	2
42	заключается в том	1	2
43	для каждого данного	1	2
44	та или иная	1	2
45	связи с этим	2	2
46	ничего общего с	1	2
47	не только не	2	2
48	взятые сами по	1	2
49	друг от друга	2	2
50	тем более не	1	2
51	до последнего времени	1	1
52	не может не	1	1
53	для этого она	1	1
54	то ни стало	2	1
55	быть прежде всего	1	1
56	а вовсе не	2	1
57	здесь может быть	1	1
58	что в данном	1	1
59	от чего не	1	1
60	но даже и	1	1
61	же как и	1	1
62	во что бы	2	1
63	настоящее время может	1	1
64	и не может	2	1
65	в зависимости от	2	1
66	или иное значение	1	1
67	между тем как	1	1
68	на самом же	1	1
69	в этом отношении	1	1
70	бы мы ни	1	1
71	тот или другой	1	1
72	к тому чтобы	1	1
73	если оно не	1	1
74	вместе с тем	1	1
75	она должна быть	1	1
76	и в то	1	1
77	является вовсе не	1	1
78	что бы то	2	1
79	в целом и	1	1
80	и в связи	1	1
81	так же как	1	1
82	при таком положении	2	1
83	то ни было	1	1
84	как один из	1	1
85	в головах и	1	1
86	понимать друг друга	1	1
87	в последнее время	1	1
88	с разных сторон	1	1
89	входит в состав	1	1
90	этого она должна	1	1
91	но вместе с	1	1
92	все более и	2	1
93	в точном смысле	1	1
94	самом же деле	1	1
95	так и от	1	1
96	мы не можем	2	1
97	от того что	1	1
98	так и в	4	1
99	мы здесь не	1	1
100	как такового в	1	1
101	хотя бы в	1	1
102	и тем самым	1	1
103	но отнюдь не	1	1
104	не только на	1	1
105	более и более	2	1
106	не менее в	1	1
107	но все же	1	1
108	по себе но	1	1
109	в его отличии	1	1
110	мы и здесь	1	1
111	в отношении содержания	1	1
112	отношение хотя бы	1	1
113	у нас только	1	1
114	или даже просто	1	1
115	на то чтобы	1	1
116	и входит в	1	1
117	в отдельности и	1	1
