1	не может	9	17
2	точки зрения	4	12
3	может быть	16	12
4	таким образом	1	11
5	мы не	1	9
6	и в	16	7
7	в этом	16	7
8	как и	16	6
9	и не	15	6
10	ничего не	1	6
11	в результате	2	6
12	с точки	2	5
13	все эти	3	5
14	в условиях	1	5
15	и наконец	3	5
16	прежде всего	7	5
17	что же	2	5
18	же это	1	4
19	а в	2	4
20	вместе с	2	4
21	в том	8	4
22	в целом	2	4
23	не только	10	4
24	как бы	4	4
25	их в	2	4
26	из них	3	4
27	вопрос о	1	4
28	это не	3	4
29	жизни и	3	4
30	в области	2	3
31	а не	14	3
32	еще не	6	3
33	из двух	3	3
34	на две	1	3
35	может не	1	3
36	отличается от	1	3
37	то же	6	3
38	при этом	17	3
39	не в	3	3
40	все это	2	3
41	в нем	7	3
42	и все	3	3
43	но в	11	3
44	одна из	1	3
45	не подлежит	2	3
46	в этой	4	3
47	с самого	1	3
48	самого начала	1	3
49	в одном	4	3
50	и т.д	1	3
51	в первом	1	3
52	в себе	19	3
53	все же	6	3
54	отнюдь не	6	3
55	не дает	1	2
56	первые два	1	2
57	так сказать	1	2
58	не менее	7	2
59	не могут	1	2
60	могут быть	3	2
61	принципиально не	1	2
62	может иметь	2	2
63	той же	2	2
64	тем не	1	2
65	но все	1	2
66	к чему	1	2
67	всяком случае	1	2
68	в которой	1	2
69	в нашем	1	2
70	на этом	1	2
71	из этих	3	2
72	говорить о	2	2
73	из которых	1	2
74	времени и	2	2
75	приводит к	3	2
76	уже не	3	2
77	и даже	1	2
78	на этот	1	2
79	и есть	1	2
80	или иной	3	2
81	ни одна	1	2
82	в самом	1	2
83	самом деле	1	2
84	в некоторых	1	2
85	с одной	4	2
86	еще более	1	2
87	в отличие	12	2
88	отличие от	12	2
89	быть и	1	2
90	он должен	1	2
91	во всяком	1	2
92	что в	5	2
93	такого рода	9	2
94	и во	1	2
95	в третьем	1	2
96	можно назвать	4	2
97	на их	1	2
98	и они	1	2
99	не знаем	1	2
100	и пространства	1	2
101	в его	3	2
102	то ни	1	2
103	и что	1	2
104	такой же	2	2
105	некоторое время	1	2
106	с совершенно	1	2
107	и именно	1	2
108	роль в	4	2
109	несмотря на	1	1
110	xix века	1	1
111	дело в	2	1
112	его в	3	1
113	в ней	2	1
114	которая и	1	1
115	и их	1	1
116	выбора между	3	1
117	и всегда	1	1
118	точка зрения	1	1
119	о том	4	1
120	можно говорить	1	1
121	из нескольких	1	1
122	но уже	2	1
123	не имеют	1	1
124	данном случае	6	1
125	все три	1	1
126	в своих	6	1
127	и должно	1	1
128	ценность и	1	1
129	именно в	2	1
130	но не	7	1
131	потом и	2	1
132	случае не	1	1
133	по преимуществу	2	1
134	всей ситуации	1	1
135	же в	1	1
136	же мере	1	1
137	хотя и	1	1
138	между различными	1	1
139	одной из	1	1
140	к одному	1	1
141	опирается на	1	1
142	характерное для	1	1
143	на какое-нибудь	1	1
144	на язык	1	1
145	если в	1	1
146	предыдущей главе	1	1
147	человек с	1	1
148	ним и	1	1
149	свое время	2	1
150	форму и	1	1
151	а потом	2	1
152	ни было	1	1
153	не знает	3	1
154	прекрасно но	1	1
155	в данном	7	1
156	в мире	11	1
157	и его	3	1
158	жизни не	2	1
159	в этот	1	1
160	совпадают с	1	1
161	и само	1	1
162	одной стороны	4	1
163	человека в	4	1
164	между ним	1	1
165	жизни но	3	1
166	одного из	4	1
167	есть не	1	1
168	и до	1	1
169	почему и	1	1
170	это и	1	1
171	жизни как	2	1
172	как у	1	1
173	по крайней	1	1
174	идет о	2	1
175	мере в	1	1
176	аналогии с	1	1
177	и следовательно	1	1
178	а о	1	1
179	базируется на	2	1
180	ни о	1	1
181	жизни т.е	1	1
182	только на	1	1
183	читателя что	1	1
184	с ним	1	1
185	он сам	1	1
186	его с	1	1
187	но если	1	1
188	вследствие этого	2	1
189	должен быть	1	1
190	же как	2	1
191	конечном счете	1	1
192	она не	1	1
193	к этому	4	1
194	с его	6	1
195	и для	2	1
196	отношению к	4	1
197	не было	3	1
198	себя самого	1	1
199	того же	2	1
200	сказать что	1	1
201	один из	1	1
202	в своем	5	1
203	мы имеем	2	1
204	не случайно	1	1
205	друг на	1	1
206	так в	1	1
207	как целого	1	1
208	в большинстве	2	1
209	в споре	1	1
210	том что	10	1
211	только в	3	1
212	для этих	1	1
213	там где	1	1
214	по аналогии	1	1
215	отказавшись от	1	1
216	равно как	1	1
217	не стремится	1	1
218	в основаниях	1	1
219	той или	3	1
