N	3gram	Berdyaev_M_1	Problemy
1	в отношении к	1	7
2	по отношению к	2	6
3	в творчестве достоевского	4	4
4	герой из подполья	1	4
5	во всяком случае	1	4
6	к нему и	1	4
7	на протяжении всего	1	4
8	в романах достоевского	1	4
9	записок из подполья	5	3
10	он не может	2	3
11	и в самом	3	3
12	в высшей степени	2	3
13	в конце концов	2	3
14	друг к другу	1	3
15	в братьях карамазовых	3	3
16	и в нем	3	3
17	не может быть	17	3
18	и не может	2	2
19	как и все	1	2
20	в отличие от	1	2
21	к тому чтобы	2	2
22	можно было бы	1	2
23	вы скажете что	1	2
24	не знает и	1	2
25	я уверен что	1	2
26	для него и	1	2
27	и та же	1	2
28	одна и та	1	2
29	у достоевского нет	4	2
30	в том что	1	2
31	мы увидим что	3	2
32	все более и	1	1
33	у достоевского это	2	1
34	что он мог	1	1
35	все переходит в	1	1
36	он мог бы	1	1
37	он сам не	1	1
38	от него и	1	1
39	потому что в	3	1
40	а вовсе не	1	1
41	что и это	1	1
42	в самом деле	1	1
43	в записках из	1	1
44	так и не	1	1
45	оно менее всего	1	1
46	и по отношению	1	1
47	до сих пор	2	1
48	но не в	1	1
49	не может найти	1	1
50	вместе с тем	5	1
51	что он не	2	1
52	потому что сознание	1	1
53	сохранить за собой	1	1
54	по целым дням	1	1
55	достоевского особенно в	1	1
56	возможно лишь в	1	1
57	заключает в себе	3	1
58	записках из подполья	1	1
59	он ни был	1	1
60	у него нет	1	1
61	ивана карамазова со	1	1
62	и у других	1	1
63	может быть и	1	1
64	в значительной степени	1	1
65	то время как	2	1
66	может быть что	1	1
67	до конца и	1	1
68	тем что он	2	1
69	что в центре	1	1
70	и по ним	1	1
71	это имел в	1	1
72	но она не	1	1
73	человек у достоевского	1	1
74	как будто бы	2	1
75	новый момент в	2	1
76	в котором не	1	1
77	и ничего не	1	1
78	не только для	1	1
79	карамазова со смердяковым	1	1
80	в этот момент	1	1
81	в нем не	2	1
82	прежде всего в	2	1
83	но и с	1	1
84	в нем есть	1	1
85	и в том	1	1
86	приводит к себе	1	1
87	это потому что	1	1
88	в то время	2	1
89	к чему бы	1	1
90	как бы не	1	1
91	между этими двумя	1	1
92	но в конце	1	1
93	в нем нет	1	1
94	не мог вынести	1	1
95	у достоевского есть	5	1
96	настасьи филипповны и	1	1
97	имел в виду	1	1
98	период его творчества	1	1
99	и вместе с	4	1
100	но у достоевского	1	1
101	о том что	1	1
102	более и более	1	1
103	да ведь это	1	1
104	и к чему	1	1
105	записки из подполья	1	1
106	бы он ни	1	1
107	с собой он	1	1
108	как бы в	1	1
109	мог бы быть	1	1
110	с настасьей филипповной	1	1
111	и во всем	1	1
112	самое главное и	1	1
113	для него как	1	1
114	к нему все	2	1
115	по сравнению со	1	1
116	братьях карамазовых но	1	1
117	для того чтобы	2	1
118	в них не	1	1
119	но не может	1	1
120	он не видит	1	1
121	а не в	4	1
122	что и в	1	1
123	и в братьях	1	1
