N	3gram	Tiupa_Narr_1	Formalny
1	с точки зрения	2	13
2	то же время	3	8
3	в то же	3	8
4	более или менее	2	6
5	на самом деле	1	6
6	до сих пор	1	6
7	в свою очередь	3	6
8	не может быть	5	5
9	по отношению к	6	4
10	с одной стороны	7	4
11	так и в	1	4
12	прежде всего в	1	3
13	бы то ни	3	3
14	по аналогии с	1	3
15	может быть и	1	3
16	не могло не	1	2
17	и не в	4	2
18	сами по себе	2	2
19	как мы увидим	1	2
20	в том чтобы	1	2
21	в связи с	2	2
22	того или иного	2	2
23	не сводится к	2	2
24	друг от друга	1	2
25	произведение в его	1	2
26	как мы видели	1	2
27	или хотя бы	1	1
28	становления и развития	1	1
29	это то что	1	1
30	состоит в том	3	1
31	всех без исключения	1	1
32	в этом смысле	1	1
33	так и не	2	1
34	не мешает ему	1	1
35	же как и	1	1
36	не может не	2	1
37	следствием то что	1	1
38	тот или иной	1	1
39	в том что	8	1
40	в этом отношении	3	1
41	этого слова а	1	1
42	том числе и	4	1
43	к тому чтобы	1	1
44	оно еще не	1	1
45	произведения в его	1	1
46	своим следствием то	1	1
47	с этой точки	1	1
48	то что было	1	1
49	не могло быть	1	1
50	в данном случае	4	1
51	то ни было	3	1
52	и в то	1	1
53	а также и	1	1
54	в отличие от	5	1
55	и как бы	1	1
56	так или иначе	2	1
57	жизни не только	1	1
58	такого подхода к	1	1
59	а не как	1	1
60	так и от	1	1
61	с другой стороны	4	1
62	так же как	2	1
63	все то что	1	1
64	именно в том	2	1
65	по себе не	1	1
66	и для любого	1	1
67	этой точки зрения	2	1
68	лишь одной из	1	1
69	может и не	1	1
70	и тем самым	3	1
71	но все же	4	1
72	как своего рода	1	1
73	не с точки	1	1
74	и с точки	1	1
75	мог бы быть	2	1
76	литературы а не	1	1
77	в том числе	6	1
78	может показаться что	1	1
79	тех или иных	1	1
80	тем не менее	3	1
81	в отвлечении от	2	1
82	в отрыве от	1	1
83	по своей природе	1	1
