N	3gram	Vinokur_Vv_1	FransuaR
1	то же время	5	8
2	в то же	5	8
3	как мы уже	1	5
4	в конце концов	2	4
5	но и в	1	3
6	в известной мере	2	3
7	для того чтобы	21	3
8	с другой стороны	5	3
9	с самого начала	1	3
10	в этой системе	1	3
11	подобно тому как	1	3
12	имеется в виду	1	2
13	с точки зрения	2	2
14	с одной стороны	4	2
15	до наших дней	1	2
16	не только в	4	2
17	о том что	12	2
18	нужно сказать что	1	2
19	как мы видели	2	2
20	можно сказать что	3	1
21	и в конце	1	1
22	и того же	2	1
23	как она есть	2	1
24	между ними и	1	1
25	с полной ясностью	1	1
26	дело в том	2	1
27	это в свою	1	1
28	такой точки зрения	1	1
29	то же самое	2	1
30	одной стороны и	3	1
31	до сих пор	5	1
32	и в дальнейшем	1	1
33	в этом отношении	3	1
34	и то что	2	1
35	одно и то	1	1
36	свое самостоятельное существование	1	1
37	как раз в	1	1
38	она прежде всего	1	1
39	и со стороны	1	1
40	так как она	1	1
41	здесь все время	1	1
42	на эту тему	1	1
43	он вовсе не	1	1
44	по своему характеру	1	1
45	в данном случае	4	1
46	но в то	3	1
47	именно в этой	1	1
48	смысле этого слова	2	1
49	и то же	1	1
50	а также и	2	1
51	может быть и	2	1
52	в отличие от	3	1
53	превратить его в	1	1
54	как своего рода	1	1
55	в связи с	2	1
56	уже и в	1	1
57	приводят к тому	1	1
58	быть и не	1	1
59	как мы знаем	1	1
60	не может быть	8	1
61	и до наших	1	1
62	мы уже знаем	1	1
63	же самое что	2	1
64	говорить о том	1	1
65	и без того	1	1
66	в свою очередь	1	1
67	к этому времени	2	1
68	прежде всего к	1	1
69	правда в очень	1	1
70	одного и того	2	1
71	и все прочие	1	1
72	потому что это	1	1
73	тех или иных	3	1
74	на самом деле	1	1
75	в соответствии с	2	1
76	лицом к лицу	1	1
77	в том что	12	1
78	соответствии с этим	1	1
79	все это не	1	1
80	в том же	1	1
