N	2gram	Losev_Dial_1	Marksizm
1	может быть	17	28
2	и пр	5	25
3	и в	18	19
4	как бы	11	19
5	и не	30	19
6	не может	12	18
7	точки зрения	17	17
8	то же	10	16
9	и его	1	16
10	как мы	4	15
11	в этом	12	15
12	таким образом	1	14
13	не только	13	13
14	с точки	12	13
15	связи с	1	13
16	в нем	16	11
17	если бы	12	11
18	вовсе не	7	11
19	не в	6	10
20	так и	9	10
21	но и	7	10
22	том что	9	10
23	самом деле	3	9
24	при этом	1	9
25	как и	2	9
26	для него	2	9
27	в основе	3	9
28	это –	24	9
29	а не	14	9
30	на почве	1	9
31	в то	6	8
32	же время	4	8
33	только в	3	8
34	отнюдь не	9	8
35	не является	3	8
36	на самом	3	7
37	его в	1	7
38	и более	4	7
39	никогда не	9	7
40	в том	9	7
41	прежде всего	10	7
42	в связи	1	7
43	и для	2	7
44	но в	6	7
45	в таком	1	7
46	мы уже	1	6
47	во всех	1	6
48	и как	7	6
49	в самом	3	6
50	если мы	2	6
51	ни в	15	6
52	того чтобы	1	6
53	к тому	4	6
54	для того	2	6
55	же самое	1	6
56	и следовательно	2	6
57	быть и	4	6
58	между тем	1	6
59	мы можем	4	6
60	– не	11	6
61	и все	3	6
62	хотя бы	6	6
63	ни было	2	6
64	к другому	1	5
65	все же	5	5
66	выражение в	1	5
67	является не	2	5
68	в данном	3	5
69	в их	3	5
70	самого начала	1	5
71	с самого	1	5
72	– и	3	5
73	к нему	8	5
74	в его	3	5
75	отношении к	3	5
76	или иной	3	5
77	в той	1	5
78	– вот	3	5
79	тем более	2	5
80	совершенно не	8	5
81	– как	5	5
82	к этому	2	5
83	так же	4	5
84	тем же	1	4
85	должна быть	3	4
86	а как	1	4
87	конечно не	3	4
88	только на	3	4
89	в себе	11	4
90	на то	5	4
91	это не	9	4
92	было бы	12	4
93	и тем	1	4
94	тому что	3	4
95	в отношении	5	4
96	ничего не	17	4
97	той или	7	4
98	по мере	2	4
99	того что	2	4
100	с ними	2	4
101	что он	11	4
102	в душе	1	4
103	и их	2	4
104	как раз	4	4
105	– в	4	4
106	– это	9	4
107	бы в	3	4
108	то что	13	4
109	сказать что	10	4
110	и то	9	3
111	лежащая в	3	3
112	в котором	4	3
113	и до	1	3
114	в ней	3	3
115	еще не	2	3
116	столь же	1	3
117	в ее	1	3
118	менее всего	1	3
119	относится к	2	3
120	чем же	1	3
121	с этим	2	3
122	перед нами	1	3
123	все эти	2	3
124	учение о	11	3
125	в этой	1	3
126	он не	3	3
127	не к	1	3
128	не как	2	3
129	в корне	2	3
130	одно и	4	3
131	здесь мы	1	3
132	не будет	1	3
133	в другом	2	3
134	той же	1	3
135	с другими	2	3
136	от одного	1	3
137	форму и	2	3
138	по себе	25	3
139	в этих	5	3
140	в своей	2	3
141	мысли и	3	3
142	формы как	1	3
143	не имеет	15	3
144	они являются	1	3
145	каждый раз	1	3
146	в каком	8	3
147	могут быть	3	3
148	конкретной исторической	1	3
149	не есть	40	3
150	и это	2	3
151	значения и	1	3
152	о том	4	3
153	что и	3	3
154	слова для	1	3
155	в какой	1	3
156	не идет	2	3
157	вступить в	1	3
158	с одной	2	3
159	в качестве	2	3
160	так как	11	3
161	же деле	1	3
162	до сих	2	3
163	с другой	6	3
164	связано с	1	3
165	не было	6	3
166	одной стороны	2	3
167	да и	6	3
168	для понимания	1	3
169	должно быть	3	3
170	мы сказали	1	3
171	самом же	1	3
172	и от	2	3
173	сих пор	2	3
174	не существует	7	3
175	как система	1	3
176	что оно	5	3
177	сознания и	3	3
178	только что	3	3
179	в различных	1	3
180	а в	5	3
181	во всяком	4	3
182	нем нет	3	2
183	отношения к	3	2
184	категорий и	1	2
185	выражения в	1	2
186	и реального	1	2
187	от своего	1	2
188	вопрос о	2	2
189	почти исключительно	1	2
190	и он	5	2
191	и самого	1	2
192	иное как	1	2
193	то мы	2	2
194	но как	2	2
195	между внутренним	1	2
196	что они	3	2
197	конечно совершенно	1	2
198	стороны и	3	2
199	в своем	5	2
200	его к	1	2
201	более или	3	2
202	от этого	3	2
203	что это	11	2
204	бы не	1	2
205	тому же	2	2
206	лишь с	1	2
207	выражение и	1	2
208	и с	5	2
209	– то	2	2
210	то есть	1	2
211	это было	2	2
212	уже знаем	1	2
213	в жизни	1	2
214	далеко не	1	2
215	можем сказать	2	2
216	и потому	3	2
217	отражается в	1	2
218	всегда и	3	2
219	он и	2	2
220	мы не	1	2
221	зрения самого	2	2
222	и тогда	2	2
223	или менее	3	2
224	как такое	1	2
225	нас не	2	2
226	теперь мы	1	2
227	место в	1	2
228	все –	1	2
229	точку зрения	3	2
230	по крайней	4	2
231	но они	2	2
232	и почти	3	2
233	как о	2	2
234	которых и	1	2
235	и пытается	1	2
236	в коем	1	2
237	находятся в	1	2
238	или как	1	2
239	и является	2	2
240	только с	3	2
241	ли это	3	2
242	и именно	1	2
243	об одном	2	2
244	должны быть	1	2
245	о происхождении	1	2
246	если же	1	2
247	должен быть	1	2
248	и о	3	2
249	но по	1	2
250	в обладании	1	2
251	не с	5	2
252	здесь как	1	2
253	и даже	13	2
254	чтобы понять	3	2
255	но к	2	2
256	другими словами	2	2
257	все его	1	2
258	лишь как	2	2
259	крайней мере	4	2
260	всяком случае	2	2
261	все время	1	2
262	или может	1	2
263	будет ли	1	2
264	эти последние	2	2
265	но не	4	2
266	мы увидим	2	2
267	коем случае	1	2
268	или же	1	2
269	себя в	1	2
270	и у	2	2
271	уже в	1	2
272	в виде	2	2
273	но для	1	2
274	не так	1	2
275	отрешенное от	1	2
276	– так	1	2
277	оно так	1	2
278	но что	3	2
279	у него	1	2
280	даже и	3	2
281	бы это	1	2
282	это будет	1	2
283	в особенности	5	2
284	именно как	2	2
285	именно в	2	2
286	здесь в	2	2
287	– к	1	2
288	а с	2	2
289	что не	7	2
290	они не	1	2
291	стремится к	2	2
292	о чем	2	2
293	вместе с	1	2
294	к его	1	2
295	то к	1	2
296	там где	1	2
297	и философии	2	2
298	– мы	3	2
299	как из	1	2
300	того или	1	2
301	является как	1	2
302	от него	4	2
303	еще более	3	2
304	между ними	1	2
305	не знает	2	2
306	жизни и	3	2
307	что в	13	2
308	и эта	2	2
309	этом совершенно	1	1
310	как известно	1	1
311	не иначе	1	1
312	можно говорить	2	1
313	речь идет	1	1
314	также и	7	1
315	например в	1	1
316	он также	1	1
317	сам по	6	1
318	основе всех	1	1
319	для науки	3	1
320	то в	7	1
321	и принципиально	1	1
322	произведение или	1	1
323	проникает в	1	1
324	что эти	1	1
325	случае нельзя	1	1
326	уже по	1	1
327	есть реально	1	1
328	сказать с	1	1
329	и могут	1	1
330	его не	6	1
331	это совершенно	1	1
332	себя осознает	1	1
333	не приходится	1	1
334	бы что	1	1
335	что уже	2	1
336	почти все	2	1
337	деле ничего	1	1
338	говорить о	5	1
339	что иное	1	1
340	бы реально	1	1
341	из того	2	1
342	мы и	2	1
343	то это	4	1
344	которое в	2	1
345	так а	1	1
346	но при	1	1
347	так если	1	1
348	совершенно самостоятельное	1	1
349	из этих	2	1
350	совсем не	1	1
351	то он	2	1
352	а только	3	1
353	точка зрения	2	1
354	только тогда	2	1
355	противостоят друг	1	1
356	при условии	3	1
357	так совершенно	1	1
358	друг от	1	1
359	или иное	3	1
360	и чем	1	1
361	быстрее и	2	1
362	на тот	1	1
363	и тождественны	1	1
364	и я	1	1
365	– внутреннее	1	1
366	и соответствующих	1	1
367	эта связь	1	1
368	его на	1	1
369	как в	2	1
370	что именно	2	1
371	данный момент	1	1
372	дает нам	1	1
373	кроме того	1	1
374	и где	2	1
375	когда он	1	1
376	могли бы	1	1
377	и наконец	1	1
378	в каком-то	1	1
379	мир и	1	1
380	себе не	5	1
381	следующим образом	1	1
382	данной эпохи	1	1
383	нет никакой	1	1
384	к чему	1	1
385	в которой	1	1
386	как это	4	1
387	формы в	1	1
388	так или	1	1
389	с их	1	1
390	различные моменты	1	1
391	совсем уже	1	1
392	как он	4	1
393	не могла	1	1
394	есть но	1	1
395	и если	1	1
396	вообще не	1	1
397	внутренним и	1	1
398	к выводу	1	1
399	что она	7	1
400	главным образом	1	1
401	но именно	1	1
402	а просто	2	1
403	и теоретическая	1	1
404	и самый	1	1
405	всех этих	3	1
406	в первую	2	1
407	не значит	3	1
408	переносном смысле	1	1
409	нее и	1	1
410	к одному	1	1
411	в силу	1	1
412	и вот	6	1
413	каковы например	1	1
414	так например	1	1
415	но все	3	1
416	бы они	1	1
417	в каждом	2	1
418	мы его	1	1
419	же не	1	1
420	также является	1	1
421	связанные с	2	1
422	сознание и	1	1
423	же касается	1	1
424	со всеми	1	1
425	сознание не	1	1
426	ясно что	8	1
427	с целью	1	1
428	заключается в	1	1
429	не умеет	1	1
430	первую очередь	1	1
431	на какую-то	1	1
432	он есть	4	1
433	не показалось	1	1
434	из нее	1	1
435	но уже	2	1
436	он является	1	1
437	в них	3	1
438	нет в	1	1
439	о которых	2	1
440	место и	1	1
441	несмотря на	10	1
442	выражение может	2	1
443	внутреннее и	5	1
444	все это	11	1
445	какие же	2	1
446	и внешним	1	1
447	свою собственную	1	1
448	что такое	10	1
449	никаких оснований	1	1
450	– чисто	1	1
451	мы замечаем	2	1
452	именно и	1	1
453	с идеей	1	1
454	почти не	2	1
455	мере не	1	1
456	большей степени	1	1
457	узким и	1	1
458	себе а	2	1
459	не менее	2	1
460	– только	1	1
461	и последнее	1	1
462	но он	1	1
463	друг другу	3	1
464	тем не	1	1
465	не могли	1	1
466	языке –	1	1
467	обстановки и	2	1
468	же такое	1	1
469	и вся	1	1
470	он как	1	1
471	существует и	1	1
472	разве только	1	1
473	до известной	1	1
474	что эта	4	1
475	иной раз	2	1
476	есть прежде	1	1
477	мысли в	2	1
478	она ни	2	1
479	смыслом и	1	1
480	и притом	4	1
481	и часто	1	1
482	сознания как	1	1
483	– ибо	1	1
484	но она	3	1
485	ясность и	1	1
486	но только	3	1
487	– для	1	1
488	в разных	3	1
489	на себя	1	1
490	которые и	1	1
491	всего на	1	1
492	заложенные в	1	1
493	ровно ничего	5	1
494	– до	2	1
495	с самым	1	1
496	связанное с	1	1
497	а лишь	3	1
498	имеет совершенно	1	1
499	смысле –	1	1
500	синтаксической формы	1	1
501	акт в	1	1
502	так то	1	1
503	не ее	1	1
504	этом отношении	2	1
505	не нуждается	5	1
506	с другом	1	1
507	целое но	1	1
508	это далеко	1	1
509	но там	1	1
510	места для	1	1
511	в духе	1	1
512	данном языке	1	1
513	не могут	1	1
514	когда мы	1	1
515	есть только	5	1
516	что все	1	1
517	почва для	1	1
518	уже было	1	1
519	его с	3	1
520	но также	1	1
521	такое выражение?	1	1
522	и свое	1	1
523	отличное от	2	1
524	оно не	1	1
525	как некая	2	1
526	него как	1	1
527	этот акт	1	1
528	от друга	1	1
529	здесь не	1	1
530	некоторые представители	1	1
531	же –	2	1
532	то или	3	1
533	уже с	1	1
534	так в	1	1
535	на том	1	1
536	и когда	1	1
537	и сам	1	1
538	только намечаем	1	1
539	на нее	1	1
540	– совершенно	2	1
541	еще в	1	1
542	можно только	2	1
543	с реальными	2	1
544	по сравнению	2	1
545	всех возможных	1	1
546	внешнее –	1	1
547	и вообще	4	1
548	с ним	6	1
549	мы живем	2	1
550	мысль о	1	1
551	только и	4	1
552	их точки	1	1
553	приближается к	1	1
554	другое значение	1	1
555	ее при	1	1
556	им она	1	1
557	и что	12	1
558	его жизни	1	1
559	или на	2	1
560	можно сказать	6	1
561	этих двух	1	1
562	должно было	1	1
563	– во	2	1
564	переходит в	1	1
565	эти два	2	1
566	нуждается в	3	1
567	ним и	1	1
568	свой смысл	2	1
569	и только	1	1
570	его так	1	1
571	из сферы	3	1
572	направление –	1	1
573	в него	2	1
574	сознания его	1	1
575	ни к	2	1
576	в современной	2	1
577	что здесь	2	1
578	формы а	1	1
579	войдет в	1	1
580	но с	3	1
581	интереса к	1	1
582	неприятное и	1	1
583	мы видим	4	1
584	он совершенно	1	1
585	может оказаться	2	1
586	и так	2	1
587	для нее	2	1
588	или его	2	1
589	в выражении	1	1
590	играет роль	1	1
591	с какой	4	1
592	так что	15	1
593	было так	1	1
594	же и	2	1
595	есть в	1	1
596	и др	1	1
597	уже не	2	1
598	вопроса о	1	1
599	или не	5	1
600	еще одно	1	1
601	ним не	1	1
602	если в	3	1
603	кажется что	1	1
604	здесь же	1	1
605	не дает	1	1
606	и других	1	1
607	из них	2	1
608	был бы	1	1
609	себе в	1	1
610	стать в	1	1
611	говорить об	1	1
612	сами по	1	1
613	содержание и	1	1
614	ее не	1	1
615	оно –	3	1
616	к ним	2	1
617	не о	4	1
618	меня то	2	1
619	случае не	3	1
620	само по	5	1
621	никакого отношения	1	1
622	она будет	1	1
623	на меня	1	1
624	ни до	1	1
625	выражения что	1	1
626	от того	1	1
627	вне ее	1	1
628	механистического мировоззрения	1	1
629	имеет значение	1	1
630	были бы	2	1
631	принцип если	1	1
632	нам уже	1	1
633	со стороны	2	1
634	в данный	1	1
635	не касается	1	1
636	и из	3	1
637	или иначе	1	1
638	а именно	1	1
639	эти две	1	1
640	в каких	1	1
641	я был	1	1
642	с той	2	1
643	в баснях	1	1
644	и между	1	1
645	как же	5	1
646	еще и	3	1
647	есть фикция	1	1
648	и существует	1	1
649	слиты в	1	1
650	больше и	1	1
651	говорит о	5	1
652	превращается в	1	1
653	смысла и	1	1
654	чтобы убедиться	1	1
655	а на	1	1
656	этого не	1	1
657	другой стороны	4	1
658	его как	1	1
659	как ни	1	1
660	увидим в	1	1
661	мы все	1	1
662	дело в	1	1
663	становится на	1	1
664	реальности в	1	1
665	эта особенность	1	1
666	если не	1	1
667	выражения но	1	1
668	внутреннего и	9	1
669	ни на	6	1
670	мы говорим	4	1
671	как та	1	1
672	основные и	1	1
673	даже до	1	1
674	к самому	2	1
675	может так	1	1
676	живем и	2	1
677	этих случаях	1	1
678	сравнению с	2	1
679	значения этот	2	1
680	становится все	1	1
681	которая конечно	1	1
682	что же	3	1
683	быть как	1	1
684	из этой	1	1
685	друг с	1	1
686	в состоянии	1	1
687	душе а	1	1
688	могли возникнуть	1	1
689	но это	8	1
690	этом и	1	1
691	которые оно	1	1
692	говорить что	2	1
693	является ли	1	1
694	и внешнего	6	1
695	известной степени	1	1
696	форм и	1	1
697	конечно эта	1	1
698	это та	1	1
699	где и	1	1
700	об отношении	5	1
701	о котором	1	1
702	хотя и	4	1
703	у них	3	1
704	или нет	3	1
705	и ни	6	1
706	мы должны	5	1
707	на нем	2	1
708	потому что	14	1
709	все они	1	1
710	по самой	1	1
711	исключительно в	1	1
712	речь о	1	1
713	к ее	1	1
714	друга но	1	1
715	жизни в	1	1
716	психики и	1	1
717	последнем случае	1	1
718	не сами	1	1
719	какой мере	1	1
720	в последнем	1	1
721	не что	1	1
722	это и	4	1
723	из этого	1	1
724	но вот	3	1
725	и другие	1	1
726	небо и	1	1
727	также не	1	1
728	живой действительности	1	1
729	гораздо более	3	1
