N	2gram	Vygotskiy__5	Freidism
1	таким образом	19	24
2	и не	12	23
3	не может	18	20
4	точки зрения	18	19
5	прежде всего	3	18
6	в этом	25	15
7	в его	11	15
8	с помощью	10	14
9	мы можем	6	13
10	может быть	9	13
11	и его	3	12
12	все эти	4	11
13	как и	8	11
14	с точки	9	11
15	как бы	5	11
16	то что	26	11
17	самом деле	3	10
18	но в	6	10
19	его в	2	10
20	с ним	5	10
21	как мы	10	10
22	так и	7	10
23	и потому	2	10
24	с его	1	9
25	во всех	2	9
26	по отношению	12	9
27	и в	16	9
28	то же	8	8
29	не только	16	8
30	он не	8	8
31	в своей	2	8
32	еще не	4	8
33	что он	25	8
34	только в	10	8
35	так как	16	8
36	все это	2	8
37	и все	1	8
38	отношению к	12	8
39	все что	2	8
40	в самом	4	7
41	мы уже	1	7
42	отношение к	11	7
43	и наконец	1	7
44	ни в	1	7
45	мы видели	3	7
46	те же	2	7
47	к нему	3	7
48	один из	1	7
49	тот же	5	7
50	мы знаем	3	7
51	всяком случае	1	7
52	что же	1	7
53	сказать что	13	7
54	во всяком	2	7
55	в ней	2	6
56	за пределы	4	6
57	так сказать	1	6
58	и с	3	6
59	на протяжении	2	6
60	и ее	1	6
61	точку зрения	1	6
62	того что	16	6
63	для него	5	6
64	вовсе не	2	6
65	никогда не	5	6
66	хотя бы	5	6
67	совершенно не	2	6
68	на самом	1	5
69	и на	6	5
70	он сам	1	5
71	в чем	3	5
72	и к	2	5
73	в этой	6	5
74	знаем что	1	5
75	не в	6	5
76	мы должны	8	5
77	в то	5	5
78	в каком	1	5
79	могут быть	4	5
80	в себя	3	5
81	для этого	1	5
82	но мы	5	5
83	можно сказать	5	5
84	для того	14	5
85	и прежде	1	5
86	а в	3	5
87	но и	6	5
88	связь с	1	5
89	с этим	3	5
90	фрейда и	1	5
91	в свою	4	5
92	что в	16	5
93	смысле слова	1	4
94	старой психологии	1	4
95	в зависимости	2	4
96	той же	4	4
97	связанных с	1	4
98	мы не	3	4
99	в которой	5	4
100	говорить о	3	4
101	я не	2	4
102	зависимости от	2	4
103	но не	10	4
104	нашего сознания	1	4
105	в собственном	1	4
106	все же	3	4
107	не было	1	4
108	в пределах	4	4
109	с их	4	4
110	в нем	7	4
111	на этом	3	4
112	связанные с	6	4
113	при этом	4	4
114	об этом	1	4
115	в жизни	2	4
116	на основании	2	4
117	нигде не	1	4
118	не менее	3	4
119	в основе	8	4
120	потому что	21	4
121	и для	1	4
122	к тому	6	4
123	если мы	7	4
124	того чтобы	17	4
125	сводится к	1	4
126	с самого	5	4
127	с ними	1	4
128	не имеющие	1	4
129	не дает	2	4
130	в котором	2	4
131	мы находим	1	4
132	как раз	1	4
133	от того	3	4
134	на которые	3	4
135	себя и	2	4
136	в данном	1	4
137	и о	1	4
138	в более	2	4
139	в следующей	1	4
140	сознания и	2	4
141	в этих	3	4
142	этот вопрос	6	4
143	между ними	1	4
144	и есть	7	3
145	собственном смысле	1	3
146	при анализе	2	3
147	теперь мы	1	3
148	он был	1	3
149	такие же	1	3
150	а только	4	3
151	в общем	1	3
152	один и	3	3
153	как в	5	3
154	и той	1	3
155	и как	3	3
156	между двумя	3	3
157	этой теории	5	3
158	сказать о	1	3
159	учение о	2	3
160	и тот	3	3
161	в себе	1	3
162	и те	1	3
163	главным образом	1	3
164	одной и	1	3
165	и по	4	3
166	что все	6	3
167	и может	3	3
168	конечно в	1	3
169	в детской	1	3
170	зрения на	1	3
171	может стать	1	3
172	было бы	10	3
173	мы имеем	1	3
174	такой же	4	3
175	нисколько не	1	3
176	он дает	1	3
177	мысли и	5	3
178	тому чтобы	4	3
179	тому что	5	3
180	этой области	1	3
181	самого начала	5	3
182	внутренней и	1	3
183	в сознании	1	3
184	не могут	4	3
185	она не	1	3
186	ничего общего	3	3
187	с ее	1	3
188	свою очередь	3	3
189	внутренняя речь	7	3
190	и этим	1	3
191	только то	1	3
192	приводит к	7	3
193	если бы	8	3
194	развития как	1	3
195	и что	12	3
196	бы то	1	3
197	на всех	1	3
198	во втором	1	3
199	на другие	1	3
200	со всеми	2	3
201	себя в	1	3
202	у него	6	3
203	в них	2	3
204	со стороны	1	3
205	и т.п	1	3
206	ребенка в	5	3
207	на этот	4	3
208	вместе с	4	3
209	по своему	3	3
210	ребенка к	4	3
211	и от	2	3
212	но это	3	3
213	не является	5	3
214	это как	1	3
215	когда он	2	3
216	не знает	5	3
217	жизни и	2	3
218	ни на	2	3
219	ее в	3	3
220	по поводу	2	3
221	отношения к	2	2
222	в такой	5	2
223	и то	4	2
224	это и	3	2
225	тем же	1	2
226	в первом	3	2
227	высшей степени	2	2
228	для своего	1	2
229	что между	4	2
230	во внутреннем	1	2
231	и дать	1	2
232	становится совершенно	1	2
233	благодаря тому	1	2
234	того же	7	2
235	между собой	13	2
236	в ее	1	2
237	для жизни	1	2
238	но как	3	2
239	с которыми	2	2
240	ответ на	3	2
241	отличие от	2	2
242	из важнейших	1	2
243	значение для	2	2
244	относится к	1	2
245	опирается на	4	2
246	в своем	5	2
247	бессознательное в	1	2
248	сознания в	3	2
249	в этот	2	2
250	помощью которого	2	2
251	не приходится	1	2
252	что это	1	2
253	в нашем	1	2
254	что она	2	2
255	освобождение от	1	2
256	внутренней речи	7	2
257	их в	2	2
258	которые опирается	1	2
259	но все	2	2
260	у ребенка	9	2
