N	2gram	Propp_Russ_1	Myshleni
1	в этом	12	29
2	точки зрения	3	28
3	и в	36	26
4	для себя	1	24
5	не только	22	24
6	то что	6	24
7	таким образом	6	23
8	с точки	3	21
9	представляет собой	4	19
10	в том	17	18
11	и не	6	18
12	том что	19	17
13	потому что	10	16
14	как и	10	15
15	к слову	2	14
16	как мы	10	14
17	того что	4	14
18	так как	15	14
19	так же	3	14
20	этом случае	5	14
21	значение слова	1	13
22	и его	1	12
23	вместе с	10	12
24	что в	19	12
25	в которой	1	11
26	но и	16	11
27	не может	4	11
28	что они	7	10
29	в развитии	1	10
30	в себе	1	9
31	тому что	4	9
32	тем что	4	9
33	что мы	1	9
34	по своему	1	9
35	же как	1	8
36	то же	3	8
37	что она	2	8
38	что он	1	8
39	только в	4	8
40	сказать что	1	8
41	мы не	6	7
42	и к	3	7
43	представление о	3	7
44	к тому	4	7
45	по мере	1	7
46	может быть	8	7
47	в меру	1	7
48	самом деле	1	6
49	вопрос о	1	6
50	во всех	4	6
51	по отношению	1	6
52	все же	5	6
53	что это	3	6
54	все эти	2	6
55	было бы	1	6
56	и тем	1	6
57	нас к	2	6
58	между собой	2	6
59	и что	4	6
60	связь между	2	6
61	в какой	2	6
62	а не	2	6
63	как бы	5	6
64	мы должны	2	6
65	от слова	1	6
66	как на	1	6
67	все что	1	6
68	тем же	1	5
69	из всех	1	5
70	в целом	2	5
71	в силу	2	5
72	и с	2	5
73	с тем	8	5
74	что этот	4	5
75	она не	2	5
76	тогда когда	1	5
77	слова как	1	5
78	данном случае	1	5
79	никак не	1	5
80	во второй	1	5
81	если бы	1	5
82	в виду	1	5
83	можно сказать	1	5
84	и следовательно	1	5
85	в качестве	3	5
86	в начале	1	5
87	одно из	5	5
88	и их	4	5
89	слова в	3	5
90	до конца	2	5
91	как это	8	5
92	в данном	1	5
93	отношению к	1	5
94	и для	2	5
95	переходит к	1	4
96	показать что	1	4
97	еще не	4	4
98	в нашем	2	4
99	если в	3	4
100	как в	5	4
101	целый ряд	1	4
