N	2gram	Ircho_Kome_3	VrazhdaK
1	не только	5	9
2	в этом	8	8
3	и в	22	8
4	и что	6	8
5	но и	4	7
6	и все	2	7
7	то что	4	7
8	что в	5	7
9	все же	4	6
10	но в	5	6
11	в нем	3	6
12	как и	3	6
13	в котором	2	6
14	и с	4	6
15	в начале	3	6
16	и даже	3	6
17	то же	7	5
18	об этом	7	5
19	в то	6	5
20	же время	5	5
21	между тем	2	5
22	у него	4	5
23	не было	2	5
24	и не	21	5
25	х годов	2	4
26	в ней	4	4
27	что он	8	4
28	в истории	1	4
29	целый ряд	2	4
30	при этом	7	4
31	это не	2	4
32	несмотря на	4	4
33	все это	5	4
34	в виду	2	4
35	во многом	1	4
36	с ним	5	4
37	о том	8	4
38	для нас	1	4
39	уже в	2	4
40	отцов и	1	4
41	может быть	6	4
42	как бы	3	4
43	в своих	2	4
44	так же	4	4
45	речь идет	5	3
46	одним из	2	3
47	я не	1	3
48	он был	4	3
49	в чем	1	3
50	с его	3	3
51	в своем	8	3
52	и как	1	3
53	в этот	1	3
54	раз в	2	3
55	на то	3	3
56	его в	8	3
57	он не	5	3
58	далеко не	3	3
59	том что	13	3
60	но он	1	3
61	и его	6	3
62	связи с	5	3
63	человека в	2	3
64	и о	2	3
65	что у	1	3
66	и во	2	3
67	в его	8	3
68	в том	12	3
69	и у	1	3
70	в конце	7	3
71	тем что	5	3
72	в связи	4	3
73	эти слова	1	3
74	наряду с	2	3
75	т е	16	3
76	к этому	6	3
77	отношения к	2	2
78	и он	2	2
79	он сам	1	2
80	столь же	3	2
81	вернулся в	1	2
82	но как	1	2
83	ответ на	1	2
84	в эти	1	2
85	человека с	1	2
86	отнюдь не	4	2
87	его на	2	2
88	в этой	3	2
89	что к	4	2
90	в себе	4	2
91	после этого	2	2
92	о которой	2	2
93	в нашей	1	2
94	их в	3	2
95	нашего времени	1	2
96	таким образом	12	2
97	в мире	2	2
98	в глазах	8	2
99	этот человек	2	2
100	в них	3	2
101	а с	1	2
102	мы знаем	2	2
103	не мог	2	2
104	на первый	1	2
105	во время	6	2
106	точки зрения	4	2
107	в своей	5	2
108	и ее	2	2
109	с точки	3	2
110	место в	1	2
111	не менее	5	2
112	том же	1	2
113	никогда не	3	2
114	к себе	5	2
115	на это	3	2
116	и это	2	2
117	же не	1	2
118	еще не	6	2
119	а также	2	2
120	там же	1	2
121	этот момент	1	2
122	тем более	4	2
123	после смерти	1	2
124	по мнению	2	2
125	об их	1	2
126	из них	5	2
127	его и	1	2
128	отношение к	5	2
129	к ним	3	2
130	как раз	6	2
131	с которым	1	2
132	о чем	7	2
133	этот рассказ	1	2
134	не может	3	2
135	вместе с	9	2
136	ii этот	1	2
137	ко мне	1	2
138	в это	1	2
139	что я	1	2
140	а в	7	2
141	в свою	7	2
142	это в	2	2
143	ко всем	1	1
144	в рукописи	2	1
145	человека и	2	1
146	как имя	1	1
147	того же	6	1
148	о возможном	1	1
149	вины в	1	1
150	идет о	3	1
151	ему не	3	1
152	не хочет	5	1
153	которую они	1	1
154	выяснилось что	1	1
155	свое место	1	1
156	едва ли	7	1
157	возникшие между	1	1
158	в их	2	1
159	из всех	2	1
160	той же	1	1
161	преступления и	1	1
162	именно к	1	1
163	не слишком	2	1
164	начинается с	1	1
165	еще до	1	1
166	равно как	2	1
167	говорить о	3	1
168	ему в	1	1
169	в числе	1	1
170	это время	1	1
171	имя и	1	1
172	меня в	1	1
173	собой в	1	1
174	одном из	1	1
175	на них	3	1
176	первый план	1	1
177	узнав о	3	1
178	по своему	3	1
179	за него	1	1
180	одним словом	1	1
181	но не	1	1
182	же на	1	1
183	заметим что	1	1
184	в сторону	1	1
185	если в	1	1
186	в комедии	10	1
187	тут же	4	1
188	ничуть не	6	1
189	чтобы потом	1	1
190	в е	1	1
191	что они	2	1
192	вызвала его	1	1
193	к сожалению	1	1
194	и я	2	1
195	выясняется что	2	1
196	независимо от	1	1
197	как в	2	1
198	с этим	3	1
199	только об	1	1
200	для создания	1	1
201	некоторое время	1	1
202	как к	1	1
203	город в	1	1
204	третий раз	1	1
205	сходство между	1	1
206	и наконец	1	1
207	себе на	1	1
208	не являются	1	1
209	роль играет	1	1
210	то в	1	1
211	с просьбой	2	1
212	своем праве	1	1
213	в самом	9	1
214	у целого	1	1
215	в целом	3	1
216	не был	1	1
217	за это	1	1
218	выражение в	1	1
219	еще один	1	1
220	различии общественных	1	1
221	тому же	6	1
222	как он	3	1
223	лет тому	4	1
224	у женщин	1	1
225	ненависти и	1	1
226	не могла	3	1
227	в плен	2	1
228	да и	1	1
229	от которого	1	1
230	которой не	1	1
231	в первой	1	1
232	при виде	3	1
233	в силу	2	1
234	уже говорилось	1	1
235	о новом	1	1
236	ее своей	1	1
237	что ни	3	1
238	людей и	2	1
239	однако в	4	1
240	совпадают с	4	1
241	не будет	2	1
242	есть все	1	1
243	конечно в	1	1
244	это было	1	1
245	дома и	3	1
246	на пиру	1	1
247	было бы	3	1
248	ни разу	1	1
249	задолго до	1	1
250	на пороге	1	1
251	из первых	1	1
252	не ясно	2	1
253	соответствии с	1	1
254	этого не	1	1
255	не всегда	1	1
256	он и	2	1
257	несколько минут	2	1
258	в развитии	2	1
259	такой же	1	1
260	ни другой	1	1
261	которую он	2	1
262	в этих	1	1
263	и их	1	1
264	кто верит	1	1
265	в №	1	1
266	не последнее	1	1
267	предполагать что	1	1
268	молодого человека	14	1
269	всяком случае	3	1
270	человеком и	1	1
271	этому же	1	1
272	каким был	1	1
273	его современников	1	1
274	представление о	2	1
275	были известны	1	1
276	его отношение	1	1
277	вышел из	1	1
278	сам же	1	1
279	и слегка	1	1
