N	3gram	Medvedev_F_2	formyVre
1	и т п	9	11
2	с точки зрения	7	8
3	в связи с	10	7
4	для того чтобы	3	7
5	то же время	5	4
6	в то же	5	4
7	имеем в виду	1	3
8	и в особенности	1	3
9	и в то	3	3
10	но и в	3	3
11	к вопросу о	1	3
12	и в этом	5	3
13	во всех этих	1	3
14	и прежде всего	2	3
15	в большинстве случаев	3	3
16	в том что	2	3
17	и т д	5	3
18	прежде всего в	2	2
19	и в поэзии	1	2
20	равно как и	1	2
21	в этом случае	1	2
22	на первый план	2	2
23	до сих пор	1	2
24	сами по себе	2	2
25	в последнем счете	1	2
26	не было бы	1	2
27	может быть и	3	2
28	бы она ни	3	2
29	какова бы она	3	2
30	лежит в основе	1	2
31	она ни была	3	2
32	не для того	1	2
33	в этом отношении	7	2
34	связи с этим	3	2
35	мы имеем в	1	2
36	не похож на	1	2
37	особое место в	1	1
38	и пр и	4	1
39	в чем не	1	1
40	сводится к тому	1	1
41	и связанные с	1	1
42	а вовсе не	1	1
43	в виду что	1	1
44	характерно что и	1	1
45	на самом деле	3	1
46	по аналогии со	1	1
47	но менее всего	1	1
48	оно не может	1	1
49	вступают в новое	1	1
50	с установкой на	1	1
51	только в том	1	1
52	в конце концов	2	1
53	что он не	1	1
54	в отличие от	2	1
55	особенно важное значение	1	1
56	как мы увидим	1	1
57	но в этом	2	1
58	по аналогии с	1	1
59	но он не	1	1
60	с самим собою	1	1
61	становится как бы	1	1
62	игры с ним	1	1
63	по самому своему	1	1
64	богов и т	1	1
65	самому своему существу	1	1
66	так сказать в	1	1
67	в реальном времени	4	1
68	вместе с тем	4	1
69	же что и	1	1
70	в особенности в	1	1
71	роль в истории	1	1
72	как и в	1	1
73	в данном случае	1	1
74	каждый из этих	1	1
75	что в основе	1	1
76	дело идет о	2	1
77	значение все это	1	1
78	с одной стороны	1	1
79	можно говорить о	1	1
80	но при этом	1	1
81	быть и речи	3	1
82	прежде всего необходимо	1	1
83	в пределах индивидуального	1	1
84	все более и	1	1
85	все это становится	1	1
86	однако они были	1	1
87	с другой стороны	3	1
88	не может быть	10	1
89	именно в том	1	1
90	в широком смысле	1	1
91	но в то	1	1
92	во всех своих	1	1
93	ни в чем	2	1
94	первой из них	1	1
95	в свою очередь	1	1
96	рядом с этим	1	1
97	с тем что	5	1
98	с самого начала	2	1
99	времени и пространстве	1	1
100	более и более	1	1
101	т п в	1	1
102	но все же	2	1
103	в основе этой	2	1
104	к тому что	2	1
105	то что уже	1	1
106	всего может быть	1	1
107	пр и пр	4	1
108	вовсе не является	1	1
109	те явления которые	1	1
110	что и в	1	1
111	как мы видели	4	1
112	от нее нужно	1	1
