N	3gram	Bakhtin_Fr_8	PoTuStor
1	с точки зрения	2	6
2	на самом деле	1	4
3	с самого начала	1	4
4	в этом смысле	1	3
5	до сих пор	8	3
6	мы полагаем что	1	3
7	по сравнению с	1	3
8	не может быть	2	3
9	можно сказать что	2	3
10	в большинстве случаев	6	3
11	в самом деле	1	2
12	о том что	2	2
13	и в этом	1	2
14	дело в том	2	1
15	социальные и политические	1	1
16	во всех областях	2	1
17	в нем и	2	1
18	подобно тому как	1	1
19	до мельчайших подробностей	1	1
20	то же самое	1	1
21	сих пор еще	4	1
22	он не был	1	1
23	как мы сказали	1	1
24	в основе их	2	1
25	таким образом к	1	1
26	бы то ни	2	1
27	и др и	1	1
28	в этом отношении	1	1
29	можно было бы	1	1
30	вместе с тем	1	1
31	нужно отметить что	1	1
32	касается не только	1	1
33	роль в развитии	1	1
34	в данном случае	2	1
35	то ни было	1	1
36	и борьба с	1	1
37	с одной стороны	2	1
38	в связи с	3	1
39	говорили что на	1	1
40	как один из	1	1
41	а с другой	1	1
42	один из моментов	1	1
43	бы оно ни	1	1
44	в свое время	1	1
45	в том что	6	1
46	на вопрос о	1	1
47	оно ни было	1	1
48	так как его	1	1
49	мы не можем	1	1
50	так и в	1	1
51	чтобы войти в	1	1
52	в некоторых отношениях	2	1
53	этом легко убедиться	1	1
54	и в эпоху	1	1
55	это касается не	1	1
56	и прежде всего	1	1
57	связанные с ним	1	1
58	таким образом и	3	1
59	но мы уже	1	1
60	друг с другом	1	1
61	для того чтобы	2	1
62	как мы знаем	1	1
63	той или иной	1	1
