N	3gram	Losev_Dial_1	RusskieA
1	в том что	7	15
2	и т д	19	9
3	как мы увидим	1	5
4	в связи с	1	4
5	о том что	2	4
6	к тому что	2	4
7	с точки зрения	12	3
8	тем не менее	1	3
9	что иное как	1	2
10	но это не	1	2
11	может быть и	3	2
12	это не значит	1	2
13	друг к другу	2	2
14	к выводу что	1	2
15	но все же	1	2
16	привело к тому	1	2
17	не значит что	3	2
18	не что иное	1	2
19	ничего общего не	1	1
20	потому что он	3	1
21	хотя и не	1	1
22	только потому что	3	1
23	сказать что в	1	1
24	иметь в виду	3	1
25	в виду что	1	1
26	точно так же	2	1
27	на самом деле	2	1
28	т д и	2	1
29	можно говорить о	1	1
30	и та же	2	1
31	на самом же	1	1
32	в этом отношении	2	1
33	и т п	2	1
34	можно было бы	4	1
35	нечто совсем другое	1	1
36	это не имеет	1	1
37	в своем значении	1	1
38	так как он	2	1
39	и с ней	1	1
40	не потому что	1	1
41	что в основе	1	1
42	это та же	1	1
43	даже если бы	1	1
44	имеет ничего общего	3	1
45	и в этом	3	1
46	во всех этих	1	1
47	мы еще увидим	1	1
48	смерти и воскресения	1	1
49	во всяком случае	2	1
50	одна и та	2	1
51	самом же деле	1	1
52	не имеет ничего	3	1
53	мы уже знаем	1	1
54	в то время	1	1
55	ничего общего с	3	1
56	же с точки	1	1
57	можно сказать что	3	1
58	на то что	4	1
59	смысл и назначение	1	1
60	в этих случаях	1	1
61	друг с другом	1	1
62	к нему а	1	1
63	не имеет смысла	1	1
