N	2gram	Vygotskiy__3	Vvedenie
1	и в	25	32
2	в том	23	31
3	в этом	14	30
4	том что	20	26
5	может быть	13	26
6	не только	6	22
7	для того	7	21
8	того чтобы	8	20
9	таким образом	17	19
10	также и	1	18
11	то что	15	16
12	потому что	6	15
13	так как	12	15
14	не может	6	14
15	в самом	3	13
16	в нем	2	13
17	о том	5	13
18	представляет собой	6	12
19	в его	15	12
20	того что	10	12
21	только в	10	12
22	и не	10	12
23	как на	2	12
24	как мы	8	11
25	в ее	1	11
26	ясно что	2	11
27	в данном	1	11
28	что в	17	10
29	то же	2	9
30	и как	5	9
31	но в	1	9
32	по себе	7	9
33	между тем	3	9
34	в той	1	9
35	этом смысле	2	9
36	а только	1	8
37	не в	6	8
38	тем не	5	8
39	не менее	6	8
40	с другой	6	8
41	именно в	5	8
42	вопрос о	1	7
43	но не	6	7
44	все же	6	7
45	к выводу	2	7
46	было бы	10	7
47	точки зрения	6	7
48	уже и	1	7
49	в применении	1	7
50	можно было	6	7
51	выводу что	4	7
52	дело с	3	7
53	прежде всего	4	7
54	смысле этого	4	7
55	о котором	2	7
56	смысле слова	2	6
57	и это	4	6
58	из этих	4	6
59	как он	3	6
60	том чтобы	1	6
61	его в	3	6
62	с тем	16	6
63	как и	15	6
64	представить себе	1	6
65	вовсе не	1	6
66	в то	4	6
67	в качестве	12	6
68	тем что	8	6
69	не могут	4	6
70	о природе	1	6
71	один из	6	6
72	этот вопрос	3	6
73	и его	2	6
74	и даже	1	6
75	до сих	1	6
76	но и	4	6
77	а именно	1	6
78	применении к	1	6
79	сих пор	1	6
80	все это	6	6
81	хотя бы	1	6
82	одним из	5	5
83	а как	2	5
84	в целом	13	5
85	иное как	1	5
86	с их	2	5
87	приходим к	1	5
88	об этом	2	5
89	и тем	1	5
90	данном случае	1	5
91	в них	2	5
92	но если	1	5
93	в которых	3	5
94	сказать что	4	5
95	могут быть	5	5
96	имеет дело	2	5
97	как например	1	5
98	так что	2	5
99	уже в	7	5
100	не есть	3	5
101	что не	1	5
102	на этот	2	5
103	а не	1	5
104	по своему	11	5
105	в течение	2	5
106	как бы	10	5
107	другой стороны	3	5
108	есть и	2	5
109	в какой	4	5
110	вместе с	14	5
111	и то	2	4
112	как это	7	4
113	связи между	5	4
114	в чисто	2	4
115	той же	4	4
116	смотреть на	1	4
117	мы имеем	4	4
118	что иное	1	4
119	по отношению	3	4
120	не просто	1	4
121	независимо от	4	4
122	как уже	6	4
123	от этого	6	4
124	уже не	2	4
125	так или	1	4
126	в себе	2	4
127	но ведь	1	4
128	этот процесс	3	4
129	и заключается	2	4
130	в своей	2	4
131	в котором	3	4
132	по сравнению	4	4
133	не имеет	1	4
134	нельзя не	1	4
135	этнической психологии	1	4
136	большей мере	1	4
137	здесь нет	1	4
138	на вопрос	1	4
139	и т.д	5	4
140	внимание на	2	4
141	и что	10	4
142	как она	3	4
143	еще не	4	4
144	что он	6	4
145	с одной	5	4
146	в виде	3	4
147	речь в	2	4
148	одно из	1	4
149	всяком случае	4	4
150	само по	2	4
151	как раз	1	4
152	этом отношении	3	4
153	одной стороны	5	4
154	и обратно	1	4
155	или иначе	2	4
156	научного исследования	1	4
157	по мере	1	4
158	видит в	1	4
159	сравнению с	3	4
160	с этой	3	4
161	этом случае	1	4
162	и для	2	4
163	относящихся к	1	4
164	только что	2	4
165	а в	4	4
166	не что	1	4
167	отношению к	2	4
168	во всяком	4	4
169	не признать	1	3
170	собственном смысле	6	3
171	что уже	1	3
172	в сущности	1	3
173	так чтобы	1	3
174	в виду	1	3
175	и на	6	3
176	в чем	2	3
177	совсем не	1	3
178	сама по	1	3
179	однако не	1	3
180	хотя и	2	3
181	с понятием	3	3
182	и к	5	3
183	за собой	1	3
184	сливается с	1	3
185	бы и	1	3
186	что это	5	3
187	все эти	7	3
188	в этой	5	3
189	в известном	4	3
190	что она	5	3
191	как оно	3	3
192	при этом	5	3
193	если бы	5	3
194	не как	3	3
195	отношений между	1	3
196	вообще не	1	3
197	на этом	3	3
198	на этой	5	3
199	заключается в	9	3
200	мы видели	6	3
201	чем в	1	3
202	нисколько не	1	3
203	со всей	2	3
204	в этих	2	3
205	от себя	1	3
206	понятно что	1	3
207	однако в	2	3
208	этой области	1	3
209	тогда когда	4	3
210	дело не	1	3
211	своей природе	1	3
212	связи с	9	3
213	в области	7	3
214	в каком	2	3
215	том отношении	1	3
216	но все	2	3
217	должен быть	1	3
218	в ней	1	3
219	в собственном	6	3
220	на том	3	3
221	и вообще	1	3
222	чтобы понять	1	3
223	язык и	1	3
224	а также	2	3
225	в конечном	1	3
226	что с	4	3
227	или как	1	3
228	раньше чем	2	3
229	известном смысле	2	3
230	культурного развития	1	3
231	может оказаться	1	3
232	в начале	2	3
233	при помощи	1	3
234	и других	2	3
235	из них	4	3
236	в известной	1	3
237	в одном	2	3
238	в конце	1	3
239	что и	10	3
240	отношение к	1	3
241	но что	1	3
242	в очень	1	3
243	до конца	1	3
244	говорит о	1	3
245	только по	1	3
246	на основании	11	3
247	так называемой	1	3
248	так же	17	3
249	такого рода	2	3
250	что же	1	3
251	знания в	1	3
