N	2gram	Ircho_Kome_3	Myshleni
1	в том	12	42
2	том что	13	35
3	с помощью	4	31
4	таким образом	12	25
5	в развитии	2	25
6	в этом	8	24
7	точки зрения	4	24
8	в качестве	2	21
9	и в	22	20
10	что в	5	19
11	в основе	2	17
12	то же	7	16
13	не только	5	15
14	то что	4	15
15	что они	2	14
16	как мы	2	13
17	в их	2	12
18	процесс образования	1	12
19	при этом	7	12
20	может быть	6	12
21	с другой	4	12
22	потому что	10	12
23	с точки	3	11
24	в его	8	11
25	так же	4	11
26	в целом	3	11
27	в истории	1	10
28	в себе	4	10
29	в отношении	4	10
30	мы видим	1	10
31	только в	1	10
32	если мы	2	10
33	так как	11	10
34	того же	6	9
35	могли бы	1	9
36	и как	1	9
37	как и	3	9
38	между тем	2	9
39	что и	8	9
40	тот же	2	9
41	с одной	3	9
42	одной стороны	3	9
43	ребенка и	1	9
44	как это	5	9
45	другой стороны	2	9
46	но и	4	9
47	и тем	1	8
48	было бы	3	8
49	и что	6	8
50	вместе с	9	8
51	и не	21	8
52	в результате	2	8
53	самом деле	6	7
54	и тот	3	7
55	в своей	5	7
56	ребенка не	1	7
57	с другом	1	7
58	могут быть	1	7
59	же самое	3	7
60	того чтобы	6	7
61	тем что	5	7
62	этом отношении	2	7
63	а не	4	7
64	что мы	2	7
65	как бы	3	7
66	друг с	1	7
67	в самом	9	6
68	той же	1	6
69	и на	2	6
70	тому же	6	6
71	те же	1	6
72	с тем	4	6
73	к одному	1	6
74	по своей	1	6
75	к тому	6	6
76	можно было	2	6
77	в силу	2	6
78	его в	8	6
79	что он	8	6
80	уже в	2	6
81	и между	1	6
82	не может	3	6
83	такого рода	1	6
84	сказать что	1	6
85	речь идет	5	5
86	между собой	4	5
87	как в	2	5
88	с этим	3	5
89	все же	4	5
90	перед нами	1	5
91	целый ряд	2	5
92	и к	3	5
93	в действительности	1	5
94	все эти	1	5
95	на то	3	5
96	это не	2	5
97	и тому	1	5
98	и его	6	5
99	не является	4	5
100	никогда не	3	5
101	так и	4	5
102	если бы	8	5
103	о том	8	5
104	мы можем	3	5
105	для того	6	5
106	в частности	3	5
107	что слова	1	5
108	же словом	1	4
109	тем же	3	4
110	в сущности	2	4
111	первый план	1	4
112	в своем	8	4
113	как уже	1	4
114	в нашем	1	4
115	и те	1	4
116	как он	3	4
117	состоит в	2	4
118	и с	4	4
119	первую очередь	1	4
120	с этой	3	4
121	на первый	1	4
122	в первую	1	4
123	по сравнению	2	4
124	которые в	1	4
125	не в	4	4
126	тому что	2	4
127	что с	2	4
128	одному и	1	4
129	представляется нам	1	4
130	роль в	2	4
131	и только	1	4
132	все время	2	4
133	только что	7	4
134	в сознании	1	4
135	является не	1	4
136	из них	5	4
137	это предположение	1	4
138	друг друга	4	4
139	образом что	1	4
140	интересующей нас	1	4
141	в области	2	4
142	по своему	3	4
143	в смысле	1	4
144	и для	4	4
145	для нас	1	4
146	между ними	2	4
147	указывают на	1	4
148	к этому	6	4
149	во всяком	3	4
150	этой точки	1	4
151	идет о	3	3
152	приходит к	1	3
153	в виду	2	3
154	столь же	3	3
155	со словами	1	3
156	в чем	1	3
157	тем как	1	3
158	себе и	1	3
159	отнюдь не	4	3
160	когда он	4	3
161	не являются	1	3
162	но в	5	3
163	в которой	3	3
164	представляет собой	3	3
165	то обстоятельство	2	3
166	в этой	3	3
167	на его	2	3
168	на этом	1	3
169	что все	1	3
170	со всеми	1	3
171	обоих случаях	1	3
172	и других	1	3
173	ни в	10	3
174	чем в	3	3
175	в этих	1	3
176	не менее	5	3
177	что эта	2	3
178	в обоих	1	3
179	во всем	1	3
180	связи с	5	3
181	обстоятельство что	2	3
182	не могут	2	3
183	ничего общего	1	3
184	развития с	1	3
185	приводит к	3	3
186	и когда	1	3
187	и поэтому	4	3
188	и во	2	3
189	один из	3	3
190	одной из	3	3
191	но не	1	3
192	в какой	3	3
193	всяком случае	3	3
194	так что	6	3
195	от того	2	3
196	со стороны	11	3
197	нас в	1	3
198	на этот	3	3
199	виде и	1	3
200	в связи	4	3
201	сравнению с	2	3
202	наряду с	2	3
203	одновременно с	1	3
204	по существу	2	3
205	этом случае	2	3
206	отношений и	1	3
207	формы и	1	3
208	и от	1	3
209	к одной	2	3
210	бы в	4	3
211	совершенно не	2	3
212	одним из	2	2
213	же по	1	2
214	относятся к	1	2
215	свое место	1	2
216	видеть в	1	2
217	едва ли	7	2
218	отношений которые	1	2
219	мы имеем	1	2
220	с более	1	2
221	место в	1	2
222	указывая на	1	2
223	зависимости от	1	2
224	в ней	4	2
225	этому вопросу	1	2
226	он говорит	2	2
227	находит в	1	2
228	отличие от	2	2
229	и речи	4	2
230	которые не	1	2
231	стороны и	2	2
232	стороны мы	1	2
233	говорил он	1	2
234	из этих	1	2
235	в нем	3	2
236	ребенка это	1	2
237	том чтобы	1	2
238	раз в	2	2
239	свое время	1	2
240	но вместе	1	2
241	подобно тому	1	2
242	привлекает в	1	2
243	в каждом	1	2
244	здесь мы	1	2
245	а затем	2	2
246	же не	1	2
247	в ином	1	2
248	который по	2	2
249	далеко не	3	2
250	в слове	1	2
251	такой же	1	2
252	нисколько не	3	2
253	которую он	2	2
254	таким же	1	2
255	в следующем	1	2
256	в отличие	1	2
257	их в	3	2
258	том же	1	2
259	может служить	1	2
260	не имеет	3	2
261	на котором	1	2
262	того как	1	2
263	к этим	1	2
264	не по	7	2
265	находятся в	1	2
266	что на	1	2
267	не совсем	2	2
268	мы встречаем	1	2
269	ли не	2	2
270	указывает на	1	2
271	что при	1	2
272	и он	2	2
273	и это	2	2
274	свою очередь	6	2
275	и сами	1	2
276	здесь не	2	2
277	никак не	1	2
278	ясно что	6	2
279	еще не	6	2
280	мы в	1	2
281	с полным	3	2
282	и здесь	4	2
283	настоящее время	1	2
284	а также	2	2
285	может не	1	2
286	к нему	5	2
287	двух сторон	1	2
288	на одном	1	2
289	в другой	1	2
290	вслед за	1	2
291	что здесь	1	2
292	как из	2	2
293	но так	1	2
294	образом как	1	2
295	по мнению	2	2
296	но как	1	2
297	и у	1	2
298	в нашей	1	2
299	целого ряда	1	2
300	к мысли	1	2
301	у него	4	2
302	только на	1	2
303	с той	1	2
304	а с	1	2
305	показывает что	1	2
306	прежде всего	5	2
307	с которым	1	2
308	под влиянием	2	2
309	если не	3	2
310	тому как	1	2
311	а потом	1	2
312	в реальном	1	2
313	как только	1	2
314	этом вопросе	1	2
315	в начале	3	2
316	числе и	1	2
317	в настоящее	1	2
318	то при	1	2
319	последнего времени	1	2
320	а в	7	2
321	в свою	7	2
322	не знает	3	2
323	полным основанием	2	2
324	поведения в	1	2
325	в свое	2	2
326	это в	2	2
327	в таком	2	2
328	том числе	1	2
329	они не	1	2
330	и наиболее	1	1
331	о действительности	1	1
332	в силе	1	1
333	например в	1	1
334	человека и	2	1
335	положение только	1	1
336	делается попытка	1	1
337	отношения между	1	1
338	которые послужили	1	1
339	подробно на	1	1
340	в зависимости	1	1
341	и должен	1	1
342	его не	2	1
343	из всех	2	1
344	а как	2	1
345	который в	3	1
346	и открывает	1	1
347	мы не	2	1
348	что между	1	1
349	вопрос о	1	1
350	коренится в	1	1
351	время как	2	1
352	говорить о	3	1
353	я не	1	1
354	ему в	1	1
355	и со	2	1
356	же что	1	1
357	стороны его	1	1
358	собой в	1	1
359	ответа на	1	1
360	бы то	2	1
361	во всех	2	1
362	глаза на	1	1
363	не входит	1	1
364	если в	1	1
365	по отношению	5	1
366	друг от	1	1
367	чтобы потом	1	1
368	присущими ему	1	1
369	отличаются от	1	1
370	сущности к	1	1
371	относится к	1	1
372	него совсем	1	1
373	и я	2	1
374	мы обязаны	1	1
375	на смену	1	1
376	тем больше	1	1
377	основанием для	1	1
378	так называемом	1	1
379	сначала он	1	1
380	если она	1	1
381	независимо от	1	1
382	общего с	1	1
383	что первое	1	1
384	что касается	2	1
385	ничего более	1	1
386	можно сделать	1	1
387	и хотя	2	1
388	в этот	1	1
389	то в	1	1
390	чуть ли	1	1
391	бы не	2	1
392	к самому	1	1
393	что к	4	1
394	отца на	1	1
395	только один	2	1
396	в статье	1	1
397	он не	5	1
398	стороны нет	1	1
399	в первой	1	1
400	чтобы они	1	1
401	при виде	3	1
402	образом на	1	1
403	он должен	1	1
404	ситуации в	3	1
405	принадлежащих к	1	1
