N	2gram	Losev_Prob_1	Tragedij
1	петр степанович	1	26
2	и в	32	18
3	в романе	1	10
4	в году	1	9
5	в этом	19	9
6	в бесах	1	9
7	не только	17	8
8	он сам	2	7
9	и с	2	7
10	и на	8	7
11	может быть	14	7
12	как бы	14	7
13	и не	31	7
14	но в	14	6
15	и его	3	6
16	что он	7	6
17	то же	10	5
18	все же	1	5
19	что это	3	5
20	он вдруг	2	5
21	это не	6	5
22	как и	3	5
23	несмотря на	3	5
24	в то	6	5
25	в дальнейшем	4	5
26	так и	12	5
27	не может	8	5
28	у достоевского	1	5
29	а я	1	5
30	он всегда	3	4
31	я не	1	4
32	еще не	9	4
33	в себе	15	4
34	в этой	10	4
35	в нем	13	4
36	об этом	10	4
37	том что	12	4
38	что я	1	4
39	и что	9	4
40	но и	9	4
41	и даже	11	4
42	прежде всего	10	4
43	так же	9	4
44	но это	8	4
45	все это	7	4
46	что в	12	4
47	и все	7	4
48	то что	42	4
49	отнюдь не	10	3
50	как в	4	3
51	в своем	5	3
52	и как	6	3
53	все эти	8	3
54	при этом	6	3
55	то есть	33	3
56	должно быть	2	3
57	сам достоевский	1	3
58	тем самым	4	3
59	о чем	6	3
60	что вы	3	3
61	с ее	1	3
62	и сам	1	3
63	мог бы	1	3
64	с ним	3	3
65	к нему	3	3
66	в его	6	3
67	один из	4	3
68	романа и	1	3
69	уже в	3	3
70	записках из	1	3
71	для него	2	3
72	в конце	6	3
73	как будто	3	3
74	как это	6	3
75	что за	1	3
76	в основном	1	3
77	петра степановича	1	3
78	этого романа	2	2
79	ивана карамазова	1	2
80	в первом	2	2
81	из самых	1	2
82	и до	2	2
83	что эти	1	2
84	отказывается от	1	2
85	никогда не	7	2
86	и то	6	2
87	он был	1	2
88	с его	2	2
89	тут же	1	2
90	не просто	23	2
91	так что	6	2
92	и я	1	2
93	перед нами	5	2
94	говорит что	1	2
95	в самом	6	2
96	бы и	1	2
97	то и	6	2
98	в записках	1	2
99	он не	3	2
100	что она	5	2
101	но все	3	2
102	что все	3	2
103	его в	6	2
104	в это	2	2
105	ни в	7	2
106	нет в	1	2
107	с тем	5	2
108	вопрос о	1	2
109	не в	4	2
110	что этот	2	2
111	вместе со	1	2
112	раз и	9	2
113	одна из	1	2
114	не имеет	2	2
115	не могут	2	2
116	он и	8	2
117	к тому	3	2
118	и это	9	2
119	в ее	3	2
120	данном случае	8	2
121	он вообще	1	2
122	а что	1	2
123	ничего не	10	2
124	и здесь	6	2
125	о том	11	2
126	времени в	1	2
127	в том	9	2
128	даже если	4	2
129	который в	1	2
130	и ее	8	2
131	уже не	3	2
132	в виде	15	2
133	в душе	1	2
134	не так	1	2
135	в известной	1	2
136	друг друга	1	2
137	не случайно	1	2
138	тем что	7	2
139	чем он	1	2
140	как же	3	2
141	говорит о	3	2
142	под влиянием	1	2
143	с первого	1	2
144	для искусства	1	2
145	в данном	9	2
146	о его	2	2
147	она должна	1	2
148	от всего	3	2
149	потому что	16	2
150	в ресторане	1	2
151	со мной	1	2
152	по поводу	4	2
153	в таком	9	2
154	точно так	4	2
155	я и	2	1
156	а между	1	1
157	скажет что	1	1
158	ту же	1	1
159	и т	11	1
160	одним из	1	1
161	например в	2	1
162	от самой	1	1
163	сам по	7	1
164	самом деле	6	1
165	и есть	6	1
166	проникает в	1	1
167	сам автор	1	1
168	в какой-то	1	1
169	должна быть	1	1
170	не думает	1	1
171	той же	1	1
172	смотреть на	1	1
173	не встречает	1	1
174	связаны между	1	1
175	на себя	2	1
176	в разговоре	1	1
177	самой природе	1	1
178	в виду	6	1
179	за этот	1	1
180	было до	2	1
181	литературы и	4	1
182	и высокое	1	1
183	подобного нет	1	1
184	быть в	1	1
185	это же	1	1
186	в чем	3	1
187	во всех	7	1
188	в двойнике	1	1
189	на другой	1	1
190	но не	9	1
191	но как	6	1
192	в голове	1	1
193	всем его	1	1
194	за пределы	6	1
195	к сожалению	1	1
196	чем же	2	1
197	в истории	4	1
198	место где	1	1
199	что ее	1	1
200	голядкина в	1	1
201	мысль о	1	1
202	сводится только	1	1
203	образа петра	1	1
204	именно эта	1	1
205	идеи но	1	1
206	чего же	1	1
207	этой идеи	2	1
208	роль играет	1	1
209	то в	5	1
210	себе гораздо	1	1
211	в которой	2	1
212	сливается с	1	1
213	он в	2	1
214	бы не	1	1
215	как он	4	1
216	если он	1	1
217	в братьях	1	1
218	и если	6	1
219	вообще не	2	1
220	позы и	1	1
221	пушкина и	1	1
222	и еще	3	1
223	не значит	2	1
224	не к	1	1
225	не как	2	1
226	в россии	1	1
227	содержит в	7	1
228	что тут	4	1
229	теперь еще	1	1
230	на этом	1	1
231	что сам	1	1
232	таким образом	6	1
233	я вам	2	1
234	факт что	1	1
235	да неужто	1	1
236	в другом	1	1
237	конечно в	2	1
238	и чтобы	2	1
239	лишь в	1	1
240	это было	2	1
241	заключается в	1	1
242	известно что	1	1
243	а это	2	1
244	на свои	1	1
245	но уже	5	1
246	в них	7	1
247	что ему	1	1
248	из подполья	2	1
249	тот самый	1	1
250	со своими	1	1
251	для чего	2	1
252	человека мы	1	1
253	и ко	1	1
254	есть такая	2	1
255	или вообще	2	1
256	но если	2	1
257	и при	2	1
258	в своей	8	1
259	в такой	1	1
260	наших дней	1	1
261	я опять	1	1
262	в котором	5	1
263	самого этого	1	1
264	представление о	1	1
265	миф о	1	1
266	знал и	1	1
267	но он	3	1
268	тем не	18	1
269	с такими	2	1
270	по себе	15	1
271	тому что	4	1
272	не менее	19	1
273	вплоть до	1	1
274	не раз	1	1
275	что эта	1	1
276	она не	2	1
277	и начинает	1	1
278	на котором	1	1
279	того как	3	1
280	как его	2	1
281	но только	2	1
282	глава i	1	1
283	только не	3	1
284	на путях	1	1
285	это мы	2	1
286	и всегда	2	1
287	а поскольку	1	1
288	в самой	3	1
289	или как	3	1
290	и притом	4	1
291	к ней	1	1
292	по своей	1	1
293	для нас	5	1
294	связи с	5	1
295	что на	1	1
296	в области	2	1
297	но все-таки	2	1
298	встречался с	1	1
299	в стиле	1	1
300	это могло	1	1
301	xx века	2	1
302	в момент	1	1
303	значение только	1	1
304	могут быть	2	1
305	относится то	1	1
306	что наш	1	1
307	в окончательном	2	1
308	что оно	3	1
309	его с	1	1
310	указывает на	14	1
311	не есть	29	1
312	утверждать что	1	1
313	где он	1	1
314	самом общем	1	1
315	на нечто	8	1
316	как мы	7	1
317	вещами и	1	1
318	и о	8	1
319	у себя	1	1
320	того чтобы	9	1
321	и образ	1	1
322	говорили что	2	1
323	человека с	1	1
324	к окончательному	1	1
325	с собой	2	1
326	можно было	3	1
327	на нее	1	1
328	отождествляется с	1	1
329	начала и	1	1
330	здесь дана	1	1
331	ничего подобного	2	1
332	известной мере	1	1
333	какой она	1	1
334	она тоже	1	1
335	собою но	1	1
336	говорил что	1	1
337	а по	1	1
338	часто и	2	1
339	хоть на	2	1
340	и должно	2	1
341	это происходит	1	1
342	любви ко	1	1
343	образ имеет	1	1
344	и который	2	1
345	а также	4	1
346	кто он	1	1
347	чтобы не	1	1
348	личности героя	1	1
349	от него	1	1
350	доходит до	1	1
351	между тем	2	1
352	которое уже	1	1
353	стояли на	1	1
354	не сводится	1	1
355	какой-то мере	1	1
356	все время	2	1
357	развернута в	1	1
358	х годов	1	1
359	в литературе	4	1
360	того что	7	1
361	он есть	4	1
