N	2gram	Vygotskiy__1	Tragedij
1	и в	23	18
2	в этом	17	9
3	не только	16	8
4	и с	9	7
5	и на	8	7
6	может быть	14	7
7	как бы	11	7
8	и не	9	7
9	но в	5	6
10	и его	6	6
11	же время	2	6
12	что он	7	6
13	у него	1	6
14	то же	8	5
15	все же	3	5
16	что это	3	5
17	это не	1	5
18	как и	14	5
19	несмотря на	2	5
20	в то	7	5
21	в дальнейшем	1	5
22	так и	5	5
23	не может	12	5
24	к жизни	1	5
25	он всегда	1	4
26	я не	3	4
27	еще не	1	4
28	в себе	6	4
29	в целом	20	4
30	в этой	7	4
31	в нем	1	4
32	об этом	3	4
33	том что	21	4
34	что я	1	4
35	и что	5	4
36	но и	14	4
37	и даже	2	4
38	прежде всего	10	4
39	так же	16	4
40	все это	6	4
41	что в	14	4
42	и все	5	4
43	то что	17	4
44	отнюдь не	1	3
45	как в	4	3
46	в своем	3	3
47	и как	5	3
48	все эти	4	3
49	при этом	4	3
50	должно быть	2	3
51	тем самым	5	3
52	что с	2	3
53	о чем	2	3
54	с ее	1	3
55	в его	14	3
56	один из	2	3
57	уже в	3	3
58	для него	2	3
59	в конце	2	3
60	как будто	1	3
61	как это	2	3
62	в основном	1	3
63	в первом	2	2
64	и до	2	2
65	что эти	2	2
66	никогда не	2	2
67	и то	3	2
68	но этого	1	2
69	столь же	6	2
70	с его	4	2
71	отличие от	1	2
72	не просто	1	2
73	так что	1	2
74	и я	2	2
75	как говорит	2	2
76	перед нами	5	2
77	говорит что	4	2
78	в самом	7	2
79	бы и	2	2
80	то и	3	2
81	он не	5	2
82	что она	4	2
83	но все	2	2
84	что все	4	2
85	в это	1	2
86	к области	1	2
87	ни в	4	2
88	с тем	7	2
89	не мог	1	2
90	в ходе	8	2
91	в отличие	1	2
92	что говорит	2	2
93	вопрос о	7	2
94	одном из	2	2
95	но эта	1	2
96	не в	4	2
97	что этот	2	2
98	раз и	1	2
99	этими двумя	2	2
100	не имеет	2	2
101	его за	1	2
102	к тому	4	2
103	и это	3	2
104	в ее	2	2
105	данном случае	2	2
106	еще в	1	2
107	ничего не	3	2
108	и здесь	1	2
109	о том	6	2
110	что и	1	2
111	в том	24	2
112	который в	3	2
113	по мнению	1	2
114	между этими	6	2
115	и ее	7	2
116	на всем	2	2
117	уже не	2	2
118	в виде	2	2
119	в известной	2	2
120	в одном	4	2
121	тем что	6	2
122	чем он	2	2
123	в самую	1	2
124	ребенка в	8	2
125	до конца	1	2
126	ничем не	1	2
127	ребенка и	5	2
128	под влиянием	2	2
129	с первого	1	2
130	в данном	2	2
131	о его	1	2
132	она должна	4	2
133	в силах	1	2
134	от всего	1	2
135	потому что	6	2
136	в частности	2	2
137	по поводу	1	2
138	в таком	1	2
139	точно так	1	2
140	эта новая	1	1
141	ту же	1	1
142	и т	1	1
143	одним из	1	1
144	например в	1	1
145	в сфере	3	1
146	человека и	3	1
147	сам по	3	1
148	он показывает	2	1
149	и др	1	1
150	самом деле	3	1
151	эта речь	2	1
152	на две	3	1
153	сам автор	2	1
154	высшей степени	4	1
155	той же	2	1
156	и психологической	1	1
157	нажимает на	1	1
158	на пороге	2	1
159	его практическую	1	1
160	связаны между	1	1
161	и новые	1	1
162	исследования в	4	1
163	не вполне	1	1
164	вместо того	2	1
165	целое на	2	1
166	в виду	1	1
167	не способен	1	1
168	в ней	1	1
169	эти мысли	1	1
170	что судьба	1	1
171	представляет собой	11	1
172	между собой	5	1
173	содержатся в	1	1
174	быть в	1	1
175	в чем	4	1
176	во всех	3	1
177	на другой	1	1
178	но не	4	1
179	могло быть	1	1
180	всем его	1	1
181	само это	1	1
182	к проблемам	1	1
183	положение о	4	1
184	некоторые черты	1	1
185	за пределы	2	1
186	к сожалению	2	1
187	это самое	1	1
188	чем же	1	1
189	в истории	1	1
190	что именно	3	1
191	различными исследователями	1	1
192	что ее	1	1
193	и наконец	2	1
194	то в	1	1
195	оттого что	1	1
196	в которой	3	1
197	автор в	1	1
198	он в	3	1
199	имеет для	1	1
200	как он	3	1
201	не могла	1	1
202	и если	3	1
203	вообще не	1	1
204	перестает быть	1	1
205	которой не	1	1
206	и еще	1	1
207	чем у	1	1
208	к одному	1	1
209	не к	2	1
210	содержит в	1	1
211	на этом	2	1
212	что сам	1	1
213	таким образом	26	1
214	последнее слово	1	1
215	но без	1	1
216	а затем	5	1
217	факт что	3	1
218	в другом	7	1
219	в ход	1	1
220	на все	3	1
221	лишь в	6	1
222	заключается в	8	1
223	совершенно иная	1	1
224	а это	1	1
225	из первых	1	1
226	который сам	1	1
227	этом мы	1	1
228	повод для	2	1
229	в них	2	1
230	в высшей	4	1
231	особенно заметно	1	1
232	которой он	1	1
233	когда я	1	1
234	для чего	1	1
235	с такой	2	1
236	ведет к	1	1
237	в развитии	12	1
238	не выдерживает	1	1
239	можно так	1	1
240	но если	1	1
241	и при	2	1
242	в своей	4	1
243	в женеве	1	1
244	этой связи	1	1
245	в такой	3	1
246	наших дней	1	1
247	почти не	1	1
248	в котором	4	1
249	если можно	1	1
250	не столько	4	1
251	представление о	2	1
252	по самой	2	1
253	должны были	3	1
254	значение для	1	1
255	и вот	2	1
256	тем не	1	1
257	на мысль	1	1
258	речи в	14	1
259	внутреннее родство	1	1
260	борьбу с	1	1
261	не могли	2	1
262	того кто	2	1
263	и великого	1	1
264	по себе	5	1
265	тому что	5	1
266	она стремится	1	1
267	ребенок не	4	1
268	не менее	1	1
269	вплоть до	1	1
270	что эта	2	1
271	она не	3	1
272	и начинает	1	1
273	самого начала	8	1
274	считает что	1	1
275	на котором	1	1
276	того как	2	1
277	как его	1	1
278	не вызывает	1	1
279	он с	1	1
280	только не	1	1
281	и всегда	1	1
282	контакт с	1	1
283	в самой	1	1
284	бы сказали	1	1
285	предстает перед	1	1
286	говорит в	1	1
287	детей и	1	1
288	показал что	1	1
289	по своей	5	1
290	связь и	1	1
291	связи с	3	1
292	в области	3	1
293	по нашему	1	1
294	вопросу об	1	1
295	своей книге	1	1
296	могут быть	3	1
297	сознательно и	1	1
298	что оно	3	1
299	и т.д	5	1
300	указывает на	2	1
301	что при	1	1
302	как мы	5	1
303	того чтобы	17	1
304	ухода из	1	1
305	слова нельзя	1	1
306	с самого	8	1
307	человека с	2	1
308	с собой	2	1
309	можно было	3	1
310	на нее	2	1
311	в борьбе	1	1
312	когда его	1	1
313	она нам	1	1
314	известной мере	1	1
315	по сравнению	6	1
316	на них	1	1
317	выходящее за	1	1
318	ситуации и	1	1
319	взрослого человека	6	1
320	вот почему	2	1
321	всем протяжении	2	1
322	на вопрос	2	1
323	но мы	1	1
324	и который	3	1
325	а также	1	1
326	связь между	6	1
327	между тем	9	1
328	цели которые	2	1
329	нуждается в	2	1
330	я вижу	1	1
331	говорит он	15	1
332	в форме	1	1
333	в настоящей	4	1
334	все время	6	1
335	о своих	1	1
336	в жизнь	2	1
337	того что	15	1
338	для ребенка	1	1
339	оказалось что	1	1
340	мы видим	4	1
341	ответа на	2	1
342	что даже	1	1
343	и развить	1	1
344	только в	6	1
345	во всем	3	1
346	в обществе	1	1
347	этой линии	1	1
348	от самых	1	1
349	с одной	8	1
350	именно на	1	1
351	вот что	1	1
352	эти черты	2	1
353	мы бы	1	1
354	чтобы он	1	1
355	это неизбежно	1	1
356	в общем	3	1
357	одно из	2	1
358	ко всей	2	1
359	всяком случае	3	1
360	всегда оказывается	1	1
361	могло бы	1	1
362	слова в	1	1
363	речи я	1	1
364	к ним	1	1
365	быть по	1	1
366	и вместе	1	1
367	как прямой	1	1
368	развития в	2	1
369	отдельные черты	1	1
370	вопрос об	6	1
371	именно в	6	1
372	психологического исследования	1	1
373	что не	1	1
374	социальной жизни	1	1
375	обратиться к	3	1
376	естественно что	1	1
377	не было	1	1
378	в образах	1	1
379	на этот	3	1
380	думается нам	1	1
381	а не	3	1
382	он просит	1	1
383	не быть	1	1
384	одну из	4	1
385	это она	1	1
386	себя на	1	1
387	виде в	2	1
388	с помощью	13	1
389	я хочу	1	1
390	о себе	1	1
391	вместе с	9	1
392	до этого	1	1
393	ко всем	3	1
394	и потому	2	1
395	если так	1	1
396	видит в	1	1
397	ходе работы	1	1
398	сравнению с	5	1
399	наряду с	1	1
400	смысле этого	3	1
401	не удалось	1	1
402	из авторов	1	1
403	для понимания	1	1
404	который он	1	1
405	распадается на	1	1
406	нам еще	1	1
407	этого слова	4	1
408	с этой	6	1
409	и от	3	1
410	с последним	1	1
411	из трех	1	1
412	в книге	1	1
413	не является	9	1
414	тем и	3	1
415	об отношении	12	1
416	в результате	4	1
417	это как	1	1
418	а к	1	1
419	в двух	2	1
420	бы в	5	1
421	и которое	3	1
422	конце концов	1	1
423	хотя бы	4	1
424	только что	4	1
425	так выразиться	1	1
426	к ее	1	1
427	гораздо больше	1	1
428	мы начинаем	2	1
429	помощью этих	1	1
430	совершенно не	1	1
431	но этот	2	1
432	эти же	1	1
433	есть и	1	1
434	к этой	1	1
435	это в	1	1
436	это понятие	2	1
437	во всяком	3	1
