N	3gram	Bakhtin_Fr_7	Tvorches
1	в то же	9	13
2	то же время	9	12
3	в том что	3	6
4	о том что	1	5
5	но в то	3	4
6	дело в том	2	3
7	что все это	1	3
8	с самого начала	1	3
9	на самом деле	1	2
10	является одним из	1	2
11	в данном случае	1	2
12	не только в	1	2
13	в году в	1	2
14	в ту эпоху	1	2
15	в этом романе	1	2
16	как и его	1	1
17	здесь нет ни	1	1
18	что иное как	1	1
19	образом и в	1	1
20	имеем в виду	2	1
21	и в ряде	1	1
22	то же самое	1	1
23	в том же	1	1
24	в отрыве от	2	1
25	те и другие	2	1
26	пространства и времени	1	1
27	по отношению к	2	1
28	в мировой литературе	1	1
29	на самом же	1	1
30	но все это	2	1
31	то что в	2	1
32	к человеку и	1	1
33	небесных светил и	1	1
34	за то что	3	1
35	же время они	1	1
36	уже говорили что	1	1
37	все это в	2	1
38	это прежде всего	2	1
39	связан с темой	1	1
40	в конце концов	4	1
41	найти в человеке	1	1
42	со всеми его	1	1
43	это та же	1	1
44	не только для	1	1
45	прошлое и будущее	1	1
46	он не описывает	1	1
47	в связи с	1	1
48	об эпизоде с	1	1
49	мы уже говорили	3	1
50	целый ряд других	1	1
51	какое отличие от	1	1
52	что у него	2	1
53	и в романе	1	1
54	самом же деле	1	1
55	у него в	1	1
56	имел в виду	1	1
57	в свою очередь	3	1
58	связанные с ними	1	1
59	и в самом	1	1
60	мы имеем в	2	1
61	один из самых	1	1
62	что в каждом	1	1
63	то есть о	2	1
64	таким образом и	2	1
65	не что иное	1	1
66	свое завершение в	1	1
67	приходит на смену	1	1
68	как и в	2	1
69	и те и	2	1
70	к тому же	1	1
