N	3gram	Bakhtin_fo_1	FransuaR
1	в xvii веке	2	10
2	в средние века	1	8
3	в то же	6	6
4	то же время	9	6
5	с точки зрения	2	5
6	мы уже говорили	3	5
7	на протяжении всего	1	5
8	не только в	2	5
9	но и в	2	4
10	до сих пор	3	4
11	не может быть	3	4
12	существенное отношение к	1	3
13	в этом отношении	3	3
14	и во всех	1	3
15	но в то	1	3
16	с одной стороны	2	3
17	в его целом	2	3
18	о том что	1	3
19	как мы уже	8	3
20	то есть для	1	2
21	вполне понятно что	4	2
22	зрения на мир	1	2
23	в другом месте	1	2
24	имеем в виду	1	2
25	мы должны еще	1	2
26	в последующие века	1	2
27	в себе и	1	2
28	до наших дней	1	2
29	и последующих веков	1	2
30	мы еще вернемся	1	2
31	в значительной степени	1	2
32	и в то	5	2
33	по сравнению с	2	2
34	во всяком случае	1	2
35	xvii и xviii	1	2
36	включает в себя	1	2
37	но все же	2	2
38	подсматривания и подслушивания	2	1
39	точка зрения на	1	1
40	тесно переплетается с	1	1
41	ровно ничего не	1	1
42	прежде всего на	1	1
43	то есть не	2	1
44	как и для	2	1
45	прежде всего в	1	1
46	дело в том	2	1
47	по отношению к	3	1
48	мы уже сказали	2	1
49	если не более	1	1
50	здесь же мы	1	1
51	громадное значение в	1	1
52	также и в	2	1
53	дошли до нас	1	1
54	протяжении всего романа	1	1
55	в том же	1	1
56	то есть к	1	1
57	одной стороны и	2	1
58	так и его	1	1
59	тех случаях когда	1	1
60	как если бы	2	1
61	здесь не место	2	1
62	у него своя	1	1
63	то есть именно	2	1
64	до известной степени	1	1
65	не входит в	1	1
66	неразрывно связаны с	1	1
67	роль в литературе	1	1
68	но все это	1	1
69	но он не	1	1
70	еще вернемся в	1	1
71	что в нем	1	1
72	так как под	1	1
73	самой жизни в	1	1
74	время в его	1	1
75	в значительной мере	1	1
76	человеческую жизнь и	1	1
77	уже к концу	1	1
78	роман таким образом	1	1
79	рядом со своей	1	1
80	и в литературе	1	1
81	в первый раз	1	1
82	таким образом и	1	1
83	но и на	1	1
84	и в особенности	2	1
85	по существу и	1	1
86	так и в	1	1
87	прежде всего необходимо	3	1
88	друг с другом	1	1
89	весь роман в	1	1
90	о своей жизни	1	1
91	в строгом смысле	2	1
92	и во всей	2	1
93	в самой жизни	1	1
94	не могут быть	1	1
95	значение в романе	2	1
96	что касается до	1	1
97	дошедшие до нас	1	1
98	громадное влияние на	2	1
99	то есть только	1	1
100	и до наших	1	1
101	в тех случаях	1	1
102	были связаны с	1	1
103	характер и не	1	1
104	в этом случае	1	1
105	золотого осла апулея	1	1
106	литературе этот образ	1	1
107	и в самой	1	1
108	не только на	1	1
109	будем говорить в	1	1
110	более и более	1	1
111	получает существенное отношение	1	1
112	за несколько дней	1	1
113	как мы сказали	1	1
114	и прежде всего	2	1
115	мы будем говорить	1	1
116	или во всяком	1	1
117	как своего рода	1	1
118	и вступает в	1	1
119	в новое время	1	1
120	мы имеем в	1	1
121	как мы видим	2	1
122	но в отношении	1	1
123	существенную роль в	2	1
124	в какой-то степени	2	1
125	и те формы	1	1
126	этого целого и	1	1
127	в литературе этот	1	1
128	вовсе не является	1	1
129	для того чтобы	5	1
130	во всех его	1	1
131	в том что	2	1
132	вовсе не было	2	1
133	как и в	2	1
134	то есть в	1	1
135	все более и	1	1
