N	2gram	Losev_Dial_2	slovoVRo
1	и в	19	41
2	в нем	10	30
3	и т	17	28
4	т п	2	23
5	могут быть	4	19
6	во всех	2	17
7	не только	19	16
8	и не	30	16
9	точки зрения	12	16
10	но и	12	16
11	а не	16	15
12	то же	12	14
13	и на	1	14
14	в то	6	14
15	и его	5	14
16	может быть	20	14
17	и др	1	14
18	не может	9	14
19	слова и	1	13
20	в сущности	2	13
21	в его	1	13
22	в этом	8	12
23	же время	5	12
24	как бы	14	12
25	так и	10	11
26	в узком	2	10
27	в той	3	10
28	себя в	2	9
29	все эти	2	9
30	таким образом	4	9
31	той или	4	9
32	или иной	1	9
33	точка зрения	1	8
34	как в	2	8
35	но в	2	8
36	на его	2	8
37	с точки	8	8
38	как мы	3	8
39	в особенности	1	8
40	или в	2	8
41	может не	4	8
42	прежде всего	8	8
43	все же	4	7
44	в своей	8	7
45	не в	8	7
46	вовсе не	13	7
47	с ним	4	7
48	и следовательно	5	7
49	всех его	1	7
50	все они	1	7
51	во всяком	2	7
52	того же	1	6
53	при этом	4	6
54	это не	10	6
55	в них	1	6
56	оно не	1	6
57	только в	5	6
58	и даже	14	6
59	а в	4	6
60	и к	7	5
61	в самом	5	5
62	он в	1	5
63	так сказать	1	5
64	т д	15	5
65	далеко не	1	5
66	всяком случае	2	5
67	все это	4	5
68	в основе	1	5
69	не на	2	5
70	к нему	4	5
71	как его	1	5
72	с другой	5	5
73	и непосредственно	1	5
74	своего предмета	1	5
75	на своем	1	5
76	по преимуществу	1	4
77	поэзии и	4	4
78	объединения и	1	4
79	на мир	2	4
80	в ней	2	4
81	еще не	4	4
82	за пределы	4	4
83	перед нами	2	4
84	входя в	1	4
85	в которой	2	4
86	всех этих	3	4
87	не как	2	4
88	в каждом	2	4
89	и с	5	4
90	на почве	1	4
91	как и	10	4
92	в их	2	4
93	на предмет	1	4
94	с ее	2	4
95	ничего не	3	4
96	все его	3	4
97	большей или	1	4
98	оно и	1	4
99	ли он	1	4
100	с одной	2	4
101	или меньшей	1	4
102	одной стороны	1	4
103	и все	12	4
104	там где	1	4
105	и потому	5	4
106	и от	3	4
107	в смысле	5	4
108	кроме того	3	4
109	здесь в	1	4
110	и часто	2	4
111	быть и	4	4
112	другой стороны	4	4
113	также и	2	3
114	в зависимости	2	3
115	зависимости от	2	3
116	следовательно в	2	3
117	данном случае	2	3
118	в своем	4	3
119	более или	2	3
120	бы и	2	3
121	из этих	1	3
122	в себе	15	3
123	связанные с	1	3
124	в поэзии	7	3
125	вообще не	1	3
126	как оно	1	3
127	и может	6	3
128	и почти	3	3
129	его в	3	3
130	было бы	3	3
131	лишь на	1	3
132	он не	4	3
133	или менее	2	3
134	и ее	1	3
135	от его	1	3
136	не должно	2	3
137	на всю	2	3
138	она не	8	3
139	нем в	1	3
140	никогда не	9	3
141	в разных	3	3
142	и здесь	1	3
143	не могут	4	3
144	в других	1	3
145	к тому	2	3
146	образом в	1	3
147	о том	5	3
148	и во	1	3
149	нем и	2	3
150	все время	3	3
151	того что	6	3
152	в том	14	3
153	поэтому и	1	3
154	каждом моменте	1	3
155	бы ни	2	3
156	конечно не	6	3
157	из них	3	3
158	его и	1	3
159	так как	14	3
160	друг друга	1	3
161	у него	1	3
162	именно в	2	3
163	смысла и	2	3
164	не было	3	3
165	в истории	2	3
166	с этим	3	3
167	в данном	3	3
168	по существу	1	3
169	в иные	1	3
170	с этой	1	3
171	как только	3	3
172	при всем	1	3
173	форм и	2	3
174	в результате	2	3
175	лишь как	1	3
176	хотя бы	4	3
177	с ними	2	3
178	из этого	1	3
179	в свое	1	3
180	но эти	1	3
181	смысле слова	1	2
182	не должны	1	2
183	например в	2	2
184	связана с	2	2
185	на самом	2	2
186	то в	1	2
187	них как	1	2
188	есть свой	1	2
189	в котором	1	2
190	оно было	1	2
191	века в	1	2
192	мы уже	8	2
193	мы не	1	2
194	же как	3	2
195	время как	7	2
196	мы и	1	2
197	свой предмет	1	2
198	и то	7	2
199	в широком	2	2
200	по своему	5	2
201	различия между	2	2
202	в ее	4	2
203	он может	2	2
204	но не	6	2
205	слоев и	1	2
206	что они	6	2
207	сих пор	2	2
208	в самостоятельный	1	2
209	от этой	1	2
210	от этого	3	2
211	в целом	1	2
212	другом случае	1	2
213	не могла	1	2
214	широком смысле	2	2
215	время и	2	2
216	одному из	1	2
217	том и	1	2
218	и по	4	2
219	на этом	2	2
220	всех своих	1	2
221	одно и	4	2
222	те же	1	2
223	на ту	1	2
224	на все	2	2
225	всю его	1	2
226	действительно не	1	2
227	нисколько не	4	2
228	том что	10	2
229	в эту	1	2
230	в этих	3	2
231	могут не	1	2
232	но он	4	2
233	друг другу	1	2
234	и эти	1	2
235	без всяких	1	2
236	уже сказали	1	2
237	зрения и	1	2
238	даже в	3	2
239	тому что	2	2
240	от чисто	1	2
241	и проч	1	2
242	в самых	1	2
243	дело не	2	2
244	из него	1	2
245	вне его	1	2
246	ему не	1	2
247	ни о	2	2
248	возникает из	1	2
249	вокруг него	1	2
250	всегда в	1	2
251	оно может	1	2
252	и самое	1	2
253	и о	1	2
254	то время	4	2
255	из одного	1	2
256	и вообще	6	2
257	в другом	4	2
258	одного из	1	2
259	можно сказать	5	2
260	нас в	1	2
261	образ может	1	2
262	наконец в	1	2
263	и всякое	1	2
264	облик и	1	2
265	и одновременно	1	2
266	здесь не	1	2
267	мы видим	2	2
268	из многих	1	2
269	между тем	2	2
270	и тем	1	2
271	где они	1	2
272	так что	7	2
273	же и	9	2
274	связи с	4	2
275	уже не	3	2
276	если мы	2	2
277	только на	1	2
278	в виде	2	2
279	или даже	1	2
280	остаются в	1	2
281	в одном	4	2
282	до сих	2	2
283	не есть	47	2
284	с другом	1	2
285	с которым	1	2
286	жизнь в	2	2
287	совершенно не	7	2
288	что все	1	2
289	в частности	2	2
290	так же	2	2
291	его как	1	2
292	которые являются	1	2
293	не видят	1	2
294	быть только	2	2
295	друг с	1	2
296	должно быть	7	2
297	не предполагает	1	2
298	того или	2	2
299	как раз	5	2
300	одна из	1	2
301	тем и	1	2
302	и другим	1	2
303	смысле на	1	2
304	разной степени	1	2
305	потому что	14	2
306	сказать что	10	2
307	или иного	1	2
308	и эта	1	2
309	как известно	2	1
310	слова которые	1	1
311	не остается	1	1
312	выражения в	1	1
313	притом на	1	1
314	тех же	1	1
315	самый предмет	1	1
316	и есть	4	1
317	далее и	1	1
318	как носители	1	1
319	от самого	1	1
320	и до	1	1
321	ведь и	1	1
322	выражается в	1	1
323	действительности и	1	1
324	в меру	4	1
325	а напротив	1	1
326	его не	2	1
327	со всех	1	1
328	только трех	1	1
329	для своего	1	1
330	мы имеем	3	1
331	что уже	2	1
332	как из	2	1
333	но она	1	1
334	и нераздельно	1	1
335	но даже	1	1
336	в некотором	1	1
337	случае в	1	1
338	и он	1	1
339	всех сторон	1	1
340	он был	1	1
341	бы то	1	1
342	существует особая	1	1
343	без всякого	4	1
344	но как	5	1
345	еще от	1	1
346	а только	3	1
347	есть своя	1	1
348	со всеми	1	1
349	свою жизнь	1	1
350	не все	1	1
351	в общем	2	1
352	в новом	1	1
353	смыслу и	1	1
354	отличие от	1	1
355	можно прямо	1	1
356	или иное	4	1
357	от этого-то	1	1
358	этот особый	1	1
359	которые не	2	1
360	по нем	2	1
361	в одной	4	1
362	его на	1	1
363	по которому	1	1
364	стороны и	1	1
365	то или	4	1
366	в одних	1	1
367	и где	3	1
368	и слова	3	1
369	в очень	2	1
370	что по	2	1
371	слова он	1	1
372	где все	1	1
373	еще на	2	1
374	себе как	3	1
375	отношения с	1	1
376	так или	2	1
377	сущности и	1	1
378	в этой	3	1
379	часто даже	1	1
380	только один	1	1
381	на то	1	1
382	и если	4	1
383	иногда же	1	1
384	с чем	1	1
385	в чужую	1	1
386	что она	14	1
387	направлено на	1	1
388	языком в	1	1
389	задний план	1	1
390	в определенном	2	1
391	что же?	1	1
392	может избежать	1	1
393	не значит	3	1
394	не изучены	1	1
395	не к	1	1
