N	3gram	Voloshinov_1	Mirosoze
1	не может быть	2	17
2	не было бы	2	5
3	вместе с тем	2	5
4	но и в	3	4
5	заключает в себе	4	3
6	мы увидим что	2	3
7	не может не	1	2
8	прежде всего в	3	2
9	уже не только	1	2
10	до сих пор	1	2
11	и не может	1	2
12	хотя бы и	1	2
13	не только в	3	2
14	в конце концов	3	2
15	человек не может	1	2
16	тем что он	1	2
17	уж конечно не	1	2
18	для того чтобы	7	2
19	бросается в глаза	1	1
20	что иное как	2	1
21	нет и не	1	1
22	ключ к пониманию	1	1
23	ведь может быть	1	1
24	одной из сторон	1	1
25	в самом деле	1	1
26	и не было	1	1
27	в зависимости от	5	1
28	был только один	1	1
29	жизни и в	1	1
30	это прежде всего	1	1
31	в значительной степени	2	1
32	по сравнению с	1	1
33	но быть может	1	1
34	одна и та	1	1
35	но не только	1	1
36	как бы в	3	1
37	в разных местах	2	1
38	в себе и	1	1
39	между этими двумя	1	1
40	даже и в	1	1
41	всего того что	1	1
42	и характер его	1	1
43	и никогда не	1	1
44	мы имеем в	1	1
45	о том что	2	1
46	может быть так	1	1
47	не что иное	2	1
48	можно было бы	1	1
49	и та же	1	1
50	в том что	1	1
51	не так как	2	1
52	сознание как бы	1	1
