N	3gram	Trubetskoy_1	Myslijsy
1	в том что	15	16
2	смысле этого слова	1	7
3	только тогда когда	1	7
4	и то же	1	5
5	по отношению к	9	5
6	заключает в себе	2	5
7	по крайней мере	1	5
8	одно и то	1	5
9	не в том	1	5
10	а в том	1	5
11	то же время	2	5
12	в то же	2	5
13	вместе с тем	2	4
14	с другой стороны	4	4
15	в то время	2	4
16	не только по	1	3
17	более или менее	7	3
18	до сих пор	8	3
19	с одной стороны	2	3
20	в свою очередь	2	3
21	только в том	1	3
22	тем не менее	4	3
23	для того чтобы	7	3
24	не может быть	3	3
25	с одной и	1	2
26	и может быть	2	2
27	а между тем	8	2
28	в этом последнем	1	2
29	том что он	2	2
30	в том же	3	2
31	том что оно	1	2
32	мы не знаем	1	2
33	но вместе с	1	2
34	и той же	1	2
35	и в том	2	2
36	или лучше сказать	1	2
37	именно в том	1	2
38	в первое время	1	2
39	то что мы	1	2
40	как и в	2	2
41	есть одно из	1	2
42	не только не	1	2
43	как бы ни	1	2
44	к тому что	1	2
45	одной и той	1	2
46	в том виде	2	1
47	которые не могут	1	1
48	того что в	1	1
49	а потому и	1	1
50	а не в	1	1
51	мы можем не	1	1
52	мы уже сказали	1	1
53	не говоря уже	1	1
54	на самом деле	7	1
55	что для этого	1	1
56	в самом деле	5	1
57	заключающие в себе	1	1
58	при таких условиях	1	1
59	сказать что при	1	1
60	те же самые	1	1
61	то же самое	1	1
62	друг в друге	1	1
63	не подлежит сомнению	3	1
64	говоря уже о	1	1
65	между собою в	1	1
66	лишь тогда когда	2	1
67	что все эти	1	1
68	а может быть	1	1
69	из того что	1	1
70	и если бы	1	1
71	за то что	1	1
72	на каждом шагу	1	1
73	рано или поздно	1	1
74	до тех пор	1	1
75	тогда и в	1	1
76	так как все	1	1
77	в том случае	4	1
78	и то что	3	1
79	ясно что и	1	1
80	то время как	1	1
81	если бы при	1	1
82	с такою же	1	1
83	не заключающие в	1	1
84	в общих чертах	1	1
85	в данном случае	3	1
86	может быть не	1	1
87	каждый из этих	2	1
88	силу не только	1	1
89	мы видели выше	1	1
90	между тем в	1	1
91	художественное произведение и	1	1
92	так или иначе	5	1
93	в себе больше	1	1
94	не принадлежат к	1	1
95	но и с	1	1
96	в одно целое	1	1
97	что касается до	6	1
98	со своей стороны	1	1
99	следует искать объяснения	1	1
100	на себе отпечаток	2	1
101	разница только в	1	1
102	другой стороны но	1	1
103	и таким образом	1	1
104	во-первых потому что	1	1
105	только то что	2	1
106	то увидим что	1	1
107	это было бы	1	1
108	гораздо сложнее и	1	1
109	у него в	1	1
110	таким образом в	3	1
111	заключается в том	2	1
112	приходит к сознанию	1	1
113	в такой форме	2	1
114	лишь в том	5	1
115	понимают друг друга	1	1
116	о том что	4	1
117	ничего общего с	2	1
118	и художественное произведение	1	1
119	мало того что	1	1
120	так же мало	1	1
121	случае если бы	2	1
122	на то что	7	1
123	друг от друга	6	1
124	том что только	1	1
125	тем более что	1	1
126	только что сказанное	1	1
127	таким образом и	1	1
128	по этому поводу	1	1
129	с течением времени	4	1
130	друг с другом	9	1
131	в его сознании	1	1
132	или вовсе не	1	1
133	с к этому	1	1
134	именно потому что	2	1
135	том что как	1	1
136	все то что	1	1
137	и все что	2	1
138	и проч но	1	1
139	на первый взгляд	1	1
140	к тому же	5	1
141	этого слова что	1	1
142	того же что	1	1
143	как мы видели	1	1
144	потому что для	1	1
