N	2gram	Medvedev_F_3	Narrotol
1	не только	9	26
2	а не	17	17
3	но и	10	15
4	при этом	8	14
5	в том	7	14
6	в качестве	1	14
7	и не	30	14
8	в этом	18	13
9	и в	27	13
10	том что	4	13
11	только в	8	11
12	в частности	1	11
13	может быть	25	10
14	в данном	6	10
15	сводится к	5	9
16	так и	21	9
17	к тому	4	9
18	а в	1	9
19	в себе	3	8
20	то что	8	8
21	не в	12	8
22	не может	24	8
23	не сводится	1	7
24	в своем	2	6
25	все же	6	6
26	но в	6	6
27	в жизни	11	6
28	никогда не	5	6
29	ничего не	2	6
30	данном случае	4	6
31	можно сказать	3	6
32	в его	7	6
33	того что	3	6
34	со стороны	4	6
35	прежде всего	4	6
36	как бы	8	6
37	жизни в	3	6
38	героя в	3	6
39	отличие от	2	5
40	что он	6	5
41	как в	4	5
42	хотя и	1	5
43	в нем	15	5
44	тем не	2	5
45	он не	1	5
46	таким образом	18	5
47	на протяжении	2	5
48	и тем	3	5
49	точки зрения	16	5
50	в котором	2	5
51	место в	10	5
52	тем самым	1	5
53	в то	7	5
54	на него	1	5
55	о том	4	5
56	в форме	1	5
57	с одной	1	5
58	по отношению	3	5
59	с другой	6	5
60	одной стороны	1	5
61	в той	3	5
62	в отличие	2	5
63	отношению к	3	5
64	то же	15	4
65	в ее	4	4
66	в этой	2	4
67	отнюдь не	8	4
68	что это	3	4
69	уже не	3	4
70	в мире	1	4
71	об этом	1	4
72	в своей	6	4
73	не к	1	4
74	в конце	3	4
75	не менее	7	4
76	но при	2	4
77	в себя	1	4
78	если бы	12	4
79	как у	1	4
80	в какой	3	4
81	для него	1	4
82	как и	14	4
83	мира в	1	4
84	как это	4	4
85	в литературе	6	4
86	не является	5	4
87	и все	8	4
88	с ним	1	4
89	же в	1	4
90	и у	1	4
91	жизни и	4	4
92	что в	8	4
93	самом деле	16	3
94	мы имеем	1	3
95	нам в	1	3
96	так а	1	3
97	жизни так	1	3
98	с его	2	3
99	но не	5	3
100	что они	5	3
101	в целом	4	3
102	все эти	6	3
103	и его	19	3
104	так сказать	5	3
105	не следует	3	3
106	внутренней речи	2	3
107	и по	1	3
108	того или	1	3
109	он является	2	3
110	в слове	4	3
111	и того	1	3
112	тому что	3	3
113	одна из	2	3
114	того чтобы	5	3
115	же время	7	3
116	этом отношении	3	3
117	той или	1	3
118	как по	1	3
119	мира и	1	3
120	действующих лиц	2	3
121	строго говоря	1	3
122	между собой	4	3
123	о котором	1	3
124	о нем	3	3
125	за пределами	1	3
126	существенную роль	1	3
127	это не	3	3
128	один из	1	3
129	никак не	3	3
130	между тем	7	3
131	то и	1	3
132	или даже	1	3
133	то у	1	3
134	как раз	8	3
135	и даже	2	3
136	или иной	2	3
137	только к	1	3
138	характера и	1	3
139	да и	4	3
140	с этой	1	3
141	и для	6	3
142	а к	2	3
143	сказать что	3	3
144	к его	3	3
145	или иного	1	3
146	в таком	2	3
147	и т	11	2
148	он может	2	2
149	мере в	1	2
150	к другому	2	2
151	отношения между	2	2
152	должна быть	3	2
153	мы не	4	2
154	же как	3	2
155	ему в	1	2
156	пространство и	1	2
157	в каждой	1	2
158	в ней	5	2
159	самого рассказывания	1	2
160	еще не	6	2
161	столь же	3	2
162	на самом	14	2
163	себе и	1	2
164	не являются	2	2
165	со своей	1	2
166	в самом	11	2
167	в нашем	1	2
168	из этих	2	2
169	роль в	4	2
170	как он	2	2
171	на то	1	2
172	вследствие этого	3	2
173	жизнью и	2	2
174	что она	2	2
175	в принципе	1	2
176	не будет	1	2
177	той же	3	2
178	зрения на	1	2
179	было бы	6	2
180	должен был	1	2
181	высказывания как	3	2
182	с точки	14	2
183	и что	3	2
184	жизни с	2	2
185	от его	3	2
186	но он	1	2
187	и более	3	2
188	однако в	2	2
189	в процессе	15	2
190	как о	2	2
191	говорить о	2	2
192	не могло	2	2
193	только не	2	2
194	потому что	7	2
195	для нас	3	2
196	с таким	2	2
197	в сознании	1	2
198	в области	2	2
199	у нас	3	2
200	и здесь	1	2
201	все то	1	2
202	в направлении	5	2
203	имеет место	3	2
204	оно не	3	2
205	но для	2	2
206	подобно тому	4	2
207	здесь не	2	2
208	можно было	1	2
209	те же	3	2
210	начала и	1	2
211	том как	2	2
212	все те	1	2
213	существования в	1	2
214	его смысла	4	2
215	или иначе	1	2
216	что и	2	2
217	важно не	2	2
218	в современной	1	2
219	дело с	3	2
220	может оказаться	1	2
221	не происходит	1	2
222	себя в	1	2
223	и внутреннего	2	2
224	в начале	1	2
225	одно из	1	2
226	а то	1	2
227	могло бы	1	2
228	т п	5	2
229	вовсе не	28	2
230	в других	1	2
231	только на	4	2
232	с другим	1	2
233	именно в	1	2
234	героя и	2	2
235	говорит о	1	2
236	превращается в	2	2
237	зависит от	1	2
238	на фоне	3	2
239	так же	9	2
240	в него	3	2
241	к своему	1	2
242	о чем	1	2
243	создается не	1	2
244	в течение	1	2
245	тому как	5	2
246	а потом	1	2
247	содержания сознания	1	2
248	другого человека	1	2
249	той мере	1	2
250	но это	2	2
251	ни для	2	2
252	к которому	2	2
253	не объясняет	1	2
254	в результате	5	2
255	интерес к	1	2
256	бы в	6	2
257	не должен	1	2
258	от всего	1	2
259	хотя бы	6	2
260	в своих	6	2
261	можно назвать	1	2
262	они не	4	2
263	между художественным	1	1
264	своей значимости	1	1
265	границы между	1	1
266	не иначе	1	1
267	слова является	1	1
268	отношения к	2	1
269	не должны	1	1
270	одним из	3	1
271	в движение	1	1
272	таком случае	1	1
273	рассматривать в	1	1
274	не имел	1	1
275	нового высказывания	1	1
276	это и	2	1
277	обстоятельств и	1	1
278	тем же	7	1
279	между двумя	1	1
280	собой но	1	1
281	противном случае	1	1
282	ведь и	1	1
283	видеть в	1	1
284	нельзя назвать	1	1
285	в зависимости	5	1
286	оказывается и	1	1
287	ему принадлежат	1	1
288	мир не	1	1
289	не была	1	1
290	высказывания в	1	1
291	всех без	1	1
292	делах и	1	1
293	а для	1	1
294	мы и	3	1
295	зависимости от	5	1
296	так называемые	2	1
297	первого и	1	1
298	жизни это	1	1
299	это время	1	1
300	проявляется в	2	1
301	установку на	1	1
302	это действительно	1	1
303	во всех	3	1
304	еще одним	1	1
305	совершенно прав	1	1
306	в отвлечении	2	1
307	в сторону	2	1
308	не входит	1	1
309	в общем	2	1
310	очевидно что	2	1
311	не просто	1	1
312	за пределы	2	1
313	произведения могут	1	1
314	определяется не	1	1
315	из таких	1	1
316	чем же	2	1
317	его развертывание	1	1
318	в одной	5	1
319	внешнего и	2	1
320	данный момент	2	1
321	и нет	1	1
322	в противном	1	1
323	им в	1	1
324	и понимаем	2	1
325	и как	4	1
326	здесь и	6	1
327	так художник	1	1
328	то в	2	1
329	бы и	3	1
330	в литературном	1	1
331	так или	1	1
332	можно не	1	1
333	бы не	2	1
334	с их	1	1
335	и событие	1	1
336	искренности к	1	1
337	не могла	1	1
338	быть только	2	1
339	бы от	1	1
340	образом для	1	1
341	события в	1	1
342	из виду	2	1
343	на жизнь	2	1
344	в формах	2	1
345	очевидным что	1	1
346	какой бы	2	1
347	что ни	2	1
348	смысле как	1	1
349	на этом	2	1
350	лишь с	2	1
351	без исключения	5	1
352	в нее	1	1
353	исходя из	1	1
354	что является	1	1
355	его не	1	1
356	оно становится	2	1
357	а его	1	1
358	высказывание в	3	1
359	входит в	8	1
360	есть не	1	1
361	этом смысле	2	1
362	отца и	1	1
363	за другой	1	1
364	приходит в	1	1
365	в это	1	1
366	ни в	8	1
367	литературного произведения	4	1
368	но уже	2	1
369	но мы	1	1
370	роли и	1	1
371	не понимают	2	1
372	исходили из	2	1
373	новые формы	2	1
374	с внутренним	1	1
375	становится и	1	1
376	строгом смысле	1	1
377	в развитии	1	1
378	должно быть	1	1
379	автора и	1	1
380	между ними	15	1
381	одного и	1	1
382	только тем	1	1
383	на первый	1	1
384	есть в	1	1
385	никаких оснований	3	1
386	человека как	2	1
387	в такой	2	1
388	всяком случае	6	1
389	одним и	2	1
390	она в	1	1
391	теперь эта	1	1
392	то его	2	1
393	не от	2	1
394	в которых	3	1
395	направлен на	1	1
396	и социальные	1	1
397	к новой	1	1
398	остается вне	1	1
399	их в	3	1
400	вместе со	1	1
401	содержание и	2	1
402	освободиться от	1	1
403	связи с	5	1
404	раз и	3	1
405	его внутреннего	1	1
406	нет никакого	1	1
407	в отношении	2	1
408	между людьми	3	1
409	случае в	3	1
410	каждого отдельного	1	1
411	на рубеже	1	1
412	представлений об	1	1
413	она не	4	1
414	извне и	1	1
415	дело не	2	1
416	принадлежат к	2	1
417	между жизнью	3	1
418	и притом	2	1
419	в основе	3	1
420	в единство	2	1
421	чтобы стать	1	1
422	лишь то	1	1
423	иметь в	1	1
424	вытекает из	2	1
425	пространство в	1	1
426	возможно и	1	1
427	находятся в	2	1
428	и лишь	2	1
429	это сделать	1	1
430	с читателем	1	1
431	и теперь	6	1
432	ничто не	3	1
433	сюжет в	1	1
434	в каком	2	1
435	настоящего времени	1	1
436	данности и	1	1
437	и времени	1	1
438	и друзей	1	1
439	не могут	10	1
440	восприятия а	1	1
441	во все	1	1
442	же самое	3	1
443	герой вовсе	1	1
444	не встречается	1	1
445	возникающие в	1	1
446	в истолковании	2	1
447	в полной	2	1
448	общения в	1	1
449	если же	5	1
450	жизни уже	1	1
451	эпизодов и	1	1
452	как мы	8	1
453	тем и	1	1
454	что человек	1	1
455	и о	1	1
456	но по	1	1
457	с ее	2	1
458	в виду	3	1
459	и воспринимает	1	1
460	и сами	2	1
461	распространяется на	1	1
462	не природа	1	1
463	языка и	1	1
464	реальной действительности	3	1
465	и иных	1	1
466	сознания в	1	1
467	если они	2	1
468	свою ценностную	1	1
469	собой по	1	1
470	не с	1	1
471	ясно что	3	1
472	оно как	1	1
473	еще в	3	1
474	это только	2	1
475	жизнь и	3	1
476	к прошлому	1	1
477	не на	3	1
478	произведения как	6	1
479	в самой	2	1
480	время в	3	1
481	говорит об	1	1
482	или на	2	1
483	таким же	2	1
484	и объяснить	1	1
485	и своей	2	1
486	вся суть	1	1
487	значении термина	1	1
488	том или	1	1
489	и во	2	1
490	а потому	1	1
491	пути и	1	1
492	лишь к	2	1
493	от этих	2	1
494	наконец в	1	1
495	сложное и	1	1
496	все время	6	1
497	говорит в	2	1
498	происходит в	1	1
499	быть и	1	1
500	с той	1	1
501	но с	1	1
502	в двух	1	1
503	что только	1	1
504	связь и	1	1
505	одной из	2	1
506	простым и	1	1
507	одного сознания	1	1
508	из существеннейших	1	1
509	его единичность	1	1
510	о художественном	1	1
511	и так	1	1
512	социальной ситуации	1	1
513	настроение и	1	1
514	именно на	2	1
515	его существования	1	1
516	так что	1	1
517	того же	3	1
518	бы возникнуть	1	1
519	не можем	2	1
520	в большинстве	4	1
521	как человека	1	1
522	ни одного	1	1
523	в нашей	1	1
524	данное положение	1	1
525	обстоит дело	4	1
526	и чисто	1	1
527	его жизненной	1	1
528	является не	2	1
529	от своей	1	1
530	большинстве случаев	5	1
531	в данной	2	1
532	и социально	2	1
533	мировоззрение настроение	1	1
534	и их	5	1
535	в одном	1	1
536	конце жизни	1	1
537	не о	3	1
538	и бесконечно	1	1
539	и взаимодействия	1	1
540	которые могут	1	1
541	случае с	2	1
542	тем что	5	1
543	или ином	1	1
544	внутреннего мира	2	1
545	для того	4	1
546	лишь для	5	1
547	где в	1	1
548	вопрос как	1	1
549	поскольку это	1	1
550	нужно было	1	1
551	даже не	1	1
552	в данный	1	1
553	невозможно да	1	1
554	до сих	1	1
555	вполне отвечает	1	1
556	ожидания и	1	1
557	и последующих	1	1
558	и быть	1	1
559	оценке в	1	1
560	связано с	2	1
561	от тех	1	1
562	же обстоит	1	1
563	читателем или	1	1
564	и составляет	1	1
565	ничем не	1	1
566	более того	6	1
567	стороны и	2	1
568	и с	3	1
569	в пределы	1	1
570	что мы	1	1
571	всю совокупность	1	1
572	существующих в	1	1
573	в речи	1	1
574	отвлечении от	2	1
575	здесь именно	1	1
576	с помощью	8	1
577	может иметь	2	1
578	нет никаких	2	1
579	в специальном	1	1
580	вместе с	6	1
581	и потому	5	1
582	всей его	1	1
583	что именно	5	1
584	не доказывает	1	1
585	в плоскости	5	1
586	он говорит	1	1
587	в художественных	1	1
588	перехода от	1	1
589	предполагает установку	1	1
590	в точке	1	1
591	это так	1	1
592	что же	5	1
593	рассказа в	1	1
594	дело здесь	1	1
595	слова и	4	1
596	и от	11	1
597	сих пор	1	1
598	все это	7	1
599	возможностей в	1	1
600	человеческого характера	1	1
601	от социального	1	1
602	другой как	1	1
603	должна оставаться	1	1
604	каждой из	1	1
605	в связи	4	1
606	дети не	1	1
607	в пределе	2	1
608	сознания и	2	1
609	в другое	1	1
610	к одной	2	1
611	история в	1	1
612	в этих	3	1
613	еще более	1	1
614	мы должны	2	1
615	же к	1	1
616	или не	1	1
617	сходятся в	1	1
618	два явления	1	1
619	не утрачивая	2	1
620	но оно	2	1
621	границу между	1	1
622	может и	3	1
623	в романе	4	1
624	не знает	1	1
625	и внутренне	1	1
626	того на	1	1
627	в последнем	2	1
628	с такой	2	1
629	бы его	1	1
630	в кругу	1	1
631	что при	1	1
632	из этого	4	1
633	говорящих и	1	1
634	время не	1	1
635	в действительности	9	1
636	частности в	1	1
637	собой это	1	1
638	ее в	3	1
639	этой точки	1	1
640	к этому	2	1
641	во всяком	6	1
642	сделал бы	1	1
