N	4gram	Bakhtin_Pr_2	Dialekti
1	в то же время	3	4
2	не имеет ничего общего	1	3
3	имеет ничего общего с	1	3
4	и в этом смысле	1	2
5	мы можем сказать что	2	2
6	как более или менее	1	2
7	дело в том что	1	1
8	лишь с точки зрения	1	1
9	что же это за	1	1
10	с точки зрения своей	1	1
11	сама по себе она	1	1
12	одной и той же	1	1
13	по самой природе своей	1	1
14	в то время как	1	1
15	в каждом из них	2	1
16	ни в каком смысле	1	1
17	по себе не имеет	1	1
18	но в то же	3	1
19	само по себе не	1	1
20	друг с другом в	1	1
21	того как раз на	1	1
22	если бы они были	1	1
