N	2gram	Vygotskiy__5	Vladivir
1	и в	30	40
2	то что	37	28
3	не только	16	25
4	и не	6	25
5	учение о	1	24
6	у него	3	24
7	то есть	13	24
8	том что	21	18
9	в том	27	18
10	но и	6	18
11	еще и	1	18
12	что в	24	17
13	в этом	14	16
14	в его	4	14
15	так что	3	14
16	не может	9	14
17	в виде	1	13
18	точки зрения	7	13
19	вовсе не	3	13
20	только в	5	13
21	в конце	4	12
22	даже и	2	12
23	сказать что	9	12
24	едва ли	2	11
25	никогда не	9	11
26	потому что	23	11
27	таким образом	20	11
28	о том	10	11
29	не просто	1	10
30	ни в	3	10
31	и его	6	10
32	то это	4	10
33	не есть	4	10
34	прежде всего	4	10
35	как раз	13	10
36	и потому	5	10
37	это есть	3	10
38	и то	9	9
39	уже не	1	9
40	что это	8	9
41	в себе	5	9
42	и с	2	9
43	в своей	4	9
44	не менее	1	9
45	есть только	2	9
46	что же	1	9
47	как мы	5	8
48	в своем	6	8
49	в этой	5	8
50	он не	3	8
51	и что	23	8
52	для него	3	8
53	может быть	11	8
54	а не	8	8
55	так же	13	8
56	а только	1	7
57	хотя и	1	7
58	и как	7	7
59	и если	6	7
60	что все	6	7
61	с тем	8	7
62	как и	6	7
63	несмотря на	5	7
64	в то	2	7
65	мы бы	1	7
66	там же	1	7
67	что и	3	7
68	того что	8	7
69	так как	9	7
70	вместе с	12	7
71	к тому	8	7
72	а в	4	7
73	в своих	5	7
74	смысле слова	1	6
75	и на	3	6
76	то в	1	6
77	не мог	1	6
78	с точки	2	6
79	по себе	7	6
80	иной раз	1	6
81	в смысле	1	6
82	во всем	2	6
83	и это	8	6
84	и от	1	6
85	так и	3	6
86	об этом	3	6
87	и здесь	6	6
88	и даже	2	6
89	если не	1	6
90	да и	1	6
91	это значит	2	6
92	но это	1	6
93	хотя бы	3	6
94	отношения к	2	5
95	те времена	1	5
96	мы уже	6	5
97	в ней	4	5
98	совсем не	2	5
99	тут же	1	5
100	более или	1	5
101	все эти	2	5
102	тому же	1	5
103	можно было	3	5
104	должно быть	2	5
105	или менее	1	5
106	в отношении	2	5
107	дело в	2	5
108	тем что	6	5
109	для нас	3	5
110	ничего не	2	5
111	эти три	2	5
112	у нас	4	5
113	ничего общего	1	5
114	учении о	3	5
115	еще в	2	5
116	с другой	9	5
117	конце концов	2	5
118	что он	17	5
119	только на	4	5
120	в одном	2	5
121	не было	1	5
122	в данном	3	5
123	в самом	14	4
124	то же	7	4
125	что если	6	4
126	и о	3	4
127	вопрос о	3	4
128	еще не	5	4
129	но не	7	4
130	все же	7	4
131	но в	5	4
132	на то	17	4
133	было бы	5	4
134	здесь у	1	4
135	чем в	2	4
136	в котором	2	4
137	даже в	1	4
138	тому что	8	4
139	не имеет	1	4
140	учения о	3	4
141	в каком	3	4
142	только при	1	4
143	то время	1	4
144	не с	2	4
145	мог бы	2	4
146	никак не	6	4
147	утверждает что	2	4
148	и можно	2	4
149	по мнению	6	4
150	если мы	16	4
151	при помощи	1	4
152	от того	4	4
153	здесь в	1	4
154	а с	5	4
155	говорит о	4	4
156	до конца	2	4
157	и все	4	4
158	как это	7	4
159	в течение	2	4
160	по существу	2	4
161	указать на	1	4
162	в результате	4	4
163	мы должны	3	4
164	же как	2	3
165	на самом	2	3
166	мы имеем	8	3
167	с большим	1	3
168	здесь не	1	3
169	в чем	1	3
170	не все	1	3
171	отличие от	2	3
172	перед нами	2	3
173	уже в	6	3
174	из этих	3	3
175	в нем	7	3
176	при этом	8	3
